# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
0.0000000000 58.7900101442 61.1132788198 63.4365474954 56.4667414686 54.1434727930
1.0000000000 58.7075320192 61.0264657837 63.3453995481 56.3885982548 54.0696644903
2.0000000000 58.4596733654 60.7656928071 63.0717122487 56.1536539237 53.8476344820
3.0000000000 58.0452159135 60.3300072865 62.6147986594 55.7604245405 53.4756331675
4.0000000000 57.4623136538 59.7179906653 61.9736676768 55.2066366423 52.9509596309
5.0000000000 56.7087793029 58.9280230792 61.1472668555 54.4895355266 52.2702917503
6.0000000000 55.7824961058 57.9586639832 60.1348318607 53.6063282283 51.4301603509
7.0000000000 54.6819540625 56.8091617931 58.9363695237 52.5547463319 50.4275386013
8.0000000000 53.4068844952 55.4800524889 57.5532204826 51.3337165015 49.2605485078
9.0000000000 51.9589516827 53.9738203460 55.9886890092 49.9440830194 47.9292143562
10.0000000000 50.3424294471 52.2955470715 54.2486646958 48.3893118227 46.4361941984
11.0000000000 48.5647804327 50.4534683162 52.3421561998 46.6760925492 44.7874046656
12.0000000000 46.6370438702 48.4593398238 50.2816357773 44.8147479166 42.9924519631
13.0000000000 44.5739599279 46.3285500559 48.0831401838 42.8193697999 41.0647796719
14.0000000000 42.3937794952 44.0799161853 45.7660528754 40.7076428051 39.0215061149
15.0000000000 40.1177628125 41.7351801084 43.3525974044 38.5003455166 36.8829282206
16.0000000000 37.7694056010 39.3182260092 40.8670464174 36.2205851927 34.6717647845
17.0000000000 35.3734905288 36.8541343495 38.3347781701 33.8928467082 32.4122028875
18.0000000000 32.9550870913 34.3681802692 35.7812734471 31.5419939135 30.1289007356
19.0000000000 30.5386166106 31.8849059920 33.2311953734 29.1923272292 27.8460378477
20.0000000000 28.1471022356 29.4273815992 30.7076609627 26.8668228720 25.5865435084
21.0000000000 25.8016611298 27.0167124743 28.2317638188 24.5866097853 23.3715584408
22.0000000000 23.5212587740 24.6718159533 25.8223731326 22.3707015948 21.2201444155
23.0000000000 21.3226783173 22.4094164692 23.4961546212 20.2359401654 19.1492020134
24.0000000000 19.2206264663 20.2441780058 21.2677295452 18.1970749269 17.1735233875
25.0000000000 17.2278803606 18.1888727765 19.1498651924 16.2668879447 15.3058955288
26.0000000000 15.3553906010 16.2545055785 17.1536205560 14.4562756234 13.5571606459
