# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
70.0000000000 3.3084375361 3.7881632760 4.2678890160 2.8287117961 2.3489860561
71.0000000000 3.2302914736 3.7020885391 4.1738856046 2.7584944080 2.2866973425
72.0000000000 3.1650747812 3.6300504838 4.0950261864 2.7000990787 2.2351233761
73.0000000000 3.1111408365 3.5703392554 4.0295376742 2.6519424177 2.1927439989
74.0000000000 3.0669143173 3.5213147967 3.9757152760 2.6125138379 2.1581133586
75.0000000000 3.0309018918 3.4814174987 3.9319331057 2.5803862849 2.1298706780
76.0000000000 3.0017016490 3.4491766132 3.8966515773 2.5542266849 2.1067517207
77.0000000000 2.9780118341 3.4232184233 3.8684250124 2.5328052450 2.0875986558
78.0000000000 2.9586390024 3.4022737829 3.8459085634 2.5150042219 2.0713694414
79.0000000000 2.9425052332 3.3851850667 3.8278649003 2.4998253996 2.0571455660
80.0000000000 2.9286535433 3.3709122414 3.8131709395 2.4863948452 2.0441361470
81.0000000000 2.9162512452 3.3585369313 3.8008226173 2.4739655591 2.0316798730
82.0000000000 2.9045904712 3.3472647836 3.7899390959 2.4619161588 2.0192418464
83.0000000000 2.8930854952 3.3364243379 3.7797631807 2.4497466525 2.0064078097
84.0000000000 2.8812670577 3.3254638186 3.7696605796 2.4370702967 1.9928735358
85.0000000000 2.8687738245 3.3139442776 3.7591147308 2.4236033714 1.9784329183
86.0000000000 2.8553417452 3.3015309916 3.7477202380 2.4091524988 1.9629632524
87.0000000000 2.8407920120 3.2879826258 3.7351732395 2.3936013983 1.9464107845
88.0000000000 2.8250181731 3.2731397022 3.7212612313 2.3768966440 1.9287751149
89.0000000000 2.8079736923 3.2569123983 3.7058511043 2.3590349863 1.9100962803
90.0000000000 2.7896598606 3.2392687927 3.6888777248 2.3400509284 1.8904419963
91.0000000000 2.7701150048 3.2202236192 3.6703322337 2.3200063904 1.8698977759
92.0000000000 2.7494048558 3.1998283834 3.6502519110 2.2989813282 1.8485578005
93.0000000000 2.7276147380 3.1781627356 3.6287107331 2.2770667404 1.8265187428
94.0000000000 2.7048429135 3.1553269834 3.6058110534 2.2543588435 1.8038747735
95.0000000000 2.6811956058 3.1314366145 3.5816776232 2.2309545970 1.7807135883
96.0000000000 2.6567831731 3.1066175534 3.5564519337 2.2069487928 1.7571144124
97.0000000000 2.6317173702 3.0810027550 3.5302881398 2.1824319854 1.7331466005
98.0000000000 2.6061096490 3.0547297626 3.5033498761 2.1574895355 1.7088694220
99.0000000000 2.5800699279 3.0279390657 3.4758082034 2.1322007901 1.6843316523
100.0000000000 2.5537061538 3.0007726605 3.4478391672 2.1066396472 1.6595731405
101.0000000000 2.5271238173 2.9733730756 3.4196223339 2.0808745590 1.6346253007
102.0000000000 2.5004259856 2.9458823918 3.3913387980 2.0549695794 1.6095131731
103.0000000000 2.4737133221 2.9184416006 3.3631698792 2.0289850436 1.5842567650
104.0000000000 2.4470839303 2.8911893871 3.3352948439 2.0029784735 1.5588730167
105.0000000000 2.4206333630 2.8642610809 3.3078887987 1.9770056451 1.5333779272
106.0000000000 2.3944542524 2.8377873639 3.2811204754 1.9511211409 1.5077880294
107.0000000000 2.3686360385 2.8118930617 3.2551500849 1.9253790152 1.4821219920
108.0000000000 2.3432644567 2.7866956753 3.2301268938 1.8998332382 1.4564020196
109.0000000000 2.3184209183 2.7623037953 3.2061866723 1.8745380412 1.4306551642
110.0000000000 2.2941819760 2.7388161551 3.1834503342 1.8495477968 1.4049136177
111.0000000000 2.2706186827 2.7163202561 3.1620218295 1.8249171093 1.3792155359
112.0000000000 2.2477960385 2.6948916629 3.1419872874 1.8007004140 1.3536047895
113.0000000000 2.2257727452 2.6745935265 3.1234143077 1.7769519639 1.3281311827
114.0000000000 2.2046010337 2.6554763687 3.1063517038 1.7537256986 1.3028503635
115.0000000000 2.1843266538 2.6375783678 3.0908300817 1.7310749399 1.2778232260
116.0000000000 2.1649892668 2.6209262046 3.0768631424 1.7090523290 1.2531153912
117.0000000000 2.1466229663 2.6055361485 3.0644493306 1.6877097842 1.2287966021
118.0000000000 2.1292570024 2.5914150549 3.0535731074 1.6670989499 1.2049408974
119.0000000000 2.1129165601 2.5785623299 3.0442080997 1.6472707903 1.1816250205
120.0000000000 2.0976237635 2.5669715079 3.0363192524 1.6282760190 1.1589282745
121.0000000000 2.0833984709 2.5566317923 3.0298651138 1.6101651495 1.1369318280
122.0000000000 2.0702590930 2.5475298159 3.0248005388 1.5929883701 1.1157176472
123.0000000000 2.0582233106 2.5396509130 3.0210785155 1.5767957081 1.0953681056
124.0000000000 2.0473082724 2.5329802626 3.0186522528 1.5616362822 1.0759642919
125.0000000000 2.0375311202 2.5275036817 3.0174762431 1.5475585587 1.0575859973
126.0000000000 2.0289088147 2.5232081803 3.0175075459 1.5346094490 1.0403100834
127.0000000000 2.0214579375 2.5200822516 3.0187065658 1.5228336234 1.0242093092
128.0000000000 2.0151944036 2.5181156135 3.0210368233 1.5122731937 1.0093519839
129.0000000000 2.0101328666 2.5172990861 3.0244653057 1.5029666470 0.9958004275
130.0000000000 2.0062862935 2.5176242109 3.0289621283 1.4949483761 0.9836104587
131.0000000000 2.0036651683 2.5190824597 3.0344997512 1.4882478768 0.9728305854
132.0000000000 2.0022771173 2.5216649384 3.0410527595 1.4828892962 0.9635014751
133.0000000000 2.0021262690 2.5253618244 3.0485973798 1.4788907136 0.9556551582
134.0000000000 2.0032129894 2.5301618690 3.0571107486 1.4762641098 0.9493152303
135.0000000000 2.0055332861 2.5360517183 3.0665701505 1.4750148538 0.9444964216
136.0000000000 2.0090791719 2.5430163869 3.0769536019 1.4751419568 0.9412047418
137.0000000000 2.0138380188 2.5510383925 3.0882387663 1.4766376450 0.9394372712
138.0000000000 2.0197928906 2.5600979834 3.1004030761 1.4794877979 0.9391827052
139.0000000000 2.0269227656 2.5701732254 3.1134236852 1.4836723058 0.9404218460
140.0000000000 2.0352024075 2.5812400332 3.1272776590 1.4891647817 0.9431271559
141.0000000000 2.0446028668 2.5932722025 3.1419415382 1.4959335311 0.9472641954
142.0000000000 2.0550914486 2.6062416564 3.1573918642 1.5039412407 0.9527910329
143.0000000000 2.0666320974 2.6201184234 3.1736047494 1.5131457714 0.9596594453
144.0000000000 2.0791854125 2.6348707287 3.1905560450 1.5235000963 0.9678147800
145.0000000000 2.0927088671 2.6504649739 3.2082210807 1.5349527603 0.9771966535
146.0000000000 2.1071566906 2.6668655298 3.2265743690 1.5474478514 0.9877390123
147.0000000000 2.1224801286 2.6840349009 3.2455896731 1.5609253564 0.9993705841
148.0000000000 2.1386271700 2.7019331046 3.2652390392 1.5753212353 1.0120153007
149.0000000000 2.1555425522 2.7205175583 3.2854925644 1.5905675460 1.0255925399
150.0000000000 2.1731676238 2.7397427041 3.3063177843 1.6065925435 1.0400174633
151.0000000000 2.1914402096 2.7595597171 3.3276792247 1.6233207021 1.0552011946
152.0000000000 2.2102944954 2.7799160910 3.3495376865 1.6406728999 1.0710513044
153.0000000000 2.2296609945 2.8007552139 3.3718494334 1.6585667750 1.0874725555
154.0000000000 2.2494663127 2.8220160564 3.3945658000 1.6769165691 1.1043668254
155.0000000000 2.2696333877 2.8436330086 3.4176326295 1.6956337669 1.1216341460
156.0000000000 2.2900812231 2.8655353606 3.4409894982 1.7146270855 1.1391729480
157.0000000000 2.3107253868 2.8876474978 3.4645696088 1.7338032758 1.1568811648
158.0000000000 2.3314777875 2.9098885542 3.4882993209 1.7530670208 1.1746562541
159.0000000000 2.3522475351 2.9321728472 3.5120981593 1.7723222230 1.1923969109
160.0000000000 2.3729405940 2.9544095966 3.5358785993 1.7914715913 1.2100025887
161.0000000000 2.3934609375 2.9765035631 3.5595461888 1.8104183119 1.2273756862
162.0000000000 2.4137105793 2.9983554873 3.5830003953 1.8290656713 1.2444207633
163.0000000000 2.4335904591 3.0198623637 3.6061342682 1.8473185546 1.2610466501
164.0000000000 2.4530009928 3.0409184104 3.6288358281 1.8650835751 1.2771661575
165.0000000000 2.4718426659 3.0614156635 3.6509886612 1.8822696682 1.2926966705
166.0000000000 2.4900170577 3.0812449766 3.6724728955 1.8987891388 1.3075612199
167.0000000000 2.5074273582 3.1002970168 3.6931666754 1.9145576996 1.3216880410
168.0000000000 2.5239792380 3.1184632108 3.7129471836 1.9294952652 1.3350112924
169.0000000000 2.5395816178 3.1356369291 3.7316922405 1.9435263064 1.3474709951
170.0000000000 2.5541474615 3.1517145248 3.7492815881 1.9565803983 1.3590133350
171.0000000000 2.5675945913 3.1665968213 3.7655990512 1.9685923614 1.3695901315
172.0000000000 2.5798460601 3.1801896327 3.7805332053 1.9795024875 1.3791589149
173.0000000000 2.5908313341 3.1924055073 3.7939796804 1.9892571610 1.3876829879
174.0000000000 2.6004864880 3.2031644538 3.8058424196 1.9978085222 1.3951305564
175.0000000000 2.6087549928 3.2123948992 3.8160348056 2.0051150864 1.4014751800
176.0000000000 2.6155881106 3.2200346827 3.8244812548 2.0111415385 1.4066949663
177.0000000000 2.6209454231 3.2260319939 3.8311185648 2.0158588522 1.4107722814
178.0000000000 2.6247950649 3.2303455404 3.8358960159 2.0192445894 1.4136941140
179.0000000000 2.6271140673 3.2329457014 3.8387773355 2.0212824332 1.4154507992
180.0000000000 2.6278886442 3.2338144612 3.8397402782 2.0219628273 1.4160370103
