# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
23.0000000000 39.4654983173 41.1321231214 42.7987479255 37.7988735132 36.1322487091
24.0000000000 38.0292648798 39.6661806219 41.3030963640 36.3923491377 34.7554333956
25.0000000000 36.5270788462 38.1315400935 39.7360013409 34.9226175988 33.3181563514
26.0000000000 34.9656481490 36.5347496104 38.1038510718 33.3965466877 31.8274452263
27.0000000000 33.3525355529 34.8832667895 36.4139980260 31.8218043163 30.2910730797
28.0000000000 31.6962025000 33.1855025654 34.6748026308 30.2069024346 28.7176023692
29.0000000000 30.0060303846 31.4508437504 32.8956571162 28.5612170188 27.1164036530
30.0000000000 28.2922943269 29.6896267282 31.0869591294 26.8949619257 25.4976295245
31.0000000000 26.5660602163 27.9130377066 29.2600151969 25.2190827261 23.8721052358
32.0000000000 24.8390006731 26.1329259212 27.4268511693 23.5450754250 22.2511501769
33.0000000000 23.1231362981 24.3615465230 25.5999567479 21.8847260731 20.6463158482
34.0000000000 21.4305260337 22.6112441140 23.7919621944 20.2498079533 19.0690898729
35.0000000000 19.7729347596 20.8941197412 22.0153047228 18.6517497780 17.5305647964
36.0000000000 18.1615112981 19.2216986425 20.2818859870 17.1013239536 16.0411366092
37.0000000000 16.6065013942 17.6046352656 18.6027691370 15.6083675229 14.6102336515
38.0000000000 15.1170197356 16.0524788704 16.9879380053 14.1815606007 13.2461014659
39.0000000000 13.7008931971 14.5735042483 15.4461152994 12.8282821460 11.9556710948
40.0000000000 12.3645710192 13.1746171528 13.9846632863 11.5545248857 10.7444787521
41.0000000000 11.1131017909 11.8613208694 12.6095399479 10.3648827124 9.6166636338
42.0000000000 9.9501567764 10.6377341326 11.3253114887 9.2625794203 8.5750020641
43.0000000000 8.8780886442 9.5066450772 10.1352015102 8.2495322112 7.6209757782
44.0000000000 7.8980033269 8.4695762537 9.0411491805 7.3264304001 6.7548574734
45.0000000000 7.0098373053 7.5268584783 8.0438796514 6.4928161322 5.9757949592
46.0000000000 6.2124317981 6.6776983222 7.1429648463 5.7471652740 5.2818987499
47.0000000000 5.5036042812 5.9202447646 6.3368852480 5.0869637979 4.6703233145
48.0000000000 4.8802212380 5.2516557051 5.6230901723 4.5087867708 4.1373523037
49.0000000000 4.3382771250 4.6681705707 4.9980640164 4.0083836793 3.6784902336
50.0000000000 3.8729859135 4.1651950668 4.4574042201 3.5807767601 3.2885676068
51.0000000000 3.4788873149 3.7374000641 3.9959128132 3.2203745657 2.9618618166
52.0000000000 3.1499688365 3.3788342896 3.6076997427 2.9211033835 2.6922379304
53.0000000000 2.8798019159 3.0830503790 3.2862988421 2.6765534527 2.4733049896
54.0000000000 2.6616887716 2.8432409746 3.0247931775 2.4801365687 2.2985843658
55.0000000000 2.4888157933 2.6523851616 2.8159545300 2.3252464249 2.1616770565
56.0000000000 2.3544074952 2.5034040537 2.6524006123 2.2054109366 2.0564143781
57.0000000000 2.2518754135 2.3893264671 2.5267775206 2.1144243599 1.9769733063
58.0000000000 2.1749548005 2.3034578690 2.4319609374 2.0464517320 1.9179486635
59.0000000000 2.1178221923 2.2395402568 2.3612583213 1.9961041278 1.8743860633
60.0000000000 2.0751884615 2.1918853469 2.3085822323 1.9584915762 1.8417946908
61.0000000000 2.0423627236 2.1554647125 2.2685667014 1.9292607346 1.8161587457
62.0000000000 2.0152868918 2.1259517160 2.2366165401 1.9046220677 1.7939572435
63.0000000000 1.9905415264 2.0997187204 2.2088959144 1.8813643324 1.7721871385
64.0000000000 1.9653277476 2.0738005448 2.1822733420 1.8568549504 1.7483821532
65.0000000000 1.9374312861 2.0458386010 2.1542459160 1.8290239711 1.7206166561
66.0000000000 1.9051746346 2.0140173962 2.1228601578 1.7963318730 1.6874891114
67.0000000000 1.8673640865 1.9770023608 2.0866406350 1.7577258123 1.6480875381
68.0000000000 1.8232367212 1.9338846773 2.0445326334 1.7125887650 1.6019408089
69.0000000000 1.7724110072 1.8841343915 1.9958577758 1.6606876229 1.5489642387
70.0000000000 1.7148420865 1.8275615943 1.9402811021 1.6021225787 1.4894030710
71.0000000000 1.6507826971 1.7642834594 1.8777842218 1.5372819348 1.4237811724
72.0000000000 1.5807478365 1.6946947447 1.8086416529 1.4668009283 1.3528540201
73.0000000000 1.5054805409 1.6194380067 1.7333954725 1.3915230750 1.2775656092
74.0000000000 1.4259171490 1.5393725629 1.6528279768 1.3124617352 1.1990063213
75.0000000000 1.3431487933 1.4555375817 1.5679263702 1.2307600048 1.1183712164
76.0000000000 1.2583788149 1.3691105427 1.4798422704 1.1476470871 1.0369153594
77.0000000000 1.1728754865 1.2813598443 1.3898442021 1.0643911288 0.9559067710
78.0000000000 1.0879225368 1.1935942762 1.2992660156 0.9822507974 0.8765790580
79.0000000000 1.0047689618 1.1071109517 1.2094529415 0.9024269719 0.8000849820
80.0000000000 0.9245822647 1.0231458864 1.1217095082 0.8260186429 0.7274550211
81.0000000000 0.8484082406 0.9428306469 1.0372530532 0.7539858343 0.6595634280
82.0000000000 0.7771396315 0.8671571435 0.9571746555 0.6871221195 0.5971046075
83.0000000000 0.7114956024 0.7969531491 0.8824106958 0.6260380557 0.5405805090
84.0000000000 0.6520123137 0.7328684875 0.8137246613 0.5711561399 0.4902999661
85.0000000000 0.5990436195 0.6753712481 0.7516988767 0.5227159909 0.4463883622
86.0000000000 0.5527701649 0.6247521104 0.6967340558 0.4807882194 0.4088062740
87.0000000000 0.5132144923 0.5811344643 0.6490544363 0.4452945203 0.3773745484
88.0000000000 0.4802596228 0.5444877550 0.6087158873 0.4160314906 0.3518033584
89.0000000000 0.4536688375 0.5146420649 0.5756152923 0.3926956101 0.3317223827
90.0000000000 0.4331049312 0.4913027946 0.5495006580 0.3749070679 0.3167092045
91.0000000000 0.4181478190 0.4740653128 0.5299828067 0.3622303251 0.3063128313
92.0000000000 0.4083100764 0.4624301744 0.5165502724 0.3541899785 0.3000698805
93.0000000000 0.4030505014 0.4558196235 0.5085887455 0.3502813794 0.2975122573
94.0000000000 0.4017862639 0.4535957109 0.5054051578 0.3499768170 0.2981673700
95.0000000000 0.4039043135 0.4550795382 0.5062547630 0.3527290887 0.3015538639
96.0000000000 0.4087727368 0.4595706075 0.5103684783 0.3579748660 0.3071769953
97.0000000000 0.4157525195 0.4663652949 0.5169780704 0.3651397440 0.3145269685
98.0000000000 0.4242100312 0.4747738147 0.5253375981 0.3736462478 0.3230824644
99.0000000000 0.4335300240 0.4841354219 0.5347408197 0.3829246262 0.3323192284
100.0000000000 0.4431288459 0.4938317688 0.5445346918 0.3924259230 0.3417230001
101.0000000000 0.4524671510 0.5032984074 0.5541296638 0.4016358945 0.3508046381
102.0000000000 0.4610614937 0.5120343094 0.5630071251 0.4100886781 0.3591158624
103.0000000000 0.4684940440 0.5196092659 0.5707244878 0.4173788221 0.3662636002
104.0000000000 0.4744198389 0.5256688920 0.5769179451 0.4231707859 0.3719217328
105.0000000000 0.4785711596 0.5299371680 0.5813031764 0.4272051512 0.3758391428
106.0000000000 0.4807589534 0.5322165500 0.5836741467 0.4293013567 0.3778437600
107.0000000000 0.4808713262 0.5323857661 0.5839002061 0.4293568863 0.3778424463
108.0000000000 0.4788694644 0.5303956267 0.5819217889 0.4273433022 0.3758171399
109.0000000000 0.4747814281 0.5262630991 0.5777447701 0.4232997571 0.3718180861
110.0000000000 0.4686943897 0.5200642858 0.5714341820 0.4173244935 0.3659545973
111.0000000000 0.4607459252 0.5119265065 0.5631070878 0.4095653439 0.3583847626
112.0000000000 0.4511148553 0.5020200783 0.5529253014 0.4002096322 0.3493044092
113.0000000000 0.4400121534 0.4905500372 0.5410879211 0.3894742695 0.3389363856
114.0000000000 0.4276722332 0.4777481158 0.5278239984 0.3775963506 0.3275204679
115.0000000000 0.4143449005 0.4638651744 0.5133854484 0.3648246265 0.3153043526
116.0000000000 0.4002880325 0.4491641318 0.4980402311 0.3514119331 0.3025358338
117.0000000000 0.3857611252 0.4339135267 0.4820659282 0.3376087237 0.2894563223
118.0000000000 0.3710195829 0.4183815749 0.4657435669 0.3236575910 0.2762955990
119.0000000000 0.3563098308 0.4028308483 0.4493518659 0.3097888132 0.2632677956
120.0000000000 0.3418650214 0.3875132908 0.4331615601 0.2962167520 0.2505684826
121.0000000000 0.3279013947 0.3726657488 0.4174301029 0.2831370406 0.2383726865
122.0000000000 0.3146152192 0.3585058847 0.4023965501 0.2707245538 0.2268338884
123.0000000000 0.3021802510 0.3452285205 0.3882767901 0.2591319814 0.2160837118
124.0000000000 0.2907456981 0.3330024760 0.3752592539 0.2484889202 0.2062321422
125.0000000000 0.2804348038 0.3219680415 0.3635012792 0.2389015662 0.1973683285
126.0000000000 0.2713438796 0.3122351134 0.3531263473 0.2304526457 0.1895614118
127.0000000000 0.2635419820 0.3038821946 0.3442224072 0.2232017693 0.1828615567
128.0000000000 0.2570711440 0.2969563654 0.3368415867 0.2171859226 0.1773007013
129.0000000000 0.2519471310 0.2914741363 0.3310011417 0.2124201257 0.1728931204
130.0000000000 0.2481607659 0.2874233034 0.3266858409 0.2088982283 0.1696356908
131.0000000000 0.2456797510 0.2847655884 0.3238514258 0.2065939136 0.1675080762
132.0000000000 0.2444508760 0.2834399282 0.3224289805 0.2054618237 0.1664727714
133.0000000000 0.2444025798 0.2833661721 0.3223297645 0.2054389875 0.1664753952
134.0000000000 0.2454478185 0.2844490455 0.3234502725 0.2064465915 0.1674453645
135.0000000000 0.2474870226 0.2865820563 0.3256770901 0.2083919889 0.1692969551
136.0000000000 0.2504111488 0.2896512696 0.3288913904 0.2111710280 0.1719309072
137.0000000000 0.2541047320 0.2935388182 0.3329729044 0.2146706457 0.1752365595
138.0000000000 0.2584487695 0.2981259862 0.3378032030 0.2187715527 0.1790943359
139.0000000000 0.2633234969 0.3032959178 0.3432683388 0.2233510759 0.1833786549
140.0000000000 0.2686108642 0.3089358259 0.3492607876 0.2282859025 0.1879609408
141.0000000000 0.2741967457 0.3149387496 0.3556807535 0.2334547417 0.1927127378
142.0000000000 0.2799728748 0.3212048903 0.3624369058 0.2387408592 0.1975088437
143.0000000000 0.2858383885 0.3276424987 0.3694466089 0.2440342782 0.2022301680
144.0000000000 0.2917010748 0.3341684473 0.3766358199 0.2492337022 0.2067663296
145.0000000000 0.2974782695 0.3407084644 0.3839386592 0.2542480746 0.2110178797
146.0000000000 0.3030975113 0.3471972403 0.3912969693 0.2589977823 0.2148980533
147.0000000000 0.3084967726 0.3535782038 0.3986596349 0.2634153414 0.2183339103
148.0000000000 0.3136245579 0.3598033578 0.4059821578 0.2674457580 0.2212669581
149.0000000000 0.3184396974 0.3658329187 0.4132261401 0.2710464760 0.2236532547
150.0000000000 0.3229109690 0.3716349413 0.4203589136 0.2741869967 0.2254630244
151.0000000000 0.3270165469 0.3771849184 0.4273532899 0.2768481754 0.2266798039
152.0000000000 0.3307433171 0.3824652681 0.4341872192 0.2790213660 0.2272994150
153.0000000000 0.3340860974 0.3874648254 0.4408435534 0.2807073693 0.2273286413
154.0000000000 0.3370467613 0.3921782180 0.4473096747 0.2819153046 0.2267838479
155.0000000000 0.3396333952 0.3966052373 0.4535770794 0.2826615531 0.2256897109
156.0000000000 0.3418593373 0.4007501182 0.4596408992 0.2829685563 0.2240777754
157.0000000000 0.3437422950 0.4046207671 0.4654992393 0.2828638228 0.2219853506
158.0000000000 0.3453034793 0.4082280389 0.4711525984 0.2823789198 0.2194543603
159.0000000000 0.3465667421 0.4115849035 0.4766030649 0.2815485806 0.2165304192
160.0000000000 0.3475578115 0.4147057311 0.4818536507 0.2804098919 0.2132619724
161.0000000000 0.3483035923 0.4176055882 0.4869075840 0.2790015965 0.2096996006
162.0000000000 0.3488314952 0.4202995540 0.4917676128 0.2773634364 0.2058953775
163.0000000000 0.3491688938 0.4228021773 0.4964354609 0.2755356102 0.2019023266
164.0000000000 0.3493426486 0.4251269938 0.5009113390 0.2735583033 0.1977739581
165.0000000000 0.3493786897 0.4272861580 0.5051936264 0.2714712213 0.1935637530
166.0000000000 0.3493016993 0.4292901221 0.5092785450 0.2693132764 0.1893248536
167.0000000000 0.3491348644 0.4311475231 0.5131601817 0.2671222058 0.1851095472
168.0000000000 0.3488997062 0.4328650840 0.5168304617 0.2649343285 0.1809689508
169.0000000000 0.3486159356 0.4344476322 0.5202793288 0.2627842389 0.1769525423
170.0000000000 0.3483014067 0.4358981911 0.5234949754 0.2607046224 0.1731078381
171.0000000000 0.3479721031 0.4372181865 0.5264642698 0.2587260198 0.1694799364
172.0000000000 0.3476421500 0.4384076619 0.5291731737 0.2568766381 0.1661111263
173.0000000000 0.3473238536 0.4394655203 0.5316071869 0.2551821869 0.1630405203
174.0000000000 0.3470277928 0.4403898582 0.5337519237 0.2536657273 0.1603036619
175.0000000000 0.3467628887 0.4411782493 0.5355936099 0.2523475281 0.1579321675
176.0000000000 0.3465364976 0.4418280380 0.5371195784 0.2512449572 0.1559534168
177.0000000000 0.3463544930 0.4423366296 0.5383187661 0.2503723565 0.1543902199
178.0000000000 0.3462213512 0.4427017323 0.5391821134 0.2497409701 0.1532605890
179.0000000000 0.3461402243 0.4429215550 0.5397028857 0.2493588936 0.1525775628
180.0000000000 0.3461129755 0.4429949584 0.5398769413 0.2492309926 0.1523490096
