# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
64.0000000000 0.7835084885 0.8383402018 0.8931719152 0.7286767751 0.6738450617
65.0000000000 0.7859098536 0.8385238709 0.8911378882 0.7332958363 0.6806818190
66.0000000000 0.7899159683 0.8409451574 0.8919743466 0.7388867791 0.6878575899
67.0000000000 0.7941053663 0.8441348477 0.8941643291 0.7440758850 0.6940464036
68.0000000000 0.7972368382 0.8467930511 0.8963492640 0.7476806253 0.6981244124
69.0000000000 0.7982591889 0.8477968447 0.8973345005 0.7487215332 0.6991838774
70.0000000000 0.7963196365 0.8462086985 0.8960977605 0.7464305746 0.6965415126
71.0000000000 0.7907703675 0.8412857391 0.8918011106 0.7402549960 0.6897396245
72.0000000000 0.7811720844 0.8324881046 0.8838041248 0.7298560642 0.6785400440
73.0000000000 0.7672929913 0.8194835908 0.8716741902 0.7151023919 0.6629117925
74.0000000000 0.7491018712 0.8021461727 0.8551904742 0.6960575696 0.6430132681
75.0000000000 0.7267541130 0.7805464374 0.8343387618 0.6729617886 0.6191694642
76.0000000000 0.7005706452 0.7549336835 0.8092967219 0.6462076068 0.5918445685
77.0000000000 0.6710103550 0.7257101299 0.7804099048 0.6163105802 0.5616108053
78.0000000000 0.6386376582 0.6933992856 0.7481609130 0.5838760308 0.5291144034
79.0000000000 0.6040874596 0.6586106831 0.7131339066 0.5495642361 0.4950410127
80.0000000000 0.5680300947 0.6220040020 0.6759779093 0.5140561874 0.4600822801
81.0000000000 0.5311387671 0.5842551471 0.6373715272 0.4780223870 0.4249060069
82.0000000000 0.4940615339 0.5460265673 0.5979916006 0.4420965005 0.3901314672
83.0000000000 0.4573992207 0.5079433270 0.5584874333 0.4068551144 0.3563110081
84.0000000000 0.4216897822 0.4705755558 0.5194613294 0.3728040086 0.3239182350
85.0000000000 0.3873989322 0.4344272417 0.4814555512 0.3403706227 0.2933423132
86.0000000000 0.3549162041 0.3999305183 0.4449448325 0.3099018899 0.2648875756
87.0000000000 0.3245553012 0.3674444313 0.4103335614 0.2816661711 0.2387770410
88.0000000000 0.2965573594 0.3372567437 0.3779561280 0.2558579750 0.2151585907
89.0000000000 0.2710958875 0.3095875607 0.3480792339 0.2326042143 0.1941125411
90.0000000000 0.2482823498 0.2845936562 0.3209049626 0.2119710434 0.1756597370
91.0000000000 0.2281716577 0.2623727501 0.2965738426 0.1939705652 0.1597694728
92.0000000000 0.2107671654 0.2429672287 0.2751672921 0.1785671020 0.1463670387
93.0000000000 0.1960251120 0.2263672024 0.2567092928 0.1656830217 0.1353409313
94.0000000000 0.1838586341 0.2125131181 0.2411676021 0.1552041501 0.1265496661
95.0000000000 0.1741416306 0.2012982358 0.2284548410 0.1469850253 0.1198284201
96.0000000000 0.1667128753 0.1925716790 0.2184304828 0.1408540715 0.1149952677
97.0000000000 0.1613805762 0.1861424728 0.2109043694 0.1366186796 0.1118567830
98.0000000000 0.1579276310 0.1817851620 0.2056426930 0.1340700999 0.1102125689
99.0000000000 0.1561176133 0.1792471247 0.2023766362 0.1329881019 0.1098585905
100.0000000000 0.1557013189 0.1782572758 0.2008132327 0.1331453620 0.1105894051
101.0000000000 0.1564236384 0.1785355458 0.2006474533 0.1343117310 0.1121998236
102.0000000000 0.1580304925 0.1798023997 0.2015743068 0.1362585853 0.1144866781
103.0000000000 0.1602753363 0.1817875187 0.2032997011 0.1387631538 0.1172509714
104.0000000000 0.1629250080 0.1842370641 0.2055491201 0.1416129519 0.1203008958
105.0000000000 0.1657646163 0.1869193750 0.2080741337 0.1446098577 0.1234550990
106.0000000000 0.1686012279 0.1896287147 0.2106562015 0.1475737411 0.1265462543
107.0000000000 0.1712664041 0.1921875336 0.2131086631 0.1503452746 0.1294241451
108.0000000000 0.1736175313 0.1944471709 0.2152768106 0.1527878916 0.1319582519
109.0000000000 0.1755380923 0.1962873908 0.2170366893 0.1547887938 0.1340394953
110.0000000000 0.1769370942 0.1976150575 0.2182930207 0.1562591310 0.1355811677
111.0000000000 0.1777477863 0.1983621347 0.2189764832 0.1571334379 0.1365190894
112.0000000000 0.1779259786 0.1984834167 0.2190408547 0.1573685405 0.1368111025
113.0000000000 0.1774480394 0.1979540237 0.2184600079 0.1569420552 0.1364360709
114.0000000000 0.1763088332 0.1967670137 0.2172251943 0.1558506526 0.1353924720
115.0000000000 0.1745196375 0.1949310868 0.2153425361 0.1541081882 0.1336967389
116.0000000000 0.1721061702 0.1924685296 0.2128308889 0.1517438108 0.1313814515
117.0000000000 0.1691067154 0.1894134360 0.2097201566 0.1487999948 0.1284932742
118.0000000000 0.1655703885 0.1858100992 0.2060498099 0.1453306777 0.1250909670
119.0000000000 0.1615555130 0.1817116614 0.2018678098 0.1413993646 0.1212432162
120.0000000000 0.1571280550 0.1771788469 0.1972296387 0.1370772632 0.1170264714
121.0000000000 0.1523601397 0.1722788850 0.1921976304 0.1324413943 0.1125226490
122.0000000000 0.1473285596 0.1670843616 0.1868401635 0.1275727577 0.1078169557
123.0000000000 0.1421133013 0.1616721826 0.1812310638 0.1225544201 0.1029955388
124.0000000000 0.1367960636 0.1561224898 0.1754489160 0.1174696374 0.0981432113
125.0000000000 0.1314587567 0.1505175188 0.1695762809 0.1123999946 0.0933412325
126.0000000000 0.1261820219 0.1449404758 0.1636989298 0.1074235679 0.0886651139
127.0000000000 0.1210437810 0.1394743620 0.1579049431 0.1026131999 0.0841826188
128.0000000000 0.1161178101 0.1342007657 0.1522837213 0.0980348545 0.0799518989
129.0000000000 0.1114724394 0.1291986437 0.1469248480 0.0937462351 0.0760200308
130.0000000000 0.1071693101 0.1245429942 0.1419166782 0.0897956261 0.0724219420
131.0000000000 0.1032623117 0.1203035005 0.1373446894 0.0862211228 0.0691799340
132.0000000000 0.0997966713 0.1165430331 0.1332893950 0.0830503094 0.0663039476
133.0000000000 0.0968081855 0.1133159162 0.1298236468 0.0803004549 0.0637927243
134.0000000000 0.0943226947 0.1106661170 0.1270095393 0.0779792723 0.0616358500
135.0000000000 0.0923557281 0.1086253361 0.1248949441 0.0760861201 0.0598165121
136.0000000000 0.0909123499 0.1072112030 0.1235100560 0.0746134969 0.0583146438
137.0000000000 0.0899872293 0.1064259839 0.1228647385 0.0735484747 0.0571097201
138.0000000000 0.0895648939 0.1062559696 0.1229470453 0.0728738182 0.0561827425
139.0000000000 0.0896201657 0.1066718044 0.1237234430 0.0725685271 0.0555168884
140.0000000000 0.0901188017 0.1076297488 0.1251406959 0.0726078546 0.0550969076
141.0000000000 0.0910182648 0.1090735741 0.1271288834 0.0729629554 0.0549076461
142.0000000000 0.0922686691 0.1109368778 0.1296050865 0.0736004604 0.0549322517
143.0000000000 0.0938138449 0.1131454665 0.1324770881 0.0744822232 0.0551506016
144.0000000000 0.0955925088 0.1156195819 0.1356466549 0.0755654358 0.0555383627
145.0000000000 0.0975395334 0.1182759467 0.1390123600 0.0768031200 0.0560667067
146.0000000000 0.0995872625 0.1210295689 0.1424718753 0.0781449562 0.0567026498
147.0000000000 0.1016668910 0.1237953724 0.1459238538 0.0795384095 0.0574099281
148.0000000000 0.1037098326 0.1264896765 0.1492695204 0.0809299887 0.0581501448
149.0000000000 0.1056490948 0.1290316107 0.1524141265 0.0822665790 0.0588840632
150.0000000000 0.1074205991 0.1313444490 0.1552682988 0.0834967493 0.0595728994
151.0000000000 0.1089644560 0.1333569614 0.1577494669 0.0845719506 0.0601794452
152.0000000000 0.1102261241 0.1350046483 0.1597831726 0.0854475998 0.0606690755
153.0000000000 0.1111574946 0.1362310725 0.1613046505 0.0860839166 0.0610103386
154.0000000000 0.1117177903 0.1369889978 0.1622602054 0.0864465827 0.0611753752
155.0000000000 0.1118743771 0.1372416251 0.1626088731 0.0865071291 0.0611398810
156.0000000000 0.1116033432 0.1369635794 0.1623238156 0.0862431070 0.0608828707
157.0000000000 0.1108899574 0.1361419207 0.1613938839 0.0856379942 0.0603860309
158.0000000000 0.1097288942 0.1347768811 0.1598248680 0.0846809073 0.0596329204
159.0000000000 0.1081243095 0.1328824809 0.1576406523 0.0833661381 0.0586079667
160.0000000000 0.1060897217 0.1304868497 0.1548839776 0.0816925938 0.0572954659
161.0000000000 0.1036476696 0.1276321375 0.1516166054 0.0796632017 0.0556787337
162.0000000000 0.1008292534 0.1243740196 0.1479187859 0.0772844871 0.0537397208
163.0000000000 0.0976734794 0.1207805214 0.1438875634 0.0745664375 0.0514593955
164.0000000000 0.0942264623 0.1169300091 0.1396335558 0.0715229156 0.0488193688
165.0000000000 0.0905405113 0.1129082502 0.1352759892 0.0681727723 0.0458050334
166.0000000000 0.0866730917 0.1088044527 0.1309358137 0.0645417307 0.0424103697
167.0000000000 0.0826857108 0.1047066153 0.1267275198 0.0606648063 0.0386439018
168.0000000000 0.0786427335 0.1006967395 0.1227507455 0.0565887275 0.0345347215
169.0000000000 0.0746101608 0.0968467709 0.1190833810 0.0523735508 0.0301369407
170.0000000000 0.0706543906 0.0932161023 0.1157778141 0.0480926789 0.0255309672
171.0000000000 0.0668409825 0.0898509783 0.1128609742 0.0438309867 0.0208209908
172.0000000000 0.0632334531 0.0867856566 0.1103378600 0.0396812496 0.0161290461
173.0000000000 0.0598921162 0.0840445889 0.1081970617 0.0357396434 0.0115871706
174.0000000000 0.0568729986 0.0816449403 0.1064168821 0.0321010569 0.0073291151
175.0000000000 0.0542268277 0.0795987510 0.1049706744 0.0288549043 0.0034829809
176.0000000000 0.0519981365 0.0779146277 0.1038311189 0.0260816453 0.0001651541
177.0000000000 0.0502244785 0.0765988316 0.1029731847 0.0238501255 -0.0025242276
178.0000000000 0.0489357600 0.0756558779 0.1023759958 0.0222156421 -0.0045044757
179.0000000000 0.0481537245 0.0750888797 0.1020240348 0.0212185694 -0.0057165858
180.0000000000 0.0478915703 0.0748996766 0.1019077829 0.0208834640 -0.0061246423
