# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
0.0000000000 61.7921553125 64.2335817415 66.6750081706 59.3507288835 56.9093024544
1.0000000000 61.5494585337 63.9823773832 66.4152962326 59.1165396842 56.6836208347
2.0000000000 60.8251916346 63.2327771370 65.6403626394 58.4176061322 56.0100206298
3.0000000000 59.6310947837 61.9970867658 64.3630787479 57.2651028015 54.8991108194
4.0000000000 57.9875343269 60.2965982966 62.6056622662 55.6784703573 53.3694063876
5.0000000000 55.9244112981 58.1624822116 60.4005531252 53.6863403845 51.4482694710
6.0000000000 53.4818873558 55.6364775689 57.7910677820 51.3272971427 49.1727069295
7.0000000000 50.7105377644 52.7710034846 54.8314692047 48.6500720443 46.5896063241
8.0000000000 47.6705797115 49.6283262632 51.5860728149 45.7128331598 43.7550866082
9.0000000000 44.4299778365 46.2785929290 48.1272080214 42.5813627441 40.7327476517
10.0000000000 41.0614342308 42.7967264451 44.5320186594 39.3261420164 37.5908498021
11.0000000000 37.6385241827 39.2584630542 40.8784019257 36.0185853112 34.3986464397
12.0000000000 34.2314442308 35.7359866953 37.2405291599 32.7269017662 31.2223593016
13.0000000000 30.9029842308 32.2938037361 33.6846232415 29.5121647254 28.1213452200
14.0000000000 27.7053542548 28.9854882595 30.2656222642 26.4252202501 25.1450862454
15.0000000000 24.6783651923 25.8518257488 27.0252863052 23.5049046358 22.3314440794
16.0000000000 21.8492273558 22.9206296386 23.9920319214 20.7778250730 19.7064227901
17.0000000000 19.2338808894 20.2081426419 21.1824043943 18.2596191370 17.2853573845
18.0000000000 16.8394732692 17.7216303387 18.6037874081 15.9573161998 15.0751591304
19.0000000000 14.6673420913 15.4625006705 16.2576592496 13.8721835122 13.0770249331
20.0000000000 12.7157937260 13.4291991805 14.1426046351 12.0023882714 11.2889828168
21.0000000000 10.9820777356 11.6192593183 12.2564409011 10.3448961528 9.7077145701
22.0000000000 9.4632106130 10.0301346454 10.5970586779 8.8962865805 8.3293625481
23.0000000000 8.1556732067 8.6588386645 9.1620041223 7.6525077490 7.1493422912
24.0000000000 7.0542882284 7.5007086610 7.9471290936 6.6078677957 6.1614473631
