# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
25.0000000000 6.1508096058 6.5478503411 6.9448910765 5.7537688704 5.3567281350
26.0000000000 5.4327531394 5.7878291686 6.1429051978 5.0776771102 4.7226010810
27.0000000000 4.8828716370 5.2030558946 5.5232401522 4.5626873794 4.2425031218
28.0000000000 4.4794496947 4.7710822225 5.0627147504 4.1878171669 3.8961846391
29.0000000000 4.1973642236 4.4657680029 4.7341717823 3.9289604442 3.6605566648
30.0000000000 4.0096956683 4.2590743773 4.5084530863 3.7603169592 3.5109382502
31.0000000000 3.8896010288 4.1231277480 4.3566544672 3.6560743097 3.4225475905
32.0000000000 3.8121615553 4.0322029982 4.2522444411 3.5921201124 3.3720786695
33.0000000000 3.7559589976 3.9643491757 4.1727393539 3.5475688195 3.3391786413
34.0000000000 3.7041843510 3.9024713772 4.1007584034 3.5058973247 3.3076102985
35.0000000000 3.6451447668 3.8347626742 4.0243805816 3.4555268594 3.2659089521
36.0000000000 3.5721119808 3.7544617943 3.9368116078 3.3897621673 3.2074123537
37.0000000000 3.4825639135 3.6590128937 3.8354618740 3.3061149332 3.1296659529
38.0000000000 3.3769937452 3.5488165915 3.7206394379 3.2051708988 3.0333480525
39.0000000000 3.2575601442 3.4258519296 3.5941437150 3.0892683588 2.9209765735
40.0000000000 3.1268847428 3.2924731161 3.4580614894 2.9612963695 2.7957079961
41.0000000000 2.9872437524 3.1506240891 3.3140044259 2.8238634157 2.6604830789
42.0000000000 2.8402625697 3.0015710416 3.1628795134 2.6789540979 2.5176456260
43.0000000000 2.6870594880 2.8460922616 3.0051250352 2.5280267144 2.3689939408
44.0000000000 2.5286536514 2.6849302311 2.8412068108 2.3723770718 2.2161004921
45.0000000000 2.3664070962 2.5192676673 2.6721282384 2.2135465250 2.0606859539
46.0000000000 2.2023119904 2.3510303102 2.4997486299 2.0535936706 1.9048753508
47.0000000000 2.0390336731 2.1829259652 2.3268182573 1.8951413810 1.7512490888
48.0000000000 1.8797272716 2.0182394574 2.1567516432 1.7412150859 1.6027029001
49.0000000000 1.7277149471 1.8604772034 1.9932394597 1.5949526908 1.4621904346
50.0000000000 1.5861272524 1.7129733665 1.8398194805 1.4592811383 1.3324350243
51.0000000000 1.4575854639 1.5785413940 1.6994973242 1.3366295338 1.2156736037
52.0000000000 1.3439631923 1.4592133755 1.5744635587 1.2287130091 1.1134628259
53.0000000000 1.2462360163 1.3560779496 1.4659198828 1.1363940831 1.0265521499
54.0000000000 1.1644206012 1.2692172771 1.3740139530 1.0596239253 0.9548272494
55.0000000000 1.0976108450 1.1977490905 1.2978873361 0.9974725994 0.8973343538
56.0000000000 1.0441177188 1.1399787171 1.2358397155 0.9482567204 0.8523957220
57.0000000000 1.0017104625 1.0936554306 1.1856003988 0.9097654944 0.8178205262
58.0000000000 0.9679282512 1.0562988004 1.1446693497 0.8795577020 0.7911871527
59.0000000000 0.9404078060 1.0255361285 1.1106644511 0.8552794835 0.7701511609
60.0000000000 0.9171588692 0.9993806492 1.0816024291 0.8349370893 0.7527153094
61.0000000000 0.8967313550 0.9763945542 1.0560577534 0.8170681559 0.7374049567
62.0000000000 0.8782483558 0.9557135755 1.0331787953 0.8007831360 0.7233179163
63.0000000000 0.8613178106 0.9369502354 1.0125826603 0.7856853857 0.7100529609
64.0000000000 0.8458660752 0.9200223667 0.9941786582 0.7717097838 0.6975534923
65.0000000000 0.8319486450 0.9049630834 0.9779775218 0.7589342065 0.6859197681
66.0000000000 0.8195865464 0.8917600137 0.9639334810 0.7474130791 0.6752396117
67.0000000000 0.8086563469 0.8802490072 0.9518416675 0.7370636866 0.6654710263
68.0000000000 0.7988404127 0.8700674794 0.9412945461 0.7276133461 0.6563862794
69.0000000000 0.7896281312 0.8606569690 0.9316858068 0.7185992935 0.6475704557
70.0000000000 0.7803531901 0.8513006078 0.9222480255 0.7094057725 0.6384583548
71.0000000000 0.7702540738 0.8411836640 0.9121132542 0.6993244836 0.6283948934
72.0000000000 0.7585487062 0.8294687069 0.9003887076 0.6876287056 0.6167087049
73.0000000000 0.7445170615 0.8153797444 0.8862424274 0.6736543786 0.6027916957
74.0000000000 0.7275839373 0.7982874441 0.8689909510 0.6568804304 0.5861769235
75.0000000000 0.7073913082 0.7777845358 0.8481777634 0.6369980806 0.5666048529
76.0000000000 0.6838473630 0.7537380291 0.8236286952 0.6139566969 0.5440660308
77.0000000000 0.6571414014 0.7263068915 0.7954723815 0.5879759114 0.5188104214
78.0000000000 0.6277196550 0.6959197325 0.7641198099 0.5595195776 0.4913195002
79.0000000000 0.5962257522 0.6632158965 0.7302060409 0.5292356078 0.4622454634
80.0000000000 0.5634177791 0.6289617083 0.6945056375 0.4978738499 0.4323299207
81.0000000000 0.5300784012 0.5939586278 0.6578388544 0.4661981746 0.4023179480
82.0000000000 0.4969346726 0.5589602668 0.6209858609 0.4349090784 0.3728834843
83.0000000000 0.4645997820 0.5246110775 0.5846223731 0.4045884864 0.3445771908
84.0000000000 0.4335420950 0.4914125931 0.5492830912 0.3756715968 0.3178010987
85.0000000000 0.4040802615 0.4597163235 0.5153523855 0.3484441996 0.2928081376
86.0000000000 0.3763982803 0.4297373387 0.4830763971 0.3230592219 0.2697201635
87.0000000000 0.3505723293 0.4015803407 0.4525883520 0.2995643180 0.2485563066
88.0000000000 0.3266017990 0.3752704023 0.4239390056 0.2779331958 0.2292645925
89.0000000000 0.3044389084 0.3507826617 0.3971264149 0.2580951552 0.2117514019
90.0000000000 0.2840137168 0.3280675843 0.3721214518 0.2399598493 0.1959059819
91.0000000000 0.2652533344 0.3070705013 0.3488876683 0.2234361674 0.1816190004
92.0000000000 0.2480950930 0.2877451510 0.3273952091 0.2084450350 0.1687949770
93.0000000000 0.2324938750 0.2700613309 0.3076287869 0.1949264191 0.1573589631
94.0000000000 0.2184239505 0.2540070083 0.2895900661 0.1828408927 0.1472578348
95.0000000000 0.2058756036 0.2395849505 0.2732942975 0.1721662567 0.1384569097
96.0000000000 0.1948474704 0.2268048846 0.2587622988 0.1628900563 0.1309326421
97.0000000000 0.1853358310 0.2156723633 0.2460088956 0.1549992987 0.1246627664
98.0000000000 0.1773228595 0.2061764263 0.2350299932 0.1484692926 0.1196157258
99.0000000000 0.1707659804 0.1982784398 0.2257908992 0.1432535210 0.1157410616
100.0000000000 0.1655903787 0.1919043649 0.2182183511 0.1392763925 0.1129624064
101.0000000000 0.1616860870 0.1869419671 0.2121978472 0.1364302068 0.1111743267
102.0000000000 0.1589102199 0.1832436758 0.2075771316 0.1345767641 0.1102433083
103.0000000000 0.1570938305 0.1806343614 0.2041748922 0.1335532996 0.1100127687
104.0000000000 0.1560521947 0.1789226675 0.2017931402 0.1331817220 0.1103112492
105.0000000000 0.1555967737 0.1779138263 0.2002308790 0.1332797210 0.1109626684
106.0000000000 0.1555469765 0.1774219145 0.1992968525 0.1336720385 0.1117971005
107.0000000000 0.1557401949 0.1772799062 0.1988196175 0.1342004835 0.1126607722
108.0000000000 0.1560390771 0.1773465722 0.1986540673 0.1347315820 0.1134240869
109.0000000000 0.1563355039 0.1775098114 0.1986841189 0.1351611964 0.1139868889
110.0000000000 0.1565514407 0.1776868415 0.1988222422 0.1354160399 0.1142806392
111.0000000000 0.1566371243 0.1778219090 0.1990066938 0.1354523395 0.1142675548
112.0000000000 0.1565673346 0.1778822766 0.1991972186 0.1352523926 0.1139374506
113.0000000000 0.1563366106 0.1778535469 0.1993704832 0.1348196743 0.1133027380
114.0000000000 0.1559540221 0.1777346336 0.1995152451 0.1341734106 0.1123927992
115.0000000000 0.1554382255 0.1775332287 0.1996282320 0.1333432222 0.1112482190
116.0000000000 0.1548131046 0.1772618060 0.1997105074 0.1323644031 0.1099157017
117.0000000000 0.1541041921 0.1769343807 0.1997645693 0.1312740035 0.1084438149
118.0000000000 0.1533360514 0.1765641171 0.1997921828 0.1301079858 0.1068799201
119.0000000000 0.1525304918 0.1761617389 0.1997929860 0.1288992447 0.1052679976
120.0000000000 0.1517055686 0.1757346202 0.1997636717 0.1276765170 0.1036474655
121.0000000000 0.1508752763 0.1752866322 0.1996979880 0.1264639205 0.1020525647
122.0000000000 0.1500497196 0.1748184655 0.1995872114 0.1252809736 0.1005122277
123.0000000000 0.1492357311 0.1743284572 0.1994211833 0.1241430049 0.0990502788
124.0000000000 0.1484377292 0.1738137392 0.1991897491 0.1230617192 0.0976857092
125.0000000000 0.1476586744 0.1732715106 0.1988843468 0.1220458382 0.0964330020
126.0000000000 0.1469011234 0.1727004500 0.1984997766 0.1211017969 0.0953024703
127.0000000000 0.1461681172 0.1721019777 0.1980358382 0.1202342567 0.0943003962
128.0000000000 0.1454639489 0.1714813375 0.1974987261 0.1194465602 0.0934291716
129.0000000000 0.1447946958 0.1708483904 0.1969020850 0.1187410012 0.0926873065
130.0000000000 0.1441684361 0.1702179783 0.1962675205 0.1181188939 0.0920693517
131.0000000000 0.1435952282 0.1696098970 0.1956245659 0.1175805594 0.0915658906
132.0000000000 0.1430867762 0.1690483828 0.1950099894 0.1171251696 0.0911635630
133.0000000000 0.1426558288 0.1685610793 0.1944663297 0.1167505784 0.0908453280
134.0000000000 0.1423154037 0.1681776271 0.1940398504 0.1164531804 0.0905909571
135.0000000000 0.1420778435 0.1679278310 0.1937778185 0.1162278561 0.0903778686
136.0000000000 0.1419537872 0.1678395420 0.1937252967 0.1160680324 0.0901822776
137.0000000000 0.1419511352 0.1679364095 0.1939216837 0.1159658610 0.0899805867
138.0000000000 0.1420740771 0.1682356934 0.1943973096 0.1159124608 0.0897508446
139.0000000000 0.1423221943 0.1687462981 0.1951704019 0.1158980904 0.0894739866
140.0000000000 0.1426897667 0.1694672976 0.1962448285 0.1159122358 0.0891347049
141.0000000000 0.1431652413 0.1703870196 0.1976087979 0.1159434629 0.0887216846
142.0000000000 0.1437309663 0.1714828396 0.1992347130 0.1159790929 0.0882272196
143.0000000000 0.1443631230 0.1727215385 0.2010799539 0.1160047075 0.0876462920
144.0000000000 0.1450319474 0.1740602789 0.2030886105 0.1160036158 0.0869752843
145.0000000000 0.1457021814 0.1754479133 0.2051936452 0.1159564495 0.0862107177
146.0000000000 0.1463337157 0.1768265696 0.2073194235 0.1158408618 0.0853480079
147.0000000000 0.1468825275 0.1781334137 0.2093842999 0.1156316413 0.0843807551
148.0000000000 0.1473016945 0.1793024104 0.2113031263 0.1153009787 0.0833002628
149.0000000000 0.1475426200 0.1802661301 0.2129896402 0.1148191099 0.0820955998
150.0000000000 0.1475563491 0.1809575526 0.2143587562 0.1141551455 0.0807539419
151.0000000000 0.1472949370 0.1813118035 0.2153286701 0.1132780704 0.0792612039
152.0000000000 0.1467128598 0.1812678536 0.2158228474 0.1121578661 0.0776028723
153.0000000000 0.1457684094 0.1807701600 0.2157719106 0.1107666588 0.0757649081
154.0000000000 0.1444250098 0.1797702067 0.2151154037 0.1090798128 0.0737346158
155.0000000000 0.1426524770 0.1782279632 0.2138034494 0.1070769909 0.0715015047
156.0000000000 0.1404281143 0.1761131570 0.2117981996 0.1047430716 0.0690580289
157.0000000000 0.1377376839 0.1734064275 0.2090751712 0.1020689403 0.0664001966
158.0000000000 0.1345761377 0.1701002108 0.2056242839 0.0990520646 0.0635279915
159.0000000000 0.1309482019 0.1661994475 0.2014506930 0.0956969564 0.0604457109
160.0000000000 0.1268687034 0.1617220358 0.1965753681 0.0920153711 0.0571620387
161.0000000000 0.1223626372 0.1566989147 0.1910351922 0.0880263597 0.0536900822
162.0000000000 0.1174650457 0.1511739449 0.1848828440 0.0837561466 0.0500472475
163.0000000000 0.1122206221 0.1452034372 0.1781862524 0.0792378069 0.0462549918
164.0000000000 0.1066830946 0.1388553492 0.1710276038 0.0745108400 0.0423385854
165.0000000000 0.1009143787 0.1322081806 0.1635019825 0.0696205769 0.0383267750
166.0000000000 0.0949835477 0.1253495486 0.1557155494 0.0646175468 0.0342515460
167.0000000000 0.0889656030 0.1183744563 0.1477833095 0.0595567498 0.0301478965
168.0000000000 0.0829401120 0.1113833179 0.1398265238 0.0544969060 0.0260537001
169.0000000000 0.0769897099 0.1044797116 0.1319697134 0.0494997081 0.0220097063
170.0000000000 0.0711985196 0.0977679870 0.1243374545 0.0446290522 0.0180595847
171.0000000000 0.0656505160 0.0913507539 0.1170509918 0.0399502781 0.0142500402
172.0000000000 0.0604278769 0.0853264335 0.1102249901 0.0355293202 0.0106307636
173.0000000000 0.0556093507 0.0797869377 0.1039645248 0.0314317637 0.0072541767
174.0000000000 0.0512686819 0.0748156656 0.0983626493 0.0277216982 0.0041747146
175.0000000000 0.0474731218 0.0704859291 0.0934987365 0.0244603144 0.0014475071
176.0000000000 0.0442820776 0.0668599464 0.0894378152 0.0217042087 -0.0008736601
177.0000000000 0.0417458971 0.0639882807 0.0862306642 0.0195035136 -0.0027388700
178.0000000000 0.0399048507 0.0619098025 0.0839147542 0.0178998990 -0.0041050527
179.0000000000 0.0387883053 0.0606518960 0.0825154866 0.0169247147 -0.0049388759
180.0000000000 0.0384141241 0.0602308006 0.0820474771 0.0165974476 -0.0052192289
