# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
27.0000000000 18.9101399760 19.7848635520 20.6595871280 18.0354163999 17.1606928239
28.0000000000 18.0778268990 18.9334694078 19.7891119166 17.2221843902 16.3665418815
29.0000000000 17.2091416106 18.0436135710 18.8780855315 16.3746696501 15.5401976896
30.0000000000 16.3111934375 17.1224220737 17.9336507099 15.4999648013 14.6887361651
31.0000000000 15.3915533654 16.1775228714 16.9634923774 14.6055838594 13.8196143534
32.0000000000 14.4581192067 15.2169109328 15.9757026588 13.6993274807 12.9405357546
33.0000000000 13.5189587981 14.2487886938 14.9786185896 12.7891289023 12.0592990066
34.0000000000 12.5821344952 13.2813866754 13.9806388556 11.8828823150 11.1836301347
35.0000000000 11.6555260505 12.3227850574 12.9900440644 10.9882670435 10.3210080366
36.0000000000 10.7466558558 11.3807345031 12.0148131505 10.1125772084 9.4784985610
37.0000000000 9.8625342957 10.4624961209 11.0624579460 9.2625724705 8.6626106453
38.0000000000 9.0095252885 9.5747039824 10.1398826764 8.4443465945 7.8791679005
39.0000000000 8.1932448966 8.7232571644 9.2532694321 7.6632326289 7.1332203612
40.0000000000 7.4184894351 7.9132428927 8.4079963503 6.9237359775 6.4289825199
41.0000000000 6.6891941370 7.1488904500 7.6085867631 6.2294978240 5.7698015110
42.0000000000 6.0084182404 6.4335508625 6.8586834845 5.5832856183 5.1581529962
43.0000000000 5.3783518558 5.7696987467 6.1610456376 4.9870049649 4.5956580739
44.0000000000 4.8003397139 5.1589515302 5.5175633464 4.4417278977 4.0831160815
45.0000000000 4.2749176995 4.6021015459 4.9292853922 3.9477338532 3.6205500068
46.0000000000 3.8018594207 4.0991585169 4.3964576132 3.5045603244 3.2072612282
47.0000000000 3.3802302452 3.6493998250 3.9185694047 3.1110606654 2.8418910857
48.0000000000 3.0084499904 3.2514297361 3.4944094818 2.7654702447 2.5224904989
49.0000000000 2.6843613798 2.9032449168 3.1221284538 2.4654778428 2.2465943058
50.0000000000 2.4053057260 2.6023067024 2.7993076789 2.2083047495 2.0113037730
51.0000000000 2.1682041611 2.3456189991 2.5230338371 1.9907893230 1.8133744850
52.0000000000 1.9696424183 2.1298092257 2.2899760331 1.8094756108 1.6493088034
53.0000000000 1.8059588534 1.9512112597 2.0964636661 1.6607064470 1.5154540406
54.0000000000 1.6733322548 1.8059490442 1.9385658335 1.5407154655 1.4080986761
55.0000000000 1.5678689928 1.6900209301 1.8121728675 1.4457170554 1.3235651181
56.0000000000 1.4856864207 1.5993845289 1.7130826371 1.3719883125 1.2582902042
57.0000000000 1.4229916226 1.5300438054 1.6370959883 1.3159394398 1.2088872569
58.0000000000 1.3761523101 1.4781345241 1.5801167381 1.2741700961 1.1721878821
59.0000000000 1.3417592524 1.4400054536 1.5382516548 1.2435130512 1.1452668500
60.0000000000 1.3166768053 1.4122877409 1.5078986766 1.2210658696 1.1254549340
61.0000000000 1.2980816298 1.3919471008 1.4858125717 1.2042161588 1.1103506879
62.0000000000 1.2834880930 1.3763159698 1.4691438466 1.1906602163 1.0978323395
63.0000000000 1.2707610296 1.3631063398 1.4554516501 1.1784157193 1.0860704090
64.0000000000 1.2581165209 1.3504060648 1.4426956087 1.1658269770 1.0735374331
65.0000000000 1.2441128998 1.3366634664 1.4292140330 1.1515623331 1.0590117665
66.0000000000 1.2276334529 1.3206640491 1.4136946453 1.1346028567 1.0415722605
67.0000000000 1.2078639692 1.3015036435 1.3951433177 1.1142242950 1.0205846208
68.0000000000 1.1842664161 1.2785593725 1.3728523288 1.0899734597 0.9956805034
69.0000000000 1.1565509240 1.2514612944 1.3463716648 1.0616405537 0.9667301833
70.0000000000 1.1246476683 1.2200648919 1.3154821155 1.0292304447 0.9338132211
71.0000000000 1.0886788471 1.1844246311 1.2801704150 0.9929330632 0.8971872792
72.0000000000 1.0489312755 1.1447687217 1.2406061679 0.9530938293 0.8572563830
73.0000000000 1.0058295921 1.1014739588 1.1971183255 0.9101852253 0.8145408586
74.0000000000 0.9599095457 1.0550406696 1.1501717935 0.8647784218 0.7696472978
75.0000000000 0.9117911224 1.0060667773 1.1003424322 0.8175154674 0.7232398125
76.0000000000 0.8621515416 0.9552213501 1.0482911585 0.7690817331 0.6760119247
77.0000000000 0.8116982038 0.9032173455 0.9947364872 0.7201790622 0.6286599205
78.0000000000 0.7611423361 0.8507846457 0.9404269553 0.6715000264 0.5818577168
79.0000000000 0.7111740231 0.7986437847 0.8861135463 0.6237042615 0.5362344999
80.0000000000 0.6624398370 0.7474819177 0.8325239984 0.5773977563 0.4923556756
81.0000000000 0.6155238906 0.6979317973 0.7803397041 0.5331159839 0.4507080772
82.0000000000 0.5709331757 0.6505547545 0.7301763333 0.4913115969 0.4116900181
83.0000000000 0.5290875642 0.6058281548 0.6825687455 0.4523469735 0.3756063829
84.0000000000 0.4903145310 0.5641374871 0.6379604431 0.4164915749 0.3426686189
85.0000000000 0.4548482368 0.5257728418 0.5966974469 0.3839236317 0.3129990266
86.0000000000 0.4228323471 0.4909292524 0.5590261577 0.3547354418 0.2866385366
87.0000000000 0.3943257255 0.4597101282 0.5250945309 0.3289413228 0.2635569200
88.0000000000 0.3693101651 0.4321331595 0.4949561538 0.3064871708 0.2436641765
89.0000000000 0.3476992767 0.4081378372 0.4685763976 0.2872607162 0.2268221557
90.0000000000 0.3293479156 0.3875942668 0.4458406179 0.2711015645 0.2128552133
91.0000000000 0.3140616046 0.3703127014 0.4265637982 0.2578105078 0.2015594110
92.0000000000 0.3016057163 0.3560536679 0.4105016194 0.2471577648 0.1927098133
93.0000000000 0.2917142413 0.3445384410 0.3973626406 0.2388900417 0.1860658421
94.0000000000 0.2840981620 0.3354596383 0.3868211146 0.2327366857 0.1813752095
95.0000000000 0.2784535091 0.3284918157 0.3785301224 0.2284152025 0.1783768959
96.0000000000 0.2744691252 0.3233017200 0.3721343147 0.2256365305 0.1768039358
97.0000000000 0.2718342050 0.3195580866 0.3672819681 0.2241103235 0.1763864420
98.0000000000 0.2702455038 0.3169405494 0.3636355950 0.2235504583 0.1768554127
99.0000000000 0.2694142077 0.3151476960 0.3608811844 0.2236807193 0.1779472310
100.0000000000 0.2690721810 0.3139038205 0.3587354601 0.2242405415 0.1794089019
101.0000000000 0.2689774757 0.3129644457 0.3569514156 0.2249905058 0.1810035358
102.0000000000 0.2689188349 0.3121203505 0.3553218661 0.2257173192 0.1825158036
103.0000000000 0.2687190651 0.3112001150 0.3536811649 0.2262380153 0.1837569654
104.0000000000 0.2682371209 0.3100712244 0.3519053278 0.2264030175 0.1845689140
105.0000000000 0.2673688810 0.3086397262 0.3499105713 0.2260980359 0.1848271907
106.0000000000 0.2660466603 0.3068487182 0.3476507760 0.2252446025 0.1844425447
107.0000000000 0.2642375296 0.3046757559 0.3451139823 0.2237993032 0.1833610769
108.0000000000 0.2619406812 0.3021295519 0.3423184225 0.2217518106 0.1815629400
109.0000000000 0.2591839567 0.2992460341 0.3393081115 0.2191218794 0.1790598020
110.0000000000 0.2560198784 0.2960842122 0.3361485460 0.2159555446 0.1758912108
111.0000000000 0.2525212834 0.2927218287 0.3329223740 0.2123207381 0.1721201928
112.0000000000 0.2487768651 0.2892510647 0.3297252643 0.2083026656 0.1678284660
113.0000000000 0.2448867293 0.2857743091 0.3266618888 0.2039991496 0.1631115698
114.0000000000 0.2409581185 0.2824000918 0.3238420650 0.1995161453 0.1580741720
115.0000000000 0.2371014123 0.2792392064 0.3213770004 0.1949636182 0.1528258241
116.0000000000 0.2334264416 0.2764010418 0.3193756420 0.1904518414 0.1474772412
117.0000000000 0.2300391962 0.2739901843 0.3179411725 0.1860882080 0.1421372198
118.0000000000 0.2270388978 0.2721033190 0.3171677401 0.1819744767 0.1369100555
119.0000000000 0.2245155151 0.2708265028 0.3171374904 0.1782045275 0.1318935399
120.0000000000 0.2225476257 0.2702328074 0.3179179891 0.1748624440 0.1271772624
121.0000000000 0.2212007553 0.2703805055 0.3195602558 0.1720210050 0.1228412548
122.0000000000 0.2205260815 0.2713116599 0.3220972384 0.1697405031 0.1189549246
123.0000000000 0.2205595543 0.2730513193 0.3255430843 0.1680677893 0.1155760243
124.0000000000 0.2213214397 0.2756071592 0.3298928787 0.1670357201 0.1127500006
125.0000000000 0.2228162620 0.2789697111 0.3351231602 0.1666628129 0.1105093639
126.0000000000 0.2250331231 0.2831129880 0.3411928528 0.1669532582 0.1088733933
127.0000000000 0.2279464000 0.2879955764 0.3480447527 0.1678972236 0.1078480473
128.0000000000 0.2315167894 0.2935621068 0.3556074241 0.1694714721 0.1074261547
129.0000000000 0.2356926800 0.2997450450 0.3637974099 0.1716403151 0.1075879502
130.0000000000 0.2404116981 0.3064666679 0.3725216378 0.1743567282 0.1083017584
131.0000000000 0.2456025731 0.3136413058 0.3816800386 0.1775638403 0.1095251076
132.0000000000 0.2511870531 0.3211775905 0.3911681279 0.1811965158 0.1112059784
133.0000000000 0.2570819589 0.3289808019 0.4008796448 0.1851831159 0.1132842730
134.0000000000 0.2632012397 0.3369551465 0.4107090534 0.1894473328 0.1156934260
135.0000000000 0.2694579918 0.3450059405 0.4205538891 0.1939100432 0.1183620945
136.0000000000 0.2757663899 0.3530416363 0.4303168826 0.1984911435 0.1212158972
137.0000000000 0.2820435062 0.3609756814 0.4399078566 0.2031113311 0.1241791559
138.0000000000 0.2882108942 0.3687280828 0.4492452713 0.2076937057 0.1271765171
139.0000000000 0.2941960156 0.3762267658 0.4582575160 0.2121652654 0.1301345152
140.0000000000 0.2999334099 0.3834086220 0.4668838341 0.2164581977 0.1329829856
141.0000000000 0.3053656130 0.3902202797 0.4750749463 0.2205109463 0.1356562796
142.0000000000 0.3104438423 0.3966185871 0.4827933320 0.2242690975 0.1380943527
143.0000000000 0.3151284166 0.4025708242 0.4900132317 0.2276860090 0.1402436015
144.0000000000 0.3193889209 0.4080546339 0.4967203468 0.2307232080 0.1420574950
145.0000000000 0.3232041849 0.4130577666 0.5029113484 0.2333506031 0.1434970213
146.0000000000 0.3265620096 0.4175775412 0.5085930727 0.2355464780 0.1445309465
147.0000000000 0.3294587373 0.4216201832 0.5137816290 0.2372972914 0.1451358455
148.0000000000 0.3318986599 0.4251999813 0.5185013027 0.2385973384 0.1452960170
149.0000000000 0.3338932685 0.4283383139 0.5227833594 0.2394482231 0.1450031776
150.0000000000 0.3354604596 0.4310626181 0.5266647765 0.2398583011 0.1442561427
151.0000000000 0.3366236062 0.4334052549 0.5301869036 0.2398419576 0.1430603089
152.0000000000 0.3374106216 0.4354023860 0.5333941505 0.2394188572 0.1414270928
153.0000000000 0.3378529950 0.4370927899 0.5363325848 0.2386132000 0.1393734051
154.0000000000 0.3379848260 0.4385167521 0.5390486782 0.2374528998 0.1369209737
155.0000000000 0.3378419142 0.4397149663 0.5415880183 0.2359688621 0.1340958100
156.0000000000 0.3374608589 0.4407275019 0.5439941450 0.2341942159 0.1309275728
157.0000000000 0.3368782608 0.4415928628 0.5463074648 0.2321636588 0.1274490568
158.0000000000 0.3361299911 0.4423471464 0.5485643016 0.2299128359 0.1236956806
159.0000000000 0.3352505375 0.4430232893 0.5507960410 0.2274777857 0.1197050340
160.0000000000 0.3342724820 0.4436505185 0.5530285551 0.2248944454 0.1155164089
161.0000000000 0.3332260454 0.4442538216 0.5552815977 0.2221982693 0.1111704932
162.0000000000 0.3321387538 0.4448536551 0.5575685564 0.2194238526 0.1067089513
163.0000000000 0.3310352260 0.4454657889 0.5598963518 0.2166046630 0.1021741001
164.0000000000 0.3299370127 0.4461012107 0.5622654086 0.2137728148 0.0976086168
165.0000000000 0.3288625760 0.4467662703 0.5646699647 0.2109588816 0.0930551872
166.0000000000 0.3278273269 0.4474628980 0.5670984690 0.2081917559 0.0885561848
167.0000000000 0.3268437512 0.4481889294 0.5695341076 0.2054985730 0.0841533948
168.0000000000 0.3259215743 0.4489385672 0.5719555601 0.2029045814 0.0798875885
169.0000000000 0.3250680296 0.4497028818 0.5743377339 0.2004331774 0.0757983252
170.0000000000 0.3242881079 0.4504704049 0.5766527019 0.1981058109 0.0719235140
171.0000000000 0.3235848930 0.4512277771 0.5788706611 0.1959420090 0.0682991249
172.0000000000 0.3229598543 0.4519603560 0.5809608576 0.1939593527 0.0649588510
173.0000000000 0.3224132161 0.4526529187 0.5828926213 0.1921735135 0.0619338109
174.0000000000 0.3219442555 0.4532902649 0.5846362743 0.1905982461 0.0592522367
175.0000000000 0.3215516317 0.4538578509 0.5861640701 0.1892454125 0.0569391933
176.0000000000 0.3212336651 0.4543423264 0.5874509877 0.1881250039 0.0550163426
177.0000000000 0.3209886173 0.4547320619 0.5884755066 0.1872451727 0.0535017281
178.0000000000 0.3208148768 0.4550175318 0.5892201869 0.1866122218 0.0524095668
179.0000000000 0.3207111801 0.4551917046 0.5896722291 0.1862306555 0.0517501310
180.0000000000 0.3206767105 0.4552502481 0.5898237856 0.1861031729 0.0515296354
