# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
24.0000000000 14.8456680288 15.6686424024 16.4916167760 14.0226936553 13.1997192817
25.0000000000 13.4942119471 14.2760632275 15.0579145079 12.7123606667 11.9305093864
26.0000000000 12.1636807404 12.9021662736 13.6406518069 11.4251952071 10.6867096739
27.0000000000 10.8716115529 11.5648134232 12.2580152935 10.1784096826 9.4852078123
28.0000000000 9.6342052404 10.2806130396 10.9270208388 8.9877974412 8.3413896419
29.0000000000 8.4658230096 9.0644004273 9.6629778449 7.8672455920 7.2686681743
30.0000000000 7.3785827812 7.9288158807 8.4790489802 6.8283496818 6.2781165823
31.0000000000 6.3820727957 6.8840008161 7.3859288366 5.8801447752 5.3782167547
32.0000000000 5.4831805120 5.9374074985 6.3916344850 5.0289535255 4.5747265391
33.0000000000 4.6860381563 5.0937261834 5.5014142105 4.2783501291 3.8706621020
34.0000000000 3.9920769784 4.3549230347 4.7177690909 3.6292309221 3.2663848658
35.0000000000 3.4001789736 3.7203777503 4.0405765271 3.0799801968 2.7597814200
36.0000000000 2.9069106058 3.1871063413 3.4673020769 2.6267148702 2.3465191346
37.0000000000 2.5068211394 2.7500526787 2.9932842180 2.2635896001 2.0203580608
38.0000000000 2.1927860817 2.4024286510 2.6120712202 1.9831435125 1.7735009432
39.0000000000 1.9563772356 2.1360854127 2.3157935898 1.7766690585 1.5969608814
40.0000000000 1.7882416082 1.9418945355 2.0955474629 1.6345886808 1.4809357535
41.0000000000 1.6784723486 1.8101187089 1.9417650693 1.5468259882 1.4151796279
42.0000000000 1.6169597548 1.7307502864 1.8445408181 1.5031692232 1.3893786916
43.0000000000 1.5937100505 1.6937946318 1.7938792132 1.4936254691 1.3935408878
44.0000000000 1.5991260938 1.6894907175 1.7798553412 1.5087614700 1.4183968463
45.0000000000 1.6242430649 1.7084922903 1.7927415156 1.5399938396 1.4557446142
46.0000000000 1.6609180793 1.7420640993 1.8232101192 1.5797720594 1.4986260394
47.0000000000 1.7019723245 1.7823196180 1.8626669115 1.6216250310 1.5412777375
48.0000000000 1.7412868365 1.8224491821 1.9036115276 1.6601244910 1.5789621455
49.0000000000 1.7738548389 1.8568644312 1.9398740234 1.6908452467 1.6078356545
50.0000000000 1.7957938846 1.8812348194 1.9666757543 1.7103529498 1.6249120150
51.0000000000 1.8043219303 1.8924439235 1.9805659167 1.7161999371 1.6280779439
52.0000000000 1.7977021635 1.8885011782 1.9793001929 1.7069031488 1.6161041340
53.0000000000 1.7751621250 1.8684338730 1.9617056211 1.6818903770 1.5886186289
54.0000000000 1.7367916418 1.8321678283 1.9275440148 1.6414154553 1.5460392688
55.0000000000 1.6834254255 1.7804024641 1.8773795027 1.5864483869 1.4894713483
56.0000000000 1.6165154543 1.7144812974 1.8124471405 1.5185496113 1.4205837682
57.0000000000 1.5379982692 1.6362604046 1.7345225400 1.4397361339 1.3414739985
58.0000000000 1.4501620024 1.5479774627 1.6457929229 1.3523465422 1.2545310819
59.0000000000 1.3555177644 1.4521248854 1.5487320064 1.2589106435 1.1623035225
60.0000000000 1.2566788375 1.3513295776 1.4459803177 1.1620280974 1.0673773573
61.0000000000 1.1562516329 1.2482434390 1.3402352451 1.0642598269 0.9722680208
62.0000000000 1.0567400204 1.1454460429 1.2341520653 0.9680339980 0.8793279755
63.0000000000 0.9604649541 1.0453619453 1.1302589366 0.8755679628 0.7906709716
64.0000000000 0.8695006875 0.9501935503 1.0308864131 0.7888078247 0.7081149619
65.0000000000 0.7856266796 0.8618695019 0.9381123242 0.7093838573 0.6331410349
66.0000000000 0.7102952353 0.7820077309 0.8537202265 0.6385827398 0.5668702442
67.0000000000 0.6446135392 0.7118922123 0.7791708854 0.5773348661 0.5100561929
68.0000000000 0.5893386553 0.6524606577 0.7155826601 0.5262166529 0.4630946505
69.0000000000 0.5448839822 0.6043008951 0.6637178080 0.4854670693 0.4260501564
70.0000000000 0.5113354019 0.5676532313 0.6239710608 0.4550175725 0.3986997431
71.0000000000 0.4884755911 0.5424181163 0.5963606414 0.4345330659 0.3805905408
72.0000000000 0.4758148776 0.5281710187 0.5805271598 0.4234587366 0.3711025955
73.0000000000 0.4726271683 0.5241891958 0.5757512233 0.4210651407 0.3695031132
74.0000000000 0.4779895012 0.5294944914 0.5809994815 0.4264845110 0.3749795209
75.0000000000 0.4908238608 0.5429110456 0.5949982303 0.4387366761 0.3866494913
76.0000000000 0.5099398572 0.5631306248 0.6163213925 0.4567490896 0.4035583220
77.0000000000 0.5340770089 0.5887760836 0.6434751584 0.4793779341 0.4246788594
78.0000000000 0.5619453214 0.6184561040 0.6749668866 0.5054345388 0.4489237562
79.0000000000 0.5922631404 0.6508091557 0.7093551711 0.5337171250 0.4751711097
80.0000000000 0.6237912163 0.6845372232 0.7452832301 0.5630452095 0.5022992026
81.0000000000 0.6553623524 0.7184314485 0.7815005446 0.5922932563 0.5292241603
82.0000000000 0.6859060351 0.7513911877 0.8168763402 0.6204208825 0.5549357299
83.0000000000 0.7144678993 0.7824379763 0.8504080532 0.6464978223 0.5785277453
84.0000000000 0.7402239346 0.8107251324 0.8812263301 0.6697227369 0.5992215391
85.0000000000 0.7624897101 0.8355437725 0.9085978350 0.6894356477 0.6163815852
86.0000000000 0.7807249435 0.8563255172 0.9319260908 0.7051243698 0.6295237962
87.0000000000 0.7945338630 0.8726424107 0.9507509585 0.7164253152 0.6383167675
88.0000000000 0.8036619721 0.8842041039 0.9647462358 0.7231198403 0.6425777085
89.0000000000 0.8079897067 0.8908528807 0.9737160547 0.7251265327 0.6422633587
90.0000000000 0.8075234736 0.8925562024 0.9775889313 0.7224907447 0.6374580158
91.0000000000 0.8023847173 0.8893976631 0.9764106088 0.7153717716 0.6283588258
92.0000000000 0.7927972526 0.8815659224 0.9703345922 0.7040285829 0.6152599131
93.0000000000 0.7790734959 0.8693425212 0.9596115465 0.6888044706 0.5985354453
94.0000000000 0.7615998135 0.8530883724 0.9445769313 0.6701112546 0.5786226957
95.0000000000 0.7408214524 0.8332296067 0.9256377610 0.6484132981 0.5560051438
96.0000000000 0.7172273714 0.8102430072 0.9032586429 0.6242117356 0.5311960998
97.0000000000 0.6913352762 0.7846412499 0.8779472236 0.5980293025 0.5047233288
98.0000000000 0.6636772791 0.7569585562 0.8502398334 0.5703960019 0.4771147248
99.0000000000 0.6347863529 0.7277369190 0.8206874851 0.5418357868 0.4488852207
100.0000000000 0.6051839707 0.6975132601 0.7898425495 0.5128546813 0.4205253919
101.0000000000 0.5753691082 0.6668078476 0.7582465871 0.4839303687 0.3924916292
102.0000000000 0.5458087469 0.6361140472 0.7264193476 0.4555034465 0.3651981462
103.0000000000 0.5169300704 0.6058897248 0.6948493792 0.4279704160 0.3390107617
104.0000000000 0.4891143808 0.5765502650 0.6639861493 0.4016784965 0.3142426123
105.0000000000 0.4626926959 0.5484632494 0.6342338028 0.3769221425 0.2911515890
106.0000000000 0.4379430224 0.5219448143 0.6059466063 0.3539412304 0.2699394384
107.0000000000 0.4150891954 0.4972575124 0.5794258293 0.3329208785 0.2507525616
108.0000000000 0.3943010950 0.4746096202 0.5549181454 0.3139925697 0.2336840445
109.0000000000 0.3756961207 0.4541556586 0.5326151965 0.2972365828 0.2187770448
110.0000000000 0.3593417861 0.4359981161 0.5126544461 0.2826854560 0.2060291260
111.0000000000 0.3452591070 0.4201899715 0.4951208360 0.2703282425 0.1953973779
112.0000000000 0.3334267755 0.4067381361 0.4800494968 0.2601154148 0.1868040542
113.0000000000 0.3237857911 0.3956074535 0.4674291160 0.2519641287 0.1801424663
114.0000000000 0.3162445038 0.3867252778 0.4572060517 0.2457637299 0.1752829560
115.0000000000 0.3106838216 0.3799864792 0.4492891367 0.2413811641 0.1720785066
116.0000000000 0.3069624959 0.3752587128 0.4435549297 0.2386662790 0.1703700622
117.0000000000 0.3049223611 0.3723879894 0.4398536177 0.2374567327 0.1699911044
118.0000000000 0.3043933462 0.3712042243 0.4380151024 0.2375824680 0.1707715899
119.0000000000 0.3051982928 0.3715268301 0.4378553674 0.2388697555 0.1725412182
120.0000000000 0.3071573430 0.3731700163 0.4391826896 0.2411446697 0.1751319965
121.0000000000 0.3100919567 0.3759477948 0.4418036328 0.2442361187 0.1783802806
122.0000000000 0.3138284031 0.3796784164 0.4455284297 0.2479783898 0.1821283765
123.0000000000 0.3182007702 0.3841882296 0.4501756890 0.2522133108 0.1862258514
124.0000000000 0.3230534082 0.3893147842 0.4555761602 0.2567920322 0.1905306562
125.0000000000 0.3282428101 0.3949091668 0.4615755235 0.2615764534 0.1949100967
126.0000000000 0.3336389803 0.4008376111 0.4680362419 0.2664403495 0.1992417187
127.0000000000 0.3391262370 0.4069822446 0.4748382521 0.2712702295 0.2034142219
128.0000000000 0.3446035233 0.4132412245 0.4818789257 0.2759658221 0.2073281209
129.0000000000 0.3499842923 0.4195282091 0.4890721260 0.2804403755 0.2108964586
130.0000000000 0.3551959462 0.4257713009 0.4963466556 0.2846205914 0.2140452367
131.0000000000 0.3601789993 0.4319116059 0.5036442126 0.2884463926 0.2167137860
132.0000000000 0.3648859017 0.4379014696 0.5109170375 0.2918703338 0.2188547659
133.0000000000 0.3692797022 0.4437025579 0.5181254136 0.2948568464 0.2204339907
134.0000000000 0.3733325632 0.4492838952 0.5252352271 0.2973812313 0.2214298993
135.0000000000 0.3770241820 0.4546198561 0.5322155302 0.2994285079 0.2218328338
136.0000000000 0.3803402500 0.4596884049 0.5390365599 0.3009920951 0.2216439401
137.0000000000 0.3832709113 0.4644694087 0.5456679062 0.3020724139 0.2208739164
138.0000000000 0.3858093733 0.4689432451 0.5520771169 0.3026755015 0.2195416298
139.0000000000 0.3879505933 0.4730896206 0.5582286479 0.3028115660 0.2176725386
140.0000000000 0.3896902200 0.4768867311 0.5640832422 0.3024937088 0.2152971977
141.0000000000 0.3910236714 0.4803106304 0.5695975895 0.3017367123 0.2124497533
142.0000000000 0.3919454798 0.4833349236 0.5747243674 0.3005560360 0.2091665922
143.0000000000 0.3924488435 0.4859307200 0.5794125964 0.2989669670 0.2054850906
144.0000000000 0.3925254017 0.4880667924 0.5836081832 0.2969840109 0.2014426201
145.0000000000 0.3921652498 0.4897100357 0.5872548216 0.2946204638 0.1970756779
146.0000000000 0.3913571507 0.4908260572 0.5902949637 0.2918882442 0.1924193378
147.0000000000 0.3900889188 0.4913800088 0.5926710988 0.2887978287 0.1875067387
148.0000000000 0.3883480010 0.4913375228 0.5943270446 0.2853584791 0.1823689573
149.0000000000 0.3861221502 0.4906657959 0.5952094417 0.2815785045 0.1770348588
150.0000000000 0.3834002091 0.4893347245 0.5952692398 0.2774656938 0.1715311784
151.0000000000 0.3801730000 0.4873181523 0.5944633047 0.2730278477 0.1658826953
152.0000000000 0.3764341526 0.4845949980 0.5927558434 0.2682733073 0.1601124619
153.0000000000 0.3721810334 0.4811505004 0.5901199674 0.2632115664 0.1542420994
154.0000000000 0.3674155611 0.4769772804 0.5865389997 0.2578538417 0.1482921224
155.0000000000 0.3621450075 0.4720763834 0.5820077594 0.2522136315 0.1422822555
156.0000000000 0.3563826474 0.4664580986 0.5765335498 0.2463071962 0.1362317450
157.0000000000 0.3501483373 0.4601426651 0.5701369928 0.2401540095 0.1301596818
158.0000000000 0.3434689315 0.4531607885 0.5628526455 0.2337770745 0.1240852174
159.0000000000 0.3363785349 0.4455538916 0.5547292484 0.2272031781 0.1180278213
160.0000000000 0.3289185963 0.4373741739 0.5458297514 0.2204630188 0.1120074413
161.0000000000 0.3211378226 0.4286844039 0.5362309853 0.2135912412 0.1060446599
162.0000000000 0.3130919212 0.4195574767 0.5260230322 0.2066263657 0.1001608103
163.0000000000 0.3048431355 0.4100756957 0.5153082559 0.1996105753 0.0943780151
164.0000000000 0.2964596694 0.4003298735 0.5042000777 0.1925894652 0.0887192610
165.0000000000 0.2880148906 0.3904181451 0.4928213997 0.1856116360 0.0832083815
166.0000000000 0.2795864359 0.3804446054 0.4813027748 0.1787282665 0.0778700970
167.0000000000 0.2712551773 0.3705178052 0.4697804330 0.1719925494 0.0727299215
168.0000000000 0.2631040671 0.3607490322 0.4583939973 0.1654591020 0.0678141369
169.0000000000 0.2552169461 0.3512505745 0.4472842030 0.1591833176 0.0631496892
170.0000000000 0.2476772486 0.3421338737 0.4365904989 0.1532206234 0.0587639982
171.0000000000 0.2405667306 0.3335077085 0.4264486865 0.1476257527 0.0546847748
172.0000000000 0.2339641266 0.3254763486 0.4169885705 0.1424519047 0.0509396827
173.0000000000 0.2279439196 0.3181378859 0.4083318522 0.1377499532 0.0475559869
174.0000000000 0.2225750813 0.3115826087 0.4005901361 0.1335675538 0.0445600264
175.0000000000 0.2179199660 0.3058916178 0.3938632696 0.1299483142 0.0419766624
176.0000000000 0.2140332173 0.3011355392 0.3882378611 0.1269308954 0.0398285735
177.0000000000 0.2109608871 0.2973735271 0.3837861671 0.1245482471 0.0381356072
178.0000000000 0.2087396321 0.2946524073 0.3805651825 0.1228268570 0.0369140818
179.0000000000 0.2073960941 0.2930060616 0.3786160292 0.1217861265 0.0361761589
180.0000000000 0.2069464383 0.2924549911 0.3779635439 0.1214378855 0.0359293327
