# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
65.0000000000 1.6260282524 1.7956185105 1.9652087687 1.4564379943 1.2868477362
66.0000000000 1.4878748606 1.6496901815 1.8115055025 1.3260595396 1.1642442187
67.0000000000 1.3684406228 1.5227508306 1.6770610383 1.2141304151 1.0598202073
68.0000000000 1.2686074502 1.4159562531 1.5633050559 1.1212586474 0.9739098446
69.0000000000 1.1887292041 1.3299074967 1.4710857893 1.0475509115 0.9063726188
70.0000000000 1.1286611651 1.2646632096 1.4006652541 0.9926591207 0.8566570762
71.0000000000 1.0877957171 1.2197595654 1.3517234138 0.9558318687 0.8238680204
72.0000000000 1.0651023031 1.1942389754 1.3233756476 0.9359656309 0.8068289586
73.0000000000 1.0591737161 1.1866935296 1.3142133431 0.9316539026 0.8041340892
74.0000000000 1.0682784435 1.1953244733 1.3223705031 0.9412324137 0.8141863839
75.0000000000 1.0904206623 1.2180183602 1.3456160582 0.9628229643 0.8352252663
76.0000000000 1.1234074387 1.2524354466 1.3814634545 0.9943794308 0.8653514229
77.0000000000 1.1649212894 1.2961020920 1.4272828947 1.0337404868 0.9025596842
78.0000000000 1.2125961353 1.3465027746 1.4804094139 1.0786894960 0.9447828567
79.0000000000 1.2640921312 1.4011642489 1.5382363665 1.1270200136 0.9899478960
80.0000000000 1.3171659231 1.4577294119 1.5982929007 1.1766024343 1.0360389455
81.0000000000 1.3697321058 1.5140180192 1.6583039326 1.2254461924 1.0811602790
82.0000000000 1.4199125793 1.5680729131 1.7162332468 1.2717522456 1.1235919118
83.0000000000 1.4660725433 1.6181917389 1.7703109344 1.3139533477 1.1618341521
84.0000000000 1.5068420216 1.6629446850 1.8190473484 1.3507393583 1.1946366949
85.0000000000 1.5411242813 1.7011793241 1.8612343670 1.3810692384 1.2210141955
86.0000000000 1.5680931514 1.7320161638 1.8959391762 1.4041701391 1.2402471267
87.0000000000 1.5871816058 1.7548359277 1.9224902496 1.4195272839 1.2518729620
88.0000000000 1.5980647260 1.7692622649 1.9404598039 1.4268671870 1.2556696480
89.0000000000 1.6006398750 1.7751426004 1.9496453257 1.4261371496 1.2516344243
90.0000000000 1.5950055889 1.7725280315 1.9500504741 1.4174831463 1.2399607037
91.0000000000 1.5814405385 1.7616533768 1.9418662151 1.4012277001 1.2210148618
92.0000000000 1.5603842861 1.7429196025 1.9254549190 1.3778489696 1.1953136532
93.0000000000 1.5324178101 1.7168754379 1.9013330657 1.3479601823 1.1635025545
94.0000000000 1.4982449135 1.6842004718 1.8701560301 1.3122893552 1.1263337968
95.0000000000 1.4586732981 1.6456871267 1.8327009552 1.2716594695 1.0846456409
96.0000000000 1.4145939144 1.6022208633 1.7898478122 1.2269669655 1.0393400166
97.0000000000 1.3669597062 1.5547596510 1.7425595958 1.1791597615 0.9913598167
98.0000000000 1.3167620517 1.5043105107 1.6918589698 1.1292135926 0.9416651336
99.0000000000 1.2650063774 1.4519048474 1.6388033173 1.0781079074 0.8912094375
100.0000000000 1.2126870668 1.3985728176 1.5844585684 1.0268013160 0.8409155653
101.0000000000 1.1607629317 1.3453178014 1.5298726710 0.9762080621 0.7916531925
102.0000000000 1.1101341990 1.2930918375 1.4760494759 0.9271765606 0.7442189222
103.0000000000 1.0616221070 1.2427735511 1.4239249953 0.8804706628 0.6993192186
104.0000000000 1.0159520219 1.1951493120 1.3743466022 0.8367547317 0.6575574416
105.0000000000 0.9737406387 1.1508982588 1.3280558789 0.7965830186 0.6194253985
106.0000000000 0.9354876779 1.1105818864 1.2856760949 0.7603934694 0.5852992608
107.0000000000 0.9015721469 1.0746382619 1.2477043770 0.7285060318 0.5554399167
108.0000000000 0.8722525512 1.0433801614 1.2145077715 0.7011249410 0.5299973309
109.0000000000 0.8476709187 1.0169976033 1.1863242879 0.6783442342 0.5090175496
110.0000000000 0.8278598712 0.9955635377 1.1632672042 0.6601562046 0.4924525381
111.0000000000 0.8127518089 0.9790421192 1.1453324295 0.6464614986 0.4801711883
112.0000000000 0.8021898151 0.9672991133 1.1324084114 0.6370805170 0.4719712188
113.0000000000 0.7959395132 0.9601138097 1.1242881061 0.6317652168 0.4675909203
114.0000000000 0.7937013755 0.9571918002 1.1206822250 0.6302109507 0.4667205260
115.0000000000 0.7951229190 0.9581778997 1.1212328804 0.6320679383 0.4690129576
116.0000000000 0.7998108361 0.9626695376 1.1255282391 0.6369521346 0.4740934331
117.0000000000 0.8073425000 0.9702295872 1.1331166744 0.6444554128 0.4815683256
118.0000000000 0.8172769498 0.9803990176 1.1435210854 0.6541548819 0.4910328141
119.0000000000 0.8291651880 0.9927085777 1.1562519674 0.6656217983 0.5020784086
120.0000000000 0.8425598072 1.0066901681 1.1708205289 0.6784294464 0.5142990855
121.0000000000 0.8570237695 1.0218868190 1.1867498685 0.6921607200 0.5272976704
122.0000000000 0.8721384897 1.0378621669 1.2035858440 0.7064148125 0.5406911353
123.0000000000 0.8875109363 1.0542084233 1.2209059104 0.7208134493 0.5541159622
124.0000000000 0.9027797293 1.0705530521 1.2383263749 0.7350064065 0.5672330838
125.0000000000 0.9176204764 1.0865647627 1.2555090489 0.7486761902 0.5797319040
126.0000000000 0.9317496401 1.1019572660 1.2721648918 0.7615420143 0.5913343885
127.0000000000 0.9449275192 1.1164922478 1.2880569763 0.7733627907 0.6017980621
128.0000000000 0.9569599947 1.1299807198 1.3030014450 0.7839392696 0.6109185444
129.0000000000 0.9676988938 1.1422826742 1.3168664547 0.7931151133 0.6185313328
130.0000000000 0.9770416178 1.1533061486 1.3295706795 0.8007770869 0.6245125561
131.0000000000 0.9849292317 1.1630042660 1.3410793002 0.8068541975 0.6287791632
132.0000000000 0.9913439986 1.1713720249 1.3514000513 0.8113159722 0.6312879458
133.0000000000 0.9963057635 1.1784416134 1.3605774634 0.8141699135 0.6320340635
134.0000000000 0.9998680611 1.1842778476 1.3686876342 0.8154582745 0.6310484879
135.0000000000 1.0021133171 1.1889724087 1.3758315004 0.8152542254 0.6283951338
136.0000000000 1.0031480507 1.1926386397 1.3821292286 0.8136574618 0.6241668728
137.0000000000 1.0030979250 1.1954060544 1.3877141838 0.8107897956 0.6184816662
138.0000000000 1.0021025649 1.1974148680 1.3927271711 0.8067902618 0.6114779587
139.0000000000 1.0003109127 1.1988112591 1.3973116055 0.8018105664 0.6033102200
140.0000000000 0.9978765582 1.1997427806 1.4016090031 0.7960103357 0.5941441133
141.0000000000 0.9949536822 1.2003543884 1.4057550945 0.7895529761 0.5841522699
142.0000000000 0.9916933541 1.2007852025 1.4098770510 0.7826015056 0.5735096572
143.0000000000 0.9882404755 1.2011657529 1.4140910304 0.7753151980 0.5623899206
144.0000000000 0.9847309618 1.2016155133 1.4185000649 0.7678464102 0.5509618586
145.0000000000 0.9812898654 1.2022416145 1.4231933637 0.7603381162 0.5393863671
146.0000000000 0.9780296416 1.2031374444 1.4282452472 0.7529218388 0.5278140360
147.0000000000 0.9750492661 1.2043824178 1.4337155696 0.7457161144 0.5163829626
148.0000000000 0.9724334555 1.2060414851 1.4396495147 0.7388254260 0.5052173964
149.0000000000 0.9702524899 1.2081653537 1.4460782175 0.7323396261 0.4944267623
150.0000000000 0.9685623358 1.2107910736 1.4530198113 0.7263335981 0.4841048603
151.0000000000 0.9674049909 1.2139425143 1.4604800376 0.7208674675 0.4743299441
152.0000000000 0.9668091887 1.2176315612 1.4684539338 0.7159868162 0.4651644436
153.0000000000 0.9667910373 1.2218586769 1.4769263166 0.7117233976 0.4566557580
154.0000000000 0.9673550260 1.2266143039 1.4858735819 0.7080957480 0.4488364700
155.0000000000 0.9684948567 1.2318794025 1.4952639483 0.7051103110 0.4417257652
156.0000000000 0.9701946543 1.2376271666 1.5050596790 0.7027621420 0.4353296297
157.0000000000 0.9724297103 1.2438231813 1.5152166523 0.7010362394 0.4296427684
158.0000000000 0.9751676567 1.2504268332 1.5256860098 0.6999084802 0.4246493037
159.0000000000 0.9783693810 1.2573919310 1.5364144809 0.6993468311 0.4203242811
160.0000000000 0.9819898411 1.2646672990 1.5473447570 0.6993123832 0.4166349252
161.0000000000 0.9859790950 1.2721976178 1.5584161407 0.6997605721 0.4135420492
162.0000000000 0.9902829769 1.2799237857 1.5695645945 0.7006421681 0.4110013593
163.0000000000 0.9948439483 1.2877835129 1.5807230774 0.7019043838 0.4089648192
164.0000000000 0.9996017736 1.2957117689 1.5918217642 0.7034917782 0.4073817829
165.0000000000 1.0044944293 1.3036414643 1.6027884994 0.7053473943 0.4062003593
166.0000000000 1.0094585736 1.3115036624 1.6135487513 0.7074134847 0.4053683958
167.0000000000 1.0144303589 1.3192282290 1.6240260991 0.7096324888 0.4048346187
168.0000000000 1.0193462212 1.3267447354 1.6341432496 0.7119477069 0.4045491927
169.0000000000 1.0241433702 1.3339826439 1.6438219177 0.7143040964 0.4044648227
170.0000000000 1.0287606716 1.3408724728 1.6529842740 0.7166488705 0.4045370693
171.0000000000 1.0331392341 1.3473463654 1.6615534966 0.7189321029 0.4047249716
172.0000000000 1.0372232387 1.3533391709 1.6694551030 0.7211073065 0.4049913744
173.0000000000 1.0409603995 1.3587891125 1.6766178255 0.7231316865 0.4053029735
174.0000000000 1.0443028233 1.3636389000 1.6829749766 0.7249667467 0.4056306700
175.0000000000 1.0472075764 1.3678366619 1.6884657473 0.7265784910 0.4059494055
176.0000000000 1.0496372192 1.3713367168 1.6930362144 0.7279377216 0.4062382241
177.0000000000 1.0515603901 1.3741004968 1.6966406035 0.7290202835 0.4064801768
178.0000000000 1.0529522000 1.3760972029 1.6992422057 0.7298071971 0.4066621943
179.0000000000 1.0537945678 1.3773043030 1.7008140382 0.7302848326 0.4067750974
180.0000000000 1.0540765817 1.3777082105 1.7013398392 0.7304449530 0.4068133243
