# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
112.0000000000 0.1505905347 0.1729333467 0.1952761588 0.1282477226 0.1059049105
113.0000000000 0.1490142536 0.1715658289 0.1941174042 0.1264626782 0.1039111029
114.0000000000 0.1472541213 0.1700564826 0.1928588439 0.1244517600 0.1016493987
115.0000000000 0.1454173576 0.1684968440 0.1915763303 0.1223378713 0.0992583850
116.0000000000 0.1436138953 0.1669853704 0.1903568455 0.1202424203 0.0968709452
117.0000000000 0.1419481976 0.1656196417 0.1892910857 0.1182767536 0.0946053096
118.0000000000 0.1405139751 0.1644905942 0.1884672134 0.1165373559 0.0925607368
119.0000000000 0.1393909044 0.1636782319 0.1879655594 0.1151035769 0.0908162494
120.0000000000 0.1386424877 0.1632480737 0.1878536598 0.1140369017 0.0894313157
121.0000000000 0.1383144626 0.1632481205 0.1881817783 0.1133808048 0.0884471469
122.0000000000 0.1384334179 0.1637061873 0.1889789567 0.1131606484 0.0878878790
123.0000000000 0.1390058341 0.1646280401 0.1902502461 0.1133836281 0.0877614222
124.0000000000 0.1400176381 0.1659965043 0.1919753706 0.1140387718 0.0880599055
125.0000000000 0.1414347226 0.1677720479 0.1941093732 0.1150973974 0.0887600721
126.0000000000 0.1432045677 0.1698949165 0.1965852653 0.1165142189 0.0898238701
127.0000000000 0.1452590544 0.1722888043 0.1993185542 0.1182293046 0.0911995547
128.0000000000 0.1475183810 0.1748657690 0.2022131570 0.1201709931 0.0928236051
129.0000000000 0.1498957603 0.1775320572 0.2051683542 0.1222594633 0.0946231663
130.0000000000 0.1523024941 0.1801941434 0.2080857927 0.1244108448 0.0965191955
131.0000000000 0.1546530018 0.1827645551 0.2108761084 0.1265414484 0.0984298951
132.0000000000 0.1568693544 0.1851669477 0.2134645409 0.1285717612 0.1002741679
133.0000000000 0.1588849871 0.1873399655 0.2157949439 0.1304300087 0.1019750303
134.0000000000 0.1606472924 0.1892396790 0.2178320657 0.1320549057 0.1034625190
135.0000000000 0.1621190560 0.1908404664 0.2195618767 0.1333976457 0.1046762354
136.0000000000 0.1632786781 0.1921343726 0.2209900671 0.1344229836 0.1055672892
137.0000000000 0.1641193291 0.1931291378 0.2221389466 0.1351095203 0.1060997116
138.0000000000 0.1646471969 0.1938451559 0.2230431149 0.1354492379 0.1062512789
139.0000000000 0.1648790685 0.1943117870 0.2237445055 0.1354463500 0.1060136316
140.0000000000 0.1648394983 0.1945633282 0.2242871580 0.1351156685 0.1053918386
141.0000000000 0.1645578296 0.1946351873 0.2247125449 0.1344804720 0.1044031144
142.0000000000 0.1640652492 0.1945604209 0.2250555926 0.1335700775 0.1030749058
143.0000000000 0.1633920638 0.1943669313 0.2253417988 0.1324171963 0.1014423288
144.0000000000 0.1625654268 0.1940755087 0.2255855906 0.1310553448 0.0995452629
145.0000000000 0.1616074682 0.1936985755 0.2257896827 0.1295163610 0.0974252538
146.0000000000 0.1605340154 0.1932396876 0.2259453597 0.1278283433 0.0951226712
147.0000000000 0.1593538265 0.1926936249 0.2260334233 0.1260140281 0.0926742298
148.0000000000 0.1580683939 0.1920470075 0.2260256211 0.1240897803 0.0901111667
149.0000000000 0.1566721930 0.1912792484 0.2258863039 0.1220651375 0.0874580820
150.0000000000 0.1551533986 0.1903638571 0.2255743157 0.1199429401 0.0847324815
151.0000000000 0.1534949222 0.1892698978 0.2250448733 0.1177199467 0.0819449712
152.0000000000 0.1516757437 0.1879636702 0.2242515967 0.1153878172 0.0790998907
153.0000000000 0.1496724216 0.1864104483 0.2231484749 0.1129343949 0.0761963682
154.0000000000 0.1474606927 0.1845762416 0.2216917904 0.1103451438 0.0732295950
155.0000000000 0.1450171174 0.1824295819 0.2198420464 0.1076046529 0.0701921884
156.0000000000 0.1423206730 0.1799432071 0.2175657412 0.1046981389 0.0670756048
157.0000000000 0.1393542435 0.1770956314 0.2148370194 0.1016128555 0.0638714675
158.0000000000 0.1361059398 0.1738725397 0.2116391396 0.0983393399 0.0605727400
159.0000000000 0.1325702456 0.1702679734 0.2079657012 0.0948725177 0.0571747899
160.0000000000 0.1287488892 0.1662852370 0.2038215847 0.0912125415 0.0536761937
161.0000000000 0.1246515003 0.1619375465 0.1992235927 0.0873654542 0.0500794080
162.0000000000 0.1202959538 0.1572483266 0.1942006994 0.0833435810 0.0463912082
163.0000000000 0.1157084830 0.1522512389 0.1887939949 0.0791657270 0.0426229710
164.0000000000 0.1109234937 0.1469898486 0.1830562035 0.0748571388 0.0387907839
165.0000000000 0.1059831104 0.1415169703 0.1770508302 0.0704492505 0.0349153906
166.0000000000 0.1009365163 0.1358937488 0.1708509812 0.0659792839 0.0310220515
167.0000000000 0.0958390316 0.1301884099 0.1645377881 0.0614896534 0.0271402752
168.0000000000 0.0907510291 0.1244748274 0.1581986256 0.0570272309 0.0233034327
169.0000000000 0.0857366725 0.1188308375 0.1519250025 0.0526425075 0.0195483425
170.0000000000 0.0808625545 0.1133364924 0.1458104304 0.0483886165 0.0159146785
171.0000000000 0.0761962181 0.1080721479 0.1399480778 0.0443202882 0.0124443584
172.0000000000 0.0718046630 0.1031166240 0.1344285850 0.0404927020 0.0091807410
173.0000000000 0.0677528219 0.0985453755 0.1293379291 0.0369602682 0.0061677146
174.0000000000 0.0641020793 0.0944288038 0.1247555284 0.0337753547 0.0034486301
175.0000000000 0.0609088726 0.0908307747 0.1207526767 0.0309869706 0.0010650686
176.0000000000 0.0582233691 0.0878072827 0.1173911963 0.0286394554 -0.0009444582
177.0000000000 0.0560883200 0.0854054514 0.1147225827 0.0267711887 -0.0025459427
178.0000000000 0.0545380532 0.0836626765 0.1127872997 0.0254134300 -0.0037111933
179.0000000000 0.0535976816 0.0826060681 0.1116144546 0.0245892950 -0.0044190915
180.0000000000 0.0532825100 0.0822520330 0.1112215559 0.0243129871 -0.0046565358
