# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
145.0000000000 0.5159909303 0.6314025445 0.7468141586 0.4005793161 0.2851677020
146.0000000000 0.5161161058 0.6341082585 0.7521004112 0.3981239531 0.2801318004
147.0000000000 0.5156571125 0.6361692058 0.7566812992 0.3951450192 0.2746329258
148.0000000000 0.5146196062 0.6375697209 0.7605198356 0.3916694916 0.2687193769
149.0000000000 0.5130087291 0.6382943708 0.7635800125 0.3877230874 0.2624374457
150.0000000000 0.5108291692 0.6383283667 0.7658275641 0.3833299718 0.2558307744
151.0000000000 0.5080855611 0.6376582076 0.7672308542 0.3785129145 0.2489402679
152.0000000000 0.5047830293 0.6362726129 0.7677621965 0.3732934457 0.2418038621
153.0000000000 0.5009279168 0.6341634485 0.7673989802 0.3676923851 0.2344568534
154.0000000000 0.4965285976 0.6313268214 0.7661250453 0.3617303738 0.2269321499
155.0000000000 0.4915964058 0.6277642724 0.7639321390 0.3554285392 0.2192606726
156.0000000000 0.4861465034 0.6234837983 0.7608210932 0.3488092084 0.2114719135
157.0000000000 0.4801987772 0.6185009265 0.7568030759 0.3418966278 0.2035944784
158.0000000000 0.4737786175 0.6128396550 0.7519006925 0.3347175801 0.1956565426
159.0000000000 0.4669175971 0.6065331517 0.7461487064 0.3273020425 0.1876864879
160.0000000000 0.4596540135 0.5996243661 0.7395947187 0.3196836609 0.1797133082
161.0000000000 0.4520331950 0.5921662806 0.7322993663 0.3119001093 0.1717670236
162.0000000000 0.4441076933 0.5842219686 0.7243362440 0.3039934179 0.1638791426
163.0000000000 0.4359371901 0.5758644192 0.7157916482 0.2960099611 0.1560827321
164.0000000000 0.4275882257 0.5671759568 0.7067636879 0.2880004946 0.1484127636
165.0000000000 0.4191336743 0.5582474840 0.6973612938 0.2800198645 0.1409060548
166.0000000000 0.4106520138 0.5491773723 0.6877027309 0.2721266553 0.1336012967
167.0000000000 0.4022263993 0.5400701637 0.6779139281 0.2643826349 0.1265388705
168.0000000000 0.3939435380 0.5310350046 0.6681264712 0.2568520714 0.1197606048
169.0000000000 0.3858924020 0.5221839027 0.6584754034 0.2496009012 0.1133094005
170.0000000000 0.3781628316 0.5136298655 0.6490968995 0.2426957976 0.1072287636
171.0000000000 0.3708439891 0.5054848784 0.6401257678 0.2362030997 0.1015622103
172.0000000000 0.3640228263 0.4978579157 0.6316930051 0.2301877370 0.0963526476
173.0000000000 0.3577824875 0.4908529414 0.6239233953 0.2247120337 0.0916415798
174.0000000000 0.3522007172 0.4845668986 0.6169330800 0.2198345358 0.0874683544
175.0000000000 0.3473483911 0.4790879439 0.6108274968 0.2156088382 0.0838692854
176.0000000000 0.3432880982 0.4744937093 0.6056993203 0.2120824871 0.0808768761
177.0000000000 0.3400728959 0.4708498493 0.6016268026 0.2092959426 0.0785189892
178.0000000000 0.3377452335 0.4682087829 0.5986723324 0.2072816841 0.0768181346
179.0000000000 0.3363360672 0.4666086649 0.5968812625 0.2060634696 0.0757908720
180.0000000000 0.3358642371 0.4660726969 0.5962811567 0.2056557773 0.0754473176
