# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
96.0000000000 0.8458850274 0.9555393030 1.0651935786 0.7362307518 0.6265764762
97.0000000000 0.8257503351 0.9365629870 1.0473756389 0.7149376832 0.6041250313
98.0000000000 0.8031214221 0.9147201456 1.0263188691 0.6915226986 0.5799239752
99.0000000000 0.7783164570 0.8903157066 1.0023149561 0.6663172074 0.5543179578
100.0000000000 0.7517189457 0.8637293901 0.9757398345 0.6397085013 0.5276980569
101.0000000000 0.7237679486 0.8354066587 0.9470453688 0.6121292385 0.5004905284
102.0000000000 0.6949419894 0.8058425527 0.9167431159 0.5840414262 0.4731408629
103.0000000000 0.6657387829 0.7755608462 0.8853829095 0.5559167196 0.4460946563
104.0000000000 0.6366530786 0.7450906948 0.8535283111 0.5282154624 0.4197778461
105.0000000000 0.6081551651 0.7149435282 0.8217318913 0.5013668021 0.3945784390
106.0000000000 0.5806721139 0.6855923454 0.7905125768 0.4757518825 0.3708316511
107.0000000000 0.5545734425 0.6574553713 0.7603373000 0.4516915138 0.3488095851
108.0000000000 0.5301619358 0.6308849271 0.7316079184 0.4294389445 0.3287159532
109.0000000000 0.5076699502 0.6061619921 0.7046540339 0.4091779084 0.3106858665
110.0000000000 0.4872605060 0.5834958890 0.6797312720 0.3910251230 0.2947897400
111.0000000000 0.4690324543 0.5630284290 0.6570244036 0.3750364797 0.2810405051
112.0000000000 0.4530283438 0.5448411228 0.6366539018 0.3612155647 0.2694027857
113.0000000000 0.4392437889 0.5289642330 0.6186846772 0.3495233448 0.2598029007
114.0000000000 0.4276372216 0.5153864707 0.6031357198 0.3398879725 0.2521387235
115.0000000000 0.4181389216 0.5040640983 0.5899892750 0.3322137449 0.2462885682
116.0000000000 0.4106588178 0.4949289148 0.5791990118 0.3263887208 0.2421186238
117.0000000000 0.4050926687 0.4878945894 0.5706965101 0.3222907481 0.2394888274
118.0000000000 0.4013264575 0.4828612020 0.5643959466 0.3197917129 0.2382569683
119.0000000000 0.3992392714 0.4797182187 0.5601971660 0.3187603241 0.2382813768
120.0000000000 0.3987048995 0.4783462332 0.5579875669 0.3190635658 0.2394222321
121.0000000000 0.3995925639 0.4786178571 0.5576431502 0.3205672708 0.2415419777
122.0000000000 0.4017671986 0.4803982666 0.5590293345 0.3231361306 0.2445050626
123.0000000000 0.4050895964 0.4835457745 0.5620019527 0.3266334182 0.2481772401
124.0000000000 0.4094168120 0.4879127344 0.5664086568 0.3309208896 0.2524249672
125.0000000000 0.4146028601 0.4933468684 0.5720908767 0.3358588518 0.2571148435
126.0000000000 0.4204999445 0.4996931279 0.5788863113 0.3413067611 0.2621135777
127.0000000000 0.4269601228 0.5067959757 0.5866318285 0.3471242700 0.2672884172
128.0000000000 0.4338373255 0.5145018515 0.5951663775 0.3531727995 0.2725082735
129.0000000000 0.4409896043 0.5226617889 0.6043339734 0.3593174198 0.2776452353
130.0000000000 0.4482814779 0.5311338690 0.6139862601 0.3654290868 0.2825766957
131.0000000000 0.4555860736 0.5397852913 0.6239845090 0.3713868558 0.2871876381
132.0000000000 0.4627870950 0.5484941333 0.6342011717 0.3770800566 0.2913730182
133.0000000000 0.4697802971 0.5571504517 0.6445206064 0.3824101425 0.2950399879
134.0000000000 0.4764745303 0.5656569149 0.6548392996 0.3872921457 0.2981097610
135.0000000000 0.4827922284 0.5739288716 0.6650655149 0.3916555851 0.3005189419
136.0000000000 0.4886693498 0.5818938765 0.6751184032 0.3954448231 0.3022202964
137.0000000000 0.4940548435 0.5894908572 0.6849268709 0.3986188298 0.3031828161
138.0000000000 0.4989097118 0.5966689786 0.6944282454 0.4011504450 0.3033911781
139.0000000000 0.5032056678 0.6033861896 0.7035667115 0.4030251459 0.3028446241
140.0000000000 0.5069236587 0.6096077946 0.7122919306 0.4042395227 0.3015553867
141.0000000000 0.5100521940 0.6153048815 0.7205575691 0.4047995064 0.2995468189
142.0000000000 0.5125856974 0.6204528937 0.7283200901 0.4047185010 0.2968513046
143.0000000000 0.5145229058 0.6250303040 0.7355377023 0.4040155075 0.2935081093
144.0000000000 0.5158654627 0.6290175061 0.7421695495 0.4027134194 0.2895613760
145.0000000000 0.5166166750 0.6323959110 0.7481751470 0.4008374390 0.2850582030
146.0000000000 0.5167805736 0.6351473853 0.7535141970 0.3984137618 0.2800469501
147.0000000000 0.5163612322 0.6372538912 0.7581465503 0.3954685732 0.2745759141
148.0000000000 0.5153623712 0.6386974660 0.7620325609 0.3920272763 0.2686921814
149.0000000000 0.5137872642 0.6394604378 0.7651336114 0.3881140906 0.2624409170
150.0000000000 0.5116388971 0.6395259732 0.7674130492 0.3837518211 0.2558647450
151.0000000000 0.5089203435 0.6388787123 0.7688370810 0.3789619748 0.2490036060
152.0000000000 0.5056353596 0.6375056714 0.7693759833 0.3737650478 0.2418947360
153.0000000000 0.5017891238 0.6353973279 0.7690055320 0.3681809197 0.2345727156
154.0000000000 0.4973890702 0.6325486467 0.7677082232 0.3622294937 0.2270699172
155.0000000000 0.4924457834 0.6289602399 0.7654746965 0.3559313269 0.2194168704
156.0000000000 0.4869738969 0.6246394750 0.7623050532 0.3493083187 0.2116427406
157.0000000000 0.4809929837 0.6196015663 0.7582101490 0.3423844010 0.2037758183
158.0000000000 0.4745283281 0.6138703861 0.7532124440 0.3351862702 0.1958442122
159.0000000000 0.4676116135 0.6074793322 0.7473470509 0.3277438947 0.1878761760
160.0000000000 0.4602814313 0.6004717822 0.7406621332 0.3200910803 0.1799007293
161.0000000000 0.4525836406 0.5929014853 0.7332193301 0.3122657959 0.1719479512
162.0000000000 0.4445715065 0.5848325281 0.7250935497 0.3043104849 0.1640494633
163.0000000000 0.4363056337 0.5763391614 0.7163726891 0.2962721059 0.1562385782
164.0000000000 0.4278536623 0.5675052338 0.7071568053 0.2882020907 0.1485505192
165.0000000000 0.4192897510 0.5584234000 0.6975570491 0.2801561019 0.1410224528
166.0000000000 0.4106938212 0.5491939933 0.6876941654 0.2721936492 0.1336934771
167.0000000000 0.4021506248 0.5399237093 0.6776967938 0.2643775403 0.1266044558
168.0000000000 0.3937485717 0.5307239906 0.6676994095 0.2567731528 0.1197977339
169.0000000000 0.3855784417 0.5217092532 0.6578400647 0.2494476302 0.1133168187
170.0000000000 0.3777319274 0.5129949744 0.6482580214 0.2424688803 0.1072058333
171.0000000000 0.3703000818 0.5046956407 0.6390911996 0.2359045229 0.1015089640
172.0000000000 0.3633717372 0.4969227040 0.6304736709 0.2298207703 0.0962698035
173.0000000000 0.3570318318 0.4897824674 0.6225331030 0.2242811962 0.0915305607
174.0000000000 0.3513598457 0.4833741524 0.6153884591 0.2193455391 0.0873312324
175.0000000000 0.3464282392 0.4777879519 0.6091476646 0.2150685265 0.0837088138
176.0000000000 0.3423010144 0.4731033270 0.6039056396 0.2114987018 0.0806963892
177.0000000000 0.3390324437 0.4693874885 0.5997425333 0.2086773988 0.0783223540
178.0000000000 0.3366659387 0.4666940897 0.5967222408 0.2066377876 0.0766096366
179.0000000000 0.3352331803 0.4650622092 0.5948912381 0.2054041514 0.0755751226
180.0000000000 0.3347534372 0.4645155906 0.5942777441 0.2049912837 0.0752291303
