# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
0.0000000000 38.0036780048 39.6983128895 41.3929477741 36.3090431202 34.6144082355
1.0000000000 38.0042708173 39.6966135070 41.3889561967 36.3119281276 34.6195854379
2.0000000000 38.0059920192 39.6915700587 41.3771480983 36.3204139797 34.6348359402
3.0000000000 38.0086525000 39.6833200368 41.3579875736 36.3339849632 34.6593174264
4.0000000000 38.0118755048 39.6720090728 41.3321426408 36.3517419368 34.6916083688
5.0000000000 38.0150084615 39.6576690696 41.3003296776 36.3723478535 34.7296872455
6.0000000000 38.0170057452 39.6400579939 41.2631102426 36.3939534965 34.7709012477
7.0000000000 38.0162891827 39.6184666762 41.2206441697 36.4141116892 34.8119341957
8.0000000000 38.0106039663 39.5915191710 41.1724343757 36.4296887617 34.8487735570
9.0000000000 37.9968765625 39.5569716183 41.1170666742 36.4367815067 34.8766864508
10.0000000000 37.9711072596 39.5115503591 41.0519934585 36.4306641602 34.8902210607
11.0000000000 37.9282997837 39.4508348588 40.9733699339 36.4057647085 34.8832296334
12.0000000000 37.8624626923 39.3692244603 40.8759862282 36.3557009243 34.8489391564
13.0000000000 37.7666805048 39.2599914290 40.7533023533 36.2733695806 34.7800586563
14.0000000000 37.6332698558 39.1154368231 40.5976037903 36.1511028885 34.6689359212
15.0000000000 37.4540080769 38.9271337208 40.4002593646 35.9808824331 34.5077567893
16.0000000000 37.2204255529 38.6862465646 40.1520675764 35.7546045411 34.2887835294
17.0000000000 36.9241359856 38.3839020084 39.8436680311 35.4643699628 34.0046039400
18.0000000000 36.5571852404 38.0115759771 39.4659667138 35.1027945037 33.6484037670
19.0000000000 36.1123849760 37.5614676914 39.0105504069 34.6633022605 33.2142195450
20.0000000000 35.5836181010 37.0268423885 38.4700666761 34.1403938134 32.6971695259
21.0000000000 34.9660916346 36.4023116745 37.8385317144 33.5298715947 32.0936515548
22.0000000000 34.2565354808 35.6840544654 37.1115734500 32.8290164961 31.4014975115
23.0000000000 33.4533438221 34.8699735159 36.2866032097 32.0367141283 30.6200844346
24.0000000000 32.5566626923 33.9597909128 35.3629191332 31.1535344718 29.7504062514
25.0000000000 31.5684281490 32.9550905084 34.3417528678 30.1817657896 28.7951034302
26.0000000000 30.4923699760 31.8593239441 33.2262779123 29.1254160078 27.7584620396
27.0000000000 29.3339676923 30.6777645223 32.0215613523 27.9901708623 26.6463740323
28.0000000000 28.1003743029 29.4174307060 30.7344871092 26.7833178997 25.4662614966
29.0000000000 26.8002968990 28.0869646863 29.3736324735 25.5136291118 24.2269613246
30.0000000000 25.4438307212 26.6964658177 27.9491009142 24.1911956246 22.9385605281
31.0000000000 24.0422516827 25.2572805603 26.4723094379 22.8272228051 21.6121939275
32.0000000000 22.6077624760 23.7817479197 24.9557333634 21.4337770322 20.2597915885
33.0000000000 21.1532037740 22.2829072449 23.4126107157 20.0235003032 18.8937968324
34.0000000000 19.6917457452 20.7741884617 21.8566311781 18.6093030287 17.5268603122
