# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
35.0000000000 18.2365613942 19.2690787984 20.3015962027 17.2040439900 16.1715265858
36.0000000000 16.8005130529 17.7808054966 18.7610979403 15.8202206092 14.8399281655
37.0000000000 15.3958583654 16.3220345659 17.2482107665 14.4696821648 13.5435059643
38.0000000000 14.0339869471 14.9046005216 15.7752140961 13.1633733726 12.2927597982
39.0000000000 12.7252028125 13.5392800368 14.3533572611 11.9111255882 11.0970483639
40.0000000000 11.4785521370 12.2356104435 12.9926687500 10.7214938305 9.9644355240
41.0000000000 10.3016977284 11.0017572685 11.7018168086 9.6016381883 8.9015786482
42.0000000000 9.2008419519 9.8444260101 10.4880100683 8.5572578938 7.9136738356
43.0000000000 8.1806909207 8.7688193619 9.3569478031 7.5925624795 7.0044340383
44.0000000000 7.2444537837 7.7786279174 8.3128020512 6.7102796499 6.1761055161
45.0000000000 6.3938758149 6.8760553796 7.3582349443 5.9116962502 5.4295166855
46.0000000000 5.6292982212 6.0618717023 6.4944451835 5.1967247400 4.7641512588
47.0000000000 4.9497416514 5.3354900176 5.7212383839 4.5639932852 4.1782449190
48.0000000000 4.3530110697 4.6950662543 5.0371214388 4.0109558851 3.6689007006
49.0000000000 3.8358174712 4.1376156389 4.4394138066 3.5340193034 3.2322211357
50.0000000000 3.3939158918 3.6591458647 3.9243758375 3.1286859190 2.8634559461
51.0000000000 3.0222548534 3.2548004542 3.4873460551 2.7897092525 2.5571636516
52.0000000000 2.7151350433 2.9190091605 3.1228832777 2.5112609261 2.3073868089
53.0000000000 2.4663724976 2.6456390659 2.8249056343 2.2871059293 2.1078393609
54.0000000000 2.2694633101 2.4281425813 2.5868218525 2.1107840389 1.9521047677
55.0000000000 2.1177449639 2.2597006800 2.4016563960 1.9757892479 1.8338335318
56.0000000000 2.0045507788 2.1333655884 2.2621803979 1.8757359693 1.7469211598
57.0000000000 1.9233533293 2.0422119786 2.1610706279 1.8044946800 1.6856360307
58.0000000000 1.8678931226 1.9795007437 2.0911083647 1.7562855015 1.6446778805
59.0000000000 1.8322895601 1.9388482726 2.0454069851 1.7257308476 1.6191721351
60.0000000000 1.8111317548 1.9143777673 2.0176237798 1.7078857423 1.6046397298
61.0000000000 1.7995472981 1.9008305134 2.0021137286 1.6982640828 1.5969808675
62.0000000000 1.7932492668 1.8936254896 1.9940017124 1.6928730441 1.5924968213
63.0000000000 1.7885618341 1.8888724248 1.9891830154 1.6882512435 1.5879406529
64.0000000000 1.7824263125 1.8833522551 1.9842781977 1.6815003699 1.5805744273
65.0000000000 1.7723902716 1.8744783257 1.9765663797 1.6703022176 1.5682141636
66.0000000000 1.7565829808 1.8602506611 1.9639183413 1.6529153005 1.5492476202
67.0000000000 1.7336799207 1.8392083576 1.9447367946 1.6281514837 1.5226230468
68.0000000000 1.7028597957 1.8103842888 1.9179087819 1.5953353025 1.4878108094
69.0000000000 1.6637561538 1.7732600489 1.8827639439 1.5542522588 1.4447483638
70.0000000000 1.6164060601 1.7277222450 1.8390384299 1.5050898752 1.3937736903
71.0000000000 1.5611966538 1.6740169793 1.7868373047 1.4483763284 1.3355560030
72.0000000000 1.4988108870 1.6127028515 1.7265948160 1.3849189225 1.2710269580
73.0000000000 1.4301729038 1.5446020620 1.6590312201 1.3157437457 1.2013145876
74.0000000000 1.3563930144 1.4707486217 1.5851042291 1.2420374071 1.1276817998
75.0000000000 1.2787138882 1.3923368774 1.5059598666 1.1650908990 1.0514679098
76.0000000000 1.1984571368 1.3106682309 1.4228793249 1.0862460427 0.9740349486
77.0000000000 1.1169729575 1.2270999376 1.3372269177 1.0068459773 0.8967189972
78.0000000000 1.0355923373 1.1429955431 1.2503987490 0.9281891314 0.8207859255
79.0000000000 0.9555847361 1.0596799063 1.1637750766 0.8514895658 0.7473943955
80.0000000000 0.8781210050 0.9783989191 1.0786768331 0.7778430910 0.6775651770
81.0000000000 0.8042439248 0.9002864747 0.9963290247 0.7082013748 0.6121588249
82.0000000000 0.7348458185 0.8263381226 0.9178304267 0.6433535144 0.5518612103
83.0000000000 0.6706541736 0.7573926044 0.8441310353 0.5839157427 0.4971773118
84.0000000000 0.6122246072 0.6941205990 0.7760165909 0.5303286154 0.4484326236
85.0000000000 0.5599405529 0.6370200369 0.7140995209 0.4828610689 0.4057815849
86.0000000000 0.5140186373 0.5864169416 0.6588152460 0.4416203329 0.3692220285
87.0000000000 0.4745186055 0.5424707378 0.6104228701 0.4065664732 0.3386143409
88.0000000000 0.4413565495 0.5051826795 0.5690088094 0.3775304196 0.3137042896
89.0000000000 0.4143204094 0.4744068242 0.5344932390 0.3542339946 0.2941475797
90.0000000000 0.3930868337 0.4498630095 0.5066391853 0.3363106578 0.2795344820
91.0000000000 0.3772386644 0.4311519564 0.4850652483 0.3233253725 0.2694120806
92.0000000000 0.3662826288 0.4177729685 0.4692633083 0.3147922891 0.2633019494
93.0000000000 0.3596668502 0.4091442638 0.4586216774 0.3101894367 0.2607120231
94.0000000000 0.3567980418 0.4046257563 0.4524534707 0.3089703274 0.2611426130
95.0000000000 0.3570581796 0.4035430938 0.4500280081 0.3105732653 0.2640883511
96.0000000000 0.3598205536 0.4052113965 0.4506022394 0.3144297107 0.2690388678
97.0000000000 0.3644649945 0.4089570272 0.4534490599 0.3199729617 0.2754809290
98.0000000000 0.3703920445 0.4141362756 0.4578805067 0.3266478134 0.2829035822
99.0000000000 0.3770358553 0.4201503779 0.4632649005 0.3339213327 0.2908068101
100.0000000000 0.3838754803 0.4264567497 0.4690380191 0.3412942109 0.2987129415
101.0000000000 0.3904443082 0.4325767445 0.4747091808 0.3483118719 0.3061794355
102.0000000000 0.3963374543 0.4381003051 0.4798631558 0.3545746036 0.3128117528
103.0000000000 0.4012169175 0.4426879815 0.4841590454 0.3597458536 0.3182747897
104.0000000000 0.4048144839 0.4460708447 0.4873272055 0.3635581231 0.3223017623
105.0000000000 0.4069323942 0.4480486712 0.4891649482 0.3658161173 0.3246998403
106.0000000000 0.4074419935 0.4484870004 0.4895320073 0.3663969866 0.3253519797
107.0000000000 0.4062805168 0.4473133089 0.4883461009 0.3652477248 0.3242149328
108.0000000000 0.4034463365 0.4445125621 0.4855787877 0.3623801110 0.3213138854
109.0000000000 0.3989930111 0.4401223440 0.4812516769 0.3578636781 0.3167343452
110.0000000000 0.3930224046 0.4342275630 0.4754327214 0.3518172462 0.3106120878
111.0000000000 0.3856773144 0.4269547896 0.4682322648 0.3443998393 0.3031223641
112.0000000000 0.3771337214 0.4184662024 0.4597986835 0.3358012403 0.2944687593
113.0000000000 0.3675930685 0.4089532608 0.4503134531 0.3262328762 0.2848726839
114.0000000000 0.3572746998 0.3986301386 0.4399855774 0.3159192609 0.2745638221
115.0000000000 0.3464086075 0.3877270134 0.4290454194 0.3050902015 0.2637717955
116.0000000000 0.3352286567 0.3764833570 0.4177380572 0.2939739565 0.2527192563
117.0000000000 0.3239663704 0.3651412944 0.4063162184 0.2827914465 0.2416165225
118.0000000000 0.3128452774 0.3539391527 0.3950330280 0.2717514021 0.2306575268
119.0000000000 0.3020759904 0.3431053116 0.3841346329 0.2610466691 0.2200173479
120.0000000000 0.2918519373 0.3328524125 0.3738528878 0.2508514620 0.2098509867
121.0000000000 0.2823458361 0.3233721834 0.3643985308 0.2413194887 0.2002931413
122.0000000000 0.2737068971 0.3148309210 0.3559549449 0.2325828732 0.1914588494
123.0000000000 0.2660587827 0.3073659045 0.3486730264 0.2247516609 0.1834445390
124.0000000000 0.2594982697 0.3010828650 0.3426674602 0.2179136745 0.1763290792
125.0000000000 0.2540946601 0.2960546727 0.3380146853 0.2121346475 0.1701746349
126.0000000000 0.2498898413 0.2923212705 0.3347526997 0.2074584121 0.1650269830
127.0000000000 0.2468990228 0.2898908237 0.3328826245 0.2039072220 0.1609154212
128.0000000000 0.2451119988 0.2887418972 0.3323717955 0.2014821004 0.1578522021
129.0000000000 0.2444949764 0.2888264579 0.3331579393 0.2001634950 0.1558320136
130.0000000000 0.2449928000 0.2900734797 0.3351541594 0.1999121203 0.1548314406
131.0000000000 0.2465315315 0.2923928271 0.3382541227 0.2006702359 0.1548089403
132.0000000000 0.2490212851 0.2956792688 0.3423372525 0.2023633014 0.1557053177
133.0000000000 0.2523592175 0.2998164375 0.3472736575 0.2049019976 0.1574447776
134.0000000000 0.2564326226 0.3046805997 0.3529285767 0.2081846455 0.1599366684
135.0000000000 0.2611219865 0.3101441875 0.3591663884 0.2120997856 0.1630775847
136.0000000000 0.2663039877 0.3160789532 0.3658539186 0.2165290223 0.1667540569
137.0000000000 0.2718543399 0.3223588540 0.3728633680 0.2213498258 0.1708453118
138.0000000000 0.2776504147 0.3288624749 0.3800745352 0.2264383544 0.1752262941
139.0000000000 0.2835736457 0.3354751217 0.3873765977 0.2316721697 0.1797706937
140.0000000000 0.2895116089 0.3420904916 0.3946693743 0.2369327262 0.1843538434
141.0000000000 0.2953598296 0.3486119771 0.4018641247 0.2421076820 0.1888555345
142.0000000000 0.3010232618 0.3549536602 0.4088840587 0.2470928633 0.1931624648
143.0000000000 0.3064174055 0.3610408525 0.4156642995 0.2517939585 0.1971705116
144.0000000000 0.3114691529 0.3668104657 0.4221517785 0.2561278401 0.2007865273
145.0000000000 0.3161172695 0.3722110156 0.4283047617 0.2600235233 0.2039297772
146.0000000000 0.3203126478 0.3772024769 0.4340923060 0.2634228188 0.2065329897
147.0000000000 0.3240182269 0.3817559062 0.4394935854 0.2662805477 0.2085428684
148.0000000000 0.3272086971 0.3858528900 0.4444970830 0.2685645042 0.2099203112
149.0000000000 0.3298699877 0.3894849301 0.4490998725 0.2702550454 0.2106401030
150.0000000000 0.3319985731 0.3926526833 0.4533067936 0.2713444628 0.2106903526
151.0000000000 0.3336006108 0.3953651325 0.4571296541 0.2718360892 0.2100715675
152.0000000000 0.3346909733 0.3976386662 0.4605863591 0.2717432804 0.2087955876
153.0000000000 0.3352921995 0.3994961521 0.4637001047 0.2710882469 0.2068842943
154.0000000000 0.3354333498 0.4009658847 0.4664984195 0.2699008149 0.2043682800
155.0000000000 0.3351488892 0.4020805608 0.4690122324 0.2682172176 0.2012855459
156.0000000000 0.3344775413 0.4028762051 0.4712748688 0.2660788776 0.1976802139
157.0000000000 0.3334611478 0.4033910776 0.4733210074 0.2635312180 0.1936012882
158.0000000000 0.3321436214 0.4036645999 0.4751855785 0.2606226428 0.1891016643
159.0000000000 0.3305699197 0.4037363381 0.4769027564 0.2574035014 0.1842370830
160.0000000000 0.3287851495 0.4036450151 0.4785048808 0.2539252839 0.1790654183
161.0000000000 0.3268337161 0.4034276281 0.4800215401 0.2502398041 0.1736458921
162.0000000000 0.3247586224 0.4031186473 0.4814786722 0.2463985974 0.1680385725
163.0000000000 0.3226008486 0.4027493867 0.4828979248 0.2424523105 0.1623037723
164.0000000000 0.3203988784 0.4023474664 0.4842960544 0.2384502904 0.1565017023
165.0000000000 0.3181883058 0.4019364623 0.4856846189 0.2344401492 0.1506919927
166.0000000000 0.3160015998 0.4015357258 0.4870698518 0.2304674737 0.1449333477
167.0000000000 0.3138679166 0.4011602922 0.4884526678 0.2265755410 0.1392831654
168.0000000000 0.3118130736 0.4008210233 0.4898289729 0.2228051239 0.1337971742
169.0000000000 0.3098595841 0.4005248584 0.4911901328 0.2191943098 0.1285290355
170.0000000000 0.3080267654 0.4002751459 0.4925235264 0.2157783849 0.1235300044
171.0000000000 0.3063309130 0.4000721200 0.4938133271 0.2125897059 0.1188484989
172.0000000000 0.3047855582 0.3999134551 0.4950413521 0.2096576612 0.1145297643
173.0000000000 0.3034017087 0.3997948421 0.4961879755 0.2070085752 0.1106154418
174.0000000000 0.3021881510 0.3997106046 0.4972330582 0.2046656974 0.1071432438
175.0000000000 0.3011517572 0.3996543202 0.4981568831 0.2026491943 0.1041466313
176.0000000000 0.3002977577 0.3996193988 0.4989410400 0.2009761165 0.1016544754
177.0000000000 0.2996300168 0.3995996449 0.4995692731 0.1996603887 0.0996907606
178.0000000000 0.2991512808 0.3995897054 0.5000281300 0.1987128562 0.0982744316
179.0000000000 0.2988633570 0.3995854630 0.5003075690 0.1981412510 0.0974191450
180.0000000000 0.2987672695 0.3995843424 0.5004014153 0.1979501965 0.0971331236
