# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
69.0000000000 1.8904398462 2.0534544793 2.2164691125 1.7274252130 1.5644105798
70.0000000000 1.8785317428 2.0433119853 2.2080922279 1.7137515003 1.5489712577
71.0000000000 1.8595244639 2.0259677075 2.1924109511 1.6930812203 1.5266379767
72.0000000000 1.8324904928 2.0003816551 2.1682728175 1.6645993304 1.4967081681
73.0000000000 1.7967747885 1.9657827992 2.1347908099 1.6277667778 1.4587587671
74.0000000000 1.7520625072 1.9217423036 2.0914220999 1.5823827109 1.4127029145
75.0000000000 1.6984260072 1.8682266727 2.0380273382 1.5286253417 1.3588246763
76.0000000000 1.6363410817 1.8056205126 1.9748999435 1.4670616508 1.2977822199
77.0000000000 1.5666652861 1.7347099889 1.9027546918 1.3986205832 1.2305758803
78.0000000000 1.4905792837 1.6566284366 1.8226775894 1.3245301308 1.1584809779
79.0000000000 1.4094985950 1.5727703755 1.7360421561 1.2462268144 1.0829550339
80.0000000000 1.3249677070 1.4846858629 1.6444040189 1.1652495510 1.0055313950
81.0000000000 1.2385521642 1.3939710864 1.5493900087 1.0831332419 0.9277143197
82.0000000000 1.1517417320 1.3021682439 1.4525947558 1.0013152201 0.8508887082
83.0000000000 1.0658755517 1.2106867030 1.3554978543 0.9210644004 0.7762532490
84.0000000000 0.9820944579 1.1207501557 1.2594058534 0.8434387602 0.7047830625
85.0000000000 0.9013207014 1.0333718371 1.1654229728 0.7692695658 0.6372184301
86.0000000000 0.8242614863 0.9493537595 1.0744460326 0.6991692131 0.5740769399
87.0000000000 0.7514299409 0.8693040490 0.9871781572 0.6335558327 0.5156817246
88.0000000000 0.6831770137 0.7936666158 0.9041562179 0.5726874116 0.4621978095
89.0000000000 0.6197272209 0.7227553635 0.8257835061 0.5166990783 0.4136709357
90.0000000000 0.5612132082 0.6567883911 0.7523635740 0.4656380253 0.3700628424
91.0000000000 0.5077050375 0.5959175578 0.6841300781 0.4194925172 0.3312799969
92.0000000000 0.4592318978 0.5402509569 0.6212700160 0.3782128388 0.2971937797
93.0000000000 0.4157952156 0.4898668561 0.5639384965 0.3417235752 0.2676519348
94.0000000000 0.3773735243 0.4448192554 0.5122649866 0.3099277931 0.2424820620
95.0000000000 0.3439204293 0.4051358212 0.4663512130 0.2827050375 0.2214896456
96.0000000000 0.3153578988 0.3708103754 0.4262628519 0.2599054222 0.2044529457
97.0000000000 0.2915674502 0.3417920330 0.3920166158 0.2413428675 0.1911182847
98.0000000000 0.2723819226 0.3179736299 0.3635653373 0.2267902152 0.1811985079
99.0000000000 0.2575801382 0.2991816155 0.3407830928 0.2159786609 0.1743771837
100.0000000000 0.2468860200 0.2851695673 0.3234531147 0.2086024726 0.1703189252
101.0000000000 0.2399728142 0.2756172263 0.3112616385 0.2043284020 0.1686839899
102.0000000000 0.2364721853 0.2701369601 0.3038017350 0.2028074105 0.1691426357
103.0000000000 0.2359870541 0.2682887399 0.3005904258 0.2036853682 0.1713836824
104.0000000000 0.2381066800 0.2696026081 0.3010985362 0.2066107520 0.1751148239
105.0000000000 0.2424220731 0.2736048875 0.3047877019 0.2112392587 0.1800564443
106.0000000000 0.2485402034 0.2798426402 0.3111450771 0.2172377665 0.1859353296
107.0000000000 0.2560955519 0.2879016904 0.3197078289 0.2242894134 0.1924832750
108.0000000000 0.2647582666 0.2974162380 0.3300742095 0.2321002951 0.1994423237
109.0000000000 0.2742385661 0.3080706401 0.3419027141 0.2404064921 0.2065744181
110.0000000000 0.2842875659 0.3195955591 0.3549035523 0.2489795727 0.2136715794
111.0000000000 0.2946950599 0.3317609186 0.3688267773 0.2576292011 0.2205633424
112.0000000000 0.3052850058 0.3443677697 0.3834505336 0.2662022419 0.2271194779
113.0000000000 0.3159095817 0.3572402825 0.3985709833 0.2745788809 0.2332481801
114.0000000000 0.3264426026 0.3702186143 0.4139946260 0.2826665910 0.2388905793
115.0000000000 0.3367730897 0.3831529535 0.4295328174 0.2903932258 0.2440133620
116.0000000000 0.3467994969 0.3958987691 0.4449980413 0.2977002247 0.2486009525
117.0000000000 0.3564250803 0.4083134223 0.4602017643 0.3045367383 0.2526483963
118.0000000000 0.3655546204 0.4202540999 0.4749535795 0.3108551409 0.2561556614
119.0000000000 0.3740925625 0.4315771034 0.4890616442 0.3166080216 0.2591234808
120.0000000000 0.3819425954 0.4421384540 0.5023343127 0.3217467368 0.2615508782
121.0000000000 0.3890084204 0.4517956897 0.5145829590 0.3262211512 0.2634338819
122.0000000000 0.3951956014 0.4604105922 0.5256255831 0.3299806106 0.2647656198
123.0000000000 0.4004141524 0.4678527823 0.5352914122 0.3329755225 0.2655368927
124.0000000000 0.4045815851 0.4740036044 0.5434256237 0.3351595658 0.2657375465
125.0000000000 0.4076261344 0.4787602695 0.5498944046 0.3364919993 0.2653578641
126.0000000000 0.4094899300 0.4820397762 0.5545896223 0.3369400839 0.2643902378
127.0000000000 0.4101318178 0.4837824441 0.5574330705 0.3364811914 0.2628305651
128.0000000000 0.4095296962 0.4839547889 0.5583798817 0.3351046034 0.2606795106
129.0000000000 0.4076822495 0.4825516150 0.5574209805 0.3328128840 0.2579435185
130.0000000000 0.4046099079 0.4795971269 0.5545843459 0.3296226890 0.2546354700
131.0000000000 0.4003551031 0.4751451195 0.5499351358 0.3255650868 0.2507750705
132.0000000000 0.3949817550 0.4692781415 0.5435745280 0.3206853686 0.2463889821
133.0000000000 0.3885740450 0.4621057152 0.5356373854 0.3150423747 0.2415107045
134.0000000000 0.3812345567 0.4537616703 0.5262887839 0.3087074432 0.2361803296
135.0000000000 0.3730818774 0.4444007553 0.5157196333 0.3017629995 0.2304441215
136.0000000000 0.3642477087 0.4341945122 0.5041413157 0.2943009051 0.2243541016
137.0000000000 0.3548736887 0.4233267968 0.4917799050 0.2864205806 0.2179674724
138.0000000000 0.3451079012 0.4119888475 0.4788697937 0.2782269549 0.2113460087
139.0000000000 0.3351013457 0.4003743223 0.4656472989 0.2698283691 0.2045553925
140.0000000000 0.3250043019 0.3886743238 0.4523443457 0.2613342800 0.1976642581
141.0000000000 0.3149628351 0.3770727367 0.4391826383 0.2528529335 0.1907430319
142.0000000000 0.3051154459 0.3657419810 0.4263685160 0.2444889109 0.1838623758
143.0000000000 0.2955899733 0.3548393281 0.4140886829 0.2363406185 0.1770912638
144.0000000000 0.2865008536 0.3445040089 0.4025071641 0.2284976983 0.1704945431
145.0000000000 0.2779467625 0.3348549790 0.3917631955 0.2210385460 0.1641303295
146.0000000000 0.2700087276 0.3259895517 0.3819703757 0.2140279036 0.1580470796
147.0000000000 0.2627487716 0.3179826078 0.3732164439 0.2075149355 0.1522810993
148.0000000000 0.2562090346 0.3108863474 0.3655636601 0.2015317219 0.1468544091
149.0000000000 0.2504115519 0.3047304845 0.3590494170 0.1960926194 0.1417736868
150.0000000000 0.2453585111 0.2995226616 0.3536868122 0.1911943605 0.1370302099
151.0000000000 0.2410331166 0.2952490888 0.3494650610 0.1868171444 0.1326011722
152.0000000000 0.2374009618 0.2918754265 0.3463498912 0.1829264971 0.1284520324
153.0000000000 0.2344119014 0.2893479695 0.3442840375 0.1794758334 0.1245397654
154.0000000000 0.2320023171 0.2875952247 0.3431881324 0.1764094094 0.1208165017
155.0000000000 0.2300977889 0.2865301399 0.3429624909 0.1736654380 0.1172330870
156.0000000000 0.2286159916 0.2860528430 0.3434896944 0.1711791402 0.1137422888
157.0000000000 0.2274697692 0.2860540625 0.3446383557 0.1688854760 0.1103011827
158.0000000000 0.2265703240 0.2864190319 0.3462677397 0.1667216162 0.1068729084
159.0000000000 0.2258303050 0.2870316591 0.3482330132 0.1646289508 0.1034275967
160.0000000000 0.2251668491 0.2877788687 0.3503908883 0.1625548295 0.0999428100
161.0000000000 0.2245042973 0.2885546641 0.3526050309 0.1604539306 0.0964035638
162.0000000000 0.2237766517 0.2892639073 0.3547511629 0.1582893961 0.0928021404
163.0000000000 0.2229295925 0.2898254977 0.3567214028 0.1560336874 0.0891377822
164.0000000000 0.2219220159 0.2901747768 0.3584275378 0.1536692549 0.0854164940
165.0000000000 0.2207270766 0.2902652736 0.3598034707 0.1511888796 0.0816506825
166.0000000000 0.2193326425 0.2900695076 0.3608063727 0.1485957775 0.0778589124
167.0000000000 0.2177411874 0.2895789623 0.3614167373 0.1459034124 0.0740656374
168.0000000000 0.2159691609 0.2888033381 0.3616375153 0.1431349837 0.0703008065
169.0000000000 0.2140457851 0.2877689820 0.3614921788 0.1403225883 0.0665993914
170.0000000000 0.2120114150 0.2865167252 0.3610220354 0.1375061049 0.0630007947
171.0000000000 0.2099154620 0.2850991929 0.3602829239 0.1347317311 0.0595480002
172.0000000000 0.2078140487 0.2835777694 0.3593414901 0.1320503280 0.0562866073
173.0000000000 0.2057673603 0.2820192537 0.3582711472 0.1295154668 0.0532635734
174.0000000000 0.2038369416 0.2804924983 0.3571480549 0.1271813850 0.0505258284
175.0000000000 0.2020829420 0.2790650606 0.3560471792 0.1251008234 0.0481187048
176.0000000000 0.2005614859 0.2778000620 0.3550386381 0.1233229098 0.0460843337
177.0000000000 0.1993222088 0.2767533443 0.3541844798 0.1218910733 0.0444599378
178.0000000000 0.1984061212 0.2759710071 0.3535358929 0.1208412354 0.0432763495
179.0000000000 0.1978438426 0.2754874371 0.3531310315 0.1202002482 0.0425566538
180.0000000000 0.1976542858 0.2753238547 0.3529934236 0.1199847169 0.0423151480
