# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
78.0000000000 0.7626832276 0.8500336038 0.9373839800 0.6753328515 0.5879824753
79.0000000000 0.7118311190 0.7969669308 0.8821027425 0.6266953072 0.5415594954
80.0000000000 0.6622471296 0.7449025002 0.8275578708 0.5795917589 0.4969363883
81.0000000000 0.6145214260 0.6944775351 0.7744336442 0.5345653168 0.4546092077
82.0000000000 0.5691671974 0.6462584798 0.7233497622 0.4920759150 0.4149846326
83.0000000000 0.5266093892 0.6007272272 0.6748450652 0.4524915512 0.3783737132
84.0000000000 0.4871787697 0.5582726841 0.6293665984 0.4160848553 0.3449909410
85.0000000000 0.4511109387 0.5191872290 0.5872635193 0.3830346484 0.3149583581
86.0000000000 0.4185495719 0.4836675766 0.5487855813 0.3534315671 0.2883135624
87.0000000000 0.3895528387 0.4518189688 0.5140850988 0.3272867086 0.2650205786
88.0000000000 0.3641019522 0.4236618620 0.4832217717 0.3045420424 0.2449821326
89.0000000000 0.3421108082 0.3991400922 0.4561693762 0.2850815241 0.2280522401
90.0000000000 0.3234358127 0.3781298019 0.4328237910 0.2687418236 0.2140478345
91.0000000000 0.3078854474 0.3604487755 0.4130121037 0.2553221192 0.2027587910
92.0000000000 0.2952291385 0.3458658857 0.3965026329 0.2445923912 0.1939556440
93.0000000000 0.2852054760 0.3341105678 0.3830156596 0.2363003841 0.1873952923
94.0000000000 0.2775297805 0.3248823514 0.3722349223 0.2301772096 0.1828246387
95.0000000000 0.2719013010 0.3178604162 0.3638195314 0.2259421858 0.1799830706
96.0000000000 0.2680101724 0.3127130923 0.3574160123 0.2233072524 0.1786043324
97.0000000000 0.2655443144 0.3091070902 0.3526698659 0.2219815387 0.1784187630
98.0000000000 0.2641962983 0.3067163768 0.3492364552 0.2216762199 0.1791561415
99.0000000000 0.2636701409 0.3052303761 0.3467906113 0.2221099056 0.1805496704
100.0000000000 0.2636877786 0.3043612317 0.3450346847 0.2230143255 0.1823408725
101.0000000000 0.2639950639 0.3038499964 0.3437049289 0.2241401315 0.1842851990
102.0000000000 0.2643669243 0.3034714426 0.3425759609 0.2252624060 0.1861578877
103.0000000000 0.2646114786 0.3030374603 0.3414634421 0.2261854969 0.1877595151
104.0000000000 0.2645728334 0.3023988096 0.3402247858 0.2267468572 0.1889208810
105.0000000000 0.2641325466 0.3014454891 0.3387584315 0.2268196042 0.1895066618
106.0000000000 0.2632096327 0.3001056272 0.3370016217 0.2263136382 0.1894176437
107.0000000000 0.2617592445 0.2983431944 0.3349271444 0.2251752945 0.1885913445
108.0000000000 0.2597702361 0.2961548369 0.3325394378 0.2233856352 0.1870010343
109.0000000000 0.2572617582 0.2935660310 0.3298703038 0.2209574854 0.1846532126
110.0000000000 0.2542792036 0.2906268409 0.3269744782 0.2179315663 0.1815839290
111.0000000000 0.2508897457 0.2874075527 0.3239253597 0.2143719387 0.1778541316
112.0000000000 0.2471777202 0.2839942744 0.3208108287 0.2103611659 0.1735446117
113.0000000000 0.2432400601 0.2804846911 0.3177293221 0.2059954291 0.1687507981
114.0000000000 0.2391818964 0.2769839381 0.3147859798 0.2013798547 0.1635778130
115.0000000000 0.2351125106 0.2736007512 0.3120889918 0.1966242700 0.1581360294
116.0000000000 0.2311416397 0.2704438285 0.3097460174 0.1918394508 0.1525372619
117.0000000000 0.2273761892 0.2676184525 0.3078607157 0.1871339259 0.1468916626
118.0000000000 0.2239173738 0.2652234602 0.3065295465 0.1826112874 0.1413052011
119.0000000000 0.2208582409 0.2633484991 0.3058387573 0.1783679827 0.1358777245
120.0000000000 0.2182816072 0.2620716846 0.3058617620 0.1744915298 0.1307014524
121.0000000000 0.2162583832 0.2614577101 0.3066570371 0.1710590562 0.1258597292
122.0000000000 0.2148462257 0.2615563451 0.3082664645 0.1681361064 0.1214259870
123.0000000000 0.2140885930 0.2624014623 0.3107143316 0.1657757237 0.1174628545
124.0000000000 0.2140141822 0.2640105347 0.3140068872 0.1640178297 0.1140214773
125.0000000000 0.2146366700 0.2663845877 0.3181325054 0.1628887522 0.1111408345
126.0000000000 0.2159548788 0.2695086288 0.3230623788 0.1624011289 0.1088473789
127.0000000000 0.2179532488 0.2733524976 0.3287517463 0.1625540000 0.1071547513
128.0000000000 0.2206026817 0.2778720886 0.3351414955 0.1633332748 0.1060638679
129.0000000000 0.2238616563 0.2830109035 0.3421601508 0.1647124090 0.1055631617
130.0000000000 0.2276776459 0.2887018816 0.3497261173 0.1666534102 0.1056291745
131.0000000000 0.2319887399 0.2948693824 0.3577500249 0.1691080974 0.1062274549
132.0000000000 0.2367254437 0.3014313717 0.3661372996 0.1720195158 0.1073135879
133.0000000000 0.2418125990 0.3083016219 0.3747906448 0.1753235761 0.1088345532
134.0000000000 0.2471713334 0.3153919097 0.3836124860 0.1789507571 0.1107301808
135.0000000000 0.2527210279 0.3226141584 0.3925072889 0.1828278974 0.1129347669
136.0000000000 0.2583812062 0.3298824418 0.4013836773 0.1868799707 0.1153787352
137.0000000000 0.2640732995 0.3371148090 0.4101563184 0.1910317901 0.1179902806
138.0000000000 0.2697222757 0.3442349124 0.4187475490 0.1952096391 0.1206970024
139.0000000000 0.2752580510 0.3511733353 0.4270886197 0.1993427666 0.1234274823
140.0000000000 0.2806166861 0.3578687239 0.4351207617 0.2033646482 0.1261126104
141.0000000000 0.2857413733 0.3642685699 0.4427957664 0.2072141768 0.1286869802
142.0000000000 0.2905831055 0.3703297397 0.4500763739 0.2108364713 0.1310898372
143.0000000000 0.2951012026 0.3760187508 0.4569362990 0.2141836545 0.1332661063
144.0000000000 0.2992635087 0.3813117535 0.4633599983 0.2172152638 0.1351670190
145.0000000000 0.3030464240 0.3861943039 0.4693421837 0.2198985442 0.1367506644
146.0000000000 0.3064347099 0.3906609150 0.4748871201 0.2222085047 0.1379822996
147.0000000000 0.3094211190 0.3947144243 0.4800077296 0.2241278137 0.1388345084
148.0000000000 0.3120058697 0.3983652172 0.4847245647 0.2256465222 0.1392871747
149.0000000000 0.3141959892 0.4016303347 0.4890646802 0.2267616437 0.1393272981
150.0000000000 0.3160045760 0.4045324792 0.4930603824 0.2274766727 0.1389487695
151.0000000000 0.3174499548 0.4070989524 0.4967479501 0.2278009572 0.1381519595
152.0000000000 0.3185548178 0.4093605954 0.5001663731 0.2277490401 0.1369432625
153.0000000000 0.3193453529 0.4113507215 0.5033560901 0.2273399843 0.1353346157
154.0000000000 0.3198503363 0.4131040195 0.5063577027 0.2265966531 0.1333429699
155.0000000000 0.3201002925 0.4146555685 0.5092108444 0.2255450166 0.1309897407
156.0000000000 0.3201266839 0.4160398800 0.5119530762 0.2242134878 0.1283002916
157.0000000000 0.3199611579 0.4172900168 0.5146188757 0.2226322990 0.1253034401
158.0000000000 0.3196348740 0.4184368385 0.5172388030 0.2208329096 0.1220309451
159.0000000000 0.3191779036 0.4195083298 0.5198387560 0.2188474774 0.1185170512
160.0000000000 0.3186187483 0.4205290624 0.5224393766 0.2167084342 0.1147981201
161.0000000000 0.3179839005 0.4215197863 0.5250556722 0.2144480146 0.1109121288
162.0000000000 0.3172975675 0.4224971534 0.5276967393 0.2120979817 0.1068983958
163.0000000000 0.3165814221 0.4234735619 0.5303657017 0.2096892823 0.1027971425
164.0000000000 0.3158544974 0.4244571622 0.5330598270 0.2072518325 0.0986491677
165.0000000000 0.3151331166 0.4254519334 0.5357707503 0.2048142997 0.0944954829
166.0000000000 0.3144309428 0.4264579201 0.5384848973 0.2024039655 0.0903769882
167.0000000000 0.3137590769 0.4274715636 0.5411840502 0.2000465903 0.0863341037
168.0000000000 0.3131262118 0.4284861090 0.5438460062 0.1977663146 0.0824064173
169.0000000000 0.3125388291 0.4294920628 0.5464452964 0.1955855954 0.0786323617
170.0000000000 0.3120014596 0.4304777773 0.5489540949 0.1935251420 0.0750488243
171.0000000000 0.3115169377 0.4314299783 0.5513430189 0.1916038972 0.0716908566
172.0000000000 0.3110866849 0.4323343704 0.5535820560 0.1898389993 0.0685913137
173.0000000000 0.3107110127 0.4331762494 0.5556414860 0.1882457761 0.0657805395
174.0000000000 0.3103894010 0.4339410635 0.5574927260 0.1868377384 0.0632860759
175.0000000000 0.3101207627 0.4346149422 0.5591091217 0.1856265833 0.0611324038
176.0000000000 0.3099037248 0.4351852574 0.5604667900 0.1846221921 0.0593406595
177.0000000000 0.3097368175 0.4356409902 0.5615451628 0.1838326449 0.0579284723
178.0000000000 0.3096186980 0.4359731940 0.5623276901 0.1832642019 0.0569097059
179.0000000000 0.3095482884 0.4361752218 0.5628021551 0.1829213551 0.0562944217
180.0000000000 0.3095248961 0.4362430243 0.5629611525 0.1828067679 0.0560886397
