# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
48.0000000000 3.3807753918 3.6276181569 3.8744609220 3.1339326268 2.8870898617
49.0000000000 3.0353899159 3.2571082690 3.4788266221 2.8136715627 2.5919532096
50.0000000000 2.7366749928 2.9356036131 3.1345322335 2.5377463724 2.3388177521
51.0000000000 2.4814184471 2.6599292633 2.8384400795 2.3029076309 2.1243968148
52.0000000000 2.2660571442 2.4265248864 2.5869926286 2.1055894021 1.9451216599
53.0000000000 2.0867401346 2.2315075486 2.3762749626 1.9419727206 1.7972053067
54.0000000000 1.9394069615 2.0707483251 2.2020896887 1.8080655980 1.6767242344
55.0000000000 1.8198777260 1.9399595998 2.0600414736 1.6997958522 1.5797139784
56.0000000000 1.7239545769 1.8347958916 1.9456372062 1.6131132623 1.5022719476
57.0000000000 1.6475324784 1.7509675943 1.8544027102 1.5440973624 1.4406622465
58.0000000000 1.5867115649 1.6843621427 1.7820127205 1.4890609871 1.3914104093
59.0000000000 1.5379015529 1.6311618131 1.7244220733 1.4446412927 1.3513810324
60.0000000000 1.4979052019 1.5879424068 1.6779796116 1.4078679971 1.3178307922
61.0000000000 1.4639713486 1.5517394650 1.6395075814 1.3762032321 1.2884351157
62.0000000000 1.4338128774 1.5200750078 1.6063371381 1.3475507471 1.2612886167
63.0000000000 1.4055907308 1.4909450402 1.5762993496 1.3202364213 1.2348821119
64.0000000000 1.3778722067 1.4627768060 1.5476814052 1.2929676075 1.2080630083
65.0000000000 1.3495727500 1.4343672544 1.5191617588 1.2647782456 1.1799837412
66.0000000000 1.3198927380 1.4048149146 1.4897370911 1.2349705614 1.1500483848
67.0000000000 1.2882572692 1.3734553345 1.4586533998 1.2030592040 1.1178611387
68.0000000000 1.2542650344 1.3398067511 1.4253484678 1.1687233177 1.0831816009
69.0000000000 1.2176501281 1.3035293234 1.3894085186 1.1317709329 1.0458917376
70.0000000000 1.1782574425 1.2643997148 1.3505419871 1.0921151703 1.0059728980
71.0000000000 1.1360314861 1.2222997835 1.3085680810 1.0497631886 0.9634948912
72.0000000000 1.0910161942 1.1772168735 1.2634175528 1.0048155150 0.9186148357
73.0000000000 1.0433626276 1.1292525583 1.2151424889 0.9574726970 0.8715827664
74.0000000000 0.9933385142 1.0786333826 1.1639282510 0.9080436458 0.8227487774
75.0000000000 0.9413347341 1.0257187603 1.1101027865 0.8569507079 0.7725666817
76.0000000000 0.8878630190 0.9710003036 1.0541375881 0.8047257344 0.7215884498
77.0000000000 0.8335413058 0.9150881435 0.9966349812 0.7519944680 0.6704476303
78.0000000000 0.7790662115 0.8586843336 0.9383024556 0.6994480895 0.6198299675
79.0000000000 0.7251745865 0.8025441549 0.8799137232 0.6478050182 0.5704354498
80.0000000000 0.6725991834 0.7474310093 0.8222628352 0.5977673575 0.5229355317
81.0000000000 0.6220242990 0.6940702419 0.7661161847 0.5499783562 0.4779324134
82.0000000000 0.5740477075 0.6431087710 0.7121698346 0.5049866439 0.4359255803
83.0000000000 0.5291533038 0.5950849950 0.6610166862 0.4632216127 0.3972899215
84.0000000000 0.4876969466 0.5504118903 0.6131268340 0.4249820029 0.3622670592
85.0000000000 0.4499054827 0.5093733830 0.5688412833 0.3904375824 0.3309696821
86.0000000000 0.4158868438 0.4721322132 0.5283775827 0.3596414743 0.3033961048
87.0000000000 0.3856476880 0.4387457136 0.4918437392 0.3325496624 0.2794516368
88.0000000000 0.3591148430 0.4091857884 0.4592567338 0.3090438976 0.2589729522
89.0000000000 0.3361567322 0.3833592352 0.4305617383 0.2889542292 0.2417517261
90.0000000000 0.3166021276 0.3611256911 0.4056492546 0.2720785642 0.2275550007
91.0000000000 0.3002544269 0.3423112738 0.3843681207 0.2581975800 0.2161407332
92.0000000000 0.2869007952 0.3267173844 0.3665339736 0.2470842060 0.2072676168
93.0000000000 0.2763165950 0.3141250741 0.3519335533 0.2385081158 0.2006996366
94.0000000000 0.2682660440 0.3042960171 0.3403259902 0.2322360709 0.1962060978
95.0000000000 0.2625006411 0.2969718052 0.3314429693 0.2280294770 0.1935583130
96.0000000000 0.2587569228 0.2918730842 0.3249892455 0.2256407615 0.1925246002
97.0000000000 0.2567551096 0.2887000828 0.3206450560 0.2248101364 0.1928651632
98.0000000000 0.2561997296 0.2871354274 0.3180711252 0.2252640318 0.1943283340
99.0000000000 0.2567829935 0.2868497008 0.3169164081 0.2267162862 0.1966495789
100.0000000000 0.2581909834 0.2875095497 0.3168281160 0.2288724171 0.1995538508
101.0000000000 0.2601122608 0.2887876695 0.3174630782 0.2314368521 0.2027614435
102.0000000000 0.2622481399 0.2903737741 0.3184994084 0.2341225057 0.2059968714
103.0000000000 0.2643233553 0.2919853441 0.3196473328 0.2366613665 0.2089993777
104.0000000000 0.2660960880 0.2933771190 0.3206581500 0.2388150570 0.2115340259
105.0000000000 0.2673661440 0.2943483237 0.3213305034 0.2403839643 0.2134017846
106.0000000000 0.2679805332 0.2947471665 0.3215137999 0.2412138998 0.2144472664
107.0000000000 0.2678359873 0.2944722837 0.3211085801 0.2411996908 0.2145633944
108.0000000000 0.2668783471 0.2934712112 0.3200640753 0.2402854830 0.2136926190
109.0000000000 0.2650991755 0.2917364169 0.3183736584 0.2384619340 0.2118246926
110.0000000000 0.2625301231 0.2892994057 0.3160686883 0.2357608405 0.2089915579
111.0000000000 0.2592358579 0.2862236646 0.3132114712 0.2322480513 0.2052602447
112.0000000000 0.2553062887 0.2825971415 0.3098879942 0.2280154359 0.2007245832
113.0000000000 0.2508488726 0.2785248761 0.3062008796 0.2231728691 0.1954968655
114.0000000000 0.2459814897 0.2741222323 0.3022629749 0.2178407471 0.1897000044
115.0000000000 0.2408263719 0.2695090764 0.2981917809 0.2121436674 0.1834609629
116.0000000000 0.2355052067 0.2648050574 0.2941049082 0.2062053560 0.1769055053
117.0000000000 0.2301354942 0.2601259728 0.2901164513 0.2001450157 0.1701545371
118.0000000000 0.2248280065 0.2555811314 0.2863342562 0.1940748816 0.1633217568
119.0000000000 0.2196851421 0.2512715262 0.2828579104 0.1880987579 0.1565123738
120.0000000000 0.2147999517 0.2472885807 0.2797772097 0.1823113227 0.1498226937
121.0000000000 0.2102556380 0.2437133960 0.2771711541 0.1767978799 0.1433401219
122.0000000000 0.2061252187 0.2406160786 0.2751069385 0.1716343589 0.1371434990
123.0000000000 0.2024713046 0.2380553307 0.2736393569 0.1668872784 0.1313032523
124.0000000000 0.1993458788 0.2360780049 0.2728101309 0.1626137528 0.1258816268
125.0000000000 0.1967900466 0.2347187850 0.2726475233 0.1588613083 0.1209325700
126.0000000000 0.1948337522 0.2339998882 0.2731660242 0.1556676161 0.1165014801
127.0000000000 0.1934955531 0.2339309762 0.2743663993 0.1530601301 0.1126247070
128.0000000000 0.1927825257 0.2345092137 0.2762359018 0.1510558377 0.1093291497
129.0000000000 0.1926903315 0.2357196567 0.2787489819 0.1496610063 0.1066316811
130.0000000000 0.1932035079 0.2375358733 0.2818682386 0.1488711426 0.1045387772
131.0000000000 0.1942960728 0.2399209280 0.2855457832 0.1486712176 0.1030463624
132.0000000000 0.1959324079 0.2428286682 0.2897249285 0.1490361477 0.1021398874
133.0000000000 0.1980684050 0.2462052499 0.2943420948 0.1499315602 0.1017947153
134.0000000000 0.2006528731 0.2499909018 0.2993289305 0.1513148444 0.1019768156
135.0000000000 0.2036291120 0.2541218304 0.3046145488 0.1531363936 0.1026436752
136.0000000000 0.2069366048 0.2585321456 0.3101276863 0.1553410641 0.1037455233
137.0000000000 0.2105127837 0.2631558333 0.3157988829 0.1578697340 0.1052266844
138.0000000000 0.2142947111 0.2679285147 0.3215623184 0.1606609074 0.1070271037
139.0000000000 0.2182207014 0.2727891688 0.3273576362 0.1636522341 0.1090837667
140.0000000000 0.2222317507 0.2776814865 0.3331312222 0.1667820150 0.1113322792
141.0000000000 0.2262727962 0.2825550489 0.3388373017 0.1699905434 0.1137082906
142.0000000000 0.2302937284 0.2873662017 0.3444386750 0.1732212550 0.1161487817
143.0000000000 0.2342501087 0.2920785478 0.3499069869 0.1764216695 0.1185932304
144.0000000000 0.2381037202 0.2966632576 0.3552227949 0.1795441828 0.1209846455
145.0000000000 0.2418227769 0.3010989797 0.3603751825 0.1825465742 0.1232703714
146.0000000000 0.2453819805 0.3053715880 0.3653611954 0.1853923731 0.1254027657
147.0000000000 0.2487623483 0.3094736636 0.3701849789 0.1880510330 0.1273397177
148.0000000000 0.2519508531 0.3134038063 0.3748567595 0.1904978999 0.1290449467
149.0000000000 0.2549399757 0.3171658333 0.3793916909 0.1927141181 0.1304882606
150.0000000000 0.2577271188 0.3207678513 0.3838085839 0.1946863862 0.1316456536
151.0000000000 0.2603139406 0.3242212683 0.3881285959 0.1964066130 0.1324992853
152.0000000000 0.2627057156 0.3275399055 0.3923740953 0.1978715258 0.1330373359
153.0000000000 0.2649106091 0.3307389528 0.3965672964 0.1990822655 0.1332539219
154.0000000000 0.2669390120 0.3338341516 0.4007292911 0.2000438725 0.1331487329
155.0000000000 0.2688028904 0.3368409440 0.4048789976 0.2007648368 0.1327267832
156.0000000000 0.2705151788 0.3397737635 0.4090323482 0.2012565942 0.1319980095
157.0000000000 0.2720892522 0.3426454386 0.4132016251 0.2015330657 0.1309768792
158.0000000000 0.2735384293 0.3454666955 0.4173949617 0.2016101632 0.1296818970
159.0000000000 0.2748755853 0.3482457821 0.4216159789 0.2015053885 0.1281351918
160.0000000000 0.2761128166 0.3509882341 0.4258636517 0.2012373990 0.1263619815
161.0000000000 0.2772611632 0.3536966901 0.4301322170 0.2008256363 0.1243901094
162.0000000000 0.2783304370 0.3563708967 0.4344113565 0.2002899773 0.1222495176
163.0000000000 0.2793290851 0.3590077373 0.4386863895 0.1996504329 0.1199717807
164.0000000000 0.2802641327 0.3616013584 0.4429385842 0.1989269070 0.1175896812
165.0000000000 0.2811411589 0.3641433972 0.4471456354 0.1981389206 0.1151366824
166.0000000000 0.2819643493 0.3666232542 0.4512821592 0.1973054443 0.1126465394
167.0000000000 0.2827365618 0.3690283820 0.4553202022 0.1964447416 0.1101529214
168.0000000000 0.2834594423 0.3713446942 0.4592299461 0.1955741904 0.1076889385
169.0000000000 0.2841335596 0.3735568965 0.4629802334 0.1947102227 0.1052868858
170.0000000000 0.2847585784 0.3756489597 0.4665393409 0.1938681971 0.1029778158
171.0000000000 0.2853333940 0.3776044733 0.4698755527 0.1930623147 0.1007912353
172.0000000000 0.2858563385 0.3794070915 0.4729578445 0.1923055855 0.0987548324
173.0000000000 0.2863253567 0.3810409487 0.4757565407 0.1916097648 0.0968941728
174.0000000000 0.2867381550 0.3824910061 0.4782438571 0.1909853040 0.0952324530
175.0000000000 0.2870923861 0.3837434518 0.4803945176 0.1904413203 0.0937902545
176.0000000000 0.2873857916 0.3847860010 0.4821862105 0.1899855821 0.0925853727
177.0000000000 0.2876163392 0.3856082031 0.4836000669 0.1896244753 0.0916326114
178.0000000000 0.2877823118 0.3862016551 0.4846209985 0.1893629684 0.0909436250
179.0000000000 0.2878824262 0.3865602160 0.4852380057 0.1892046364 0.0905268467
180.0000000000 0.2879158858 0.3866801563 0.4854444267 0.1891516154 0.0903873449
