# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
54.0000000000 1.9321225000 2.0803078241 2.2284931482 1.7839371759 1.6357518518
55.0000000000 1.7999403462 1.9323420753 2.0647438044 1.6675386170 1.5351368879
56.0000000000 1.7062985817 1.8266069101 1.9469152385 1.5859902534 1.4656819250
57.0000000000 1.6446555601 1.7561497848 1.8676440095 1.5331613354 1.4216671107
58.0000000000 1.6086886923 1.7141318251 1.8195749579 1.5032455595 1.3978024267
59.0000000000 1.5924162668 1.6940225212 1.7956287755 1.4908100125 1.3892037581
60.0000000000 1.5902983510 1.6897774986 1.7892566462 1.4908192033 1.3913400557
61.0000000000 1.5973161947 1.6959681787 1.7946201627 1.4986642107 1.4000122268
62.0000000000 1.6090298822 1.7078512323 1.8066725824 1.5102085321 1.4113871820
63.0000000000 1.6216144135 1.7213863030 1.8211581926 1.5218425239 1.4220706344
64.0000000000 1.6318762909 1.7332208271 1.8345653634 1.5305317546 1.4291872183
65.0000000000 1.6372517380 1.7406566797 1.8440616214 1.5338467963 1.4304418546
66.0000000000 1.6357889784 1.7416100065 1.8474310347 1.5299679502 1.4241469220
67.0000000000 1.6261175312 1.7345694028 1.8430212744 1.5176656597 1.4092137881
68.0000000000 1.6074062043 1.7185525105 1.8296988166 1.4962598982 1.3851135920
69.0000000000 1.5793130288 1.6930612929 1.8068095569 1.4655647648 1.3518165008
70.0000000000 1.5419289255 1.6580339860 1.7741390465 1.4258238650 1.3097188044
71.0000000000 1.4957171923 1.6137929917 1.7318687910 1.3776413930 1.2595655936
72.0000000000 1.4414507500 1.5609897785 1.6805288069 1.3219117215 1.2023726931
73.0000000000 1.3801487115 1.5005466711 1.6209446307 1.2597507520 1.1393527924
74.0000000000 1.3130136454 1.4335974238 1.5541812022 1.1924298671 1.0718460887
75.0000000000 1.2413711736 1.3614283677 1.4814855619 1.1213139794 1.0012567852
76.0000000000 1.1666124870 1.2854205788 1.4042286705 1.0478043953 0.9289963035
77.0000000000 1.0901419615 1.2069962364 1.3238505113 0.9732876867 0.8564334118
78.0000000000 1.0133296192 1.1275684920 1.2418073649 0.8990907464 0.7848518736
79.0000000000 0.9374704863 1.0484979015 1.1595253167 0.8264430711 0.7154156559
80.0000000000 0.8637504904 0.9710544187 1.0783583470 0.7564465621 0.6491426337
81.0000000000 0.7932197892 0.8963866603 0.9995535314 0.6900529181 0.5868860469
82.0000000000 0.7267734005 0.8254981041 0.9242228078 0.6280486968 0.5293239932
83.0000000000 0.6651389599 0.7592302251 0.8533214904 0.5710476946 0.4769564294
84.0000000000 0.6088710452 0.6982520172 0.7876329892 0.5194900732 0.4301091012
85.0000000000 0.5583515519 0.6430554678 0.7277593836 0.4736476361 0.3889437202
86.0000000000 0.5137951808 0.5939561703 0.6741171598 0.4336341912 0.3534732017
87.0000000000 0.4752592678 0.5510984373 0.6269376068 0.3994200983 0.3235809288
88.0000000000 0.4426570411 0.5144643364 0.5862716316 0.3708497458 0.2990424506
89.0000000000 0.4157734596 0.4838863012 0.5519991427 0.3476606181 0.2795477765
90.0000000000 0.3942829036 0.4590630469 0.5238431903 0.3295027603 0.2647226169
91.0000000000 0.3777679700 0.4395786795 0.5013893890 0.3159572604 0.2541465509
92.0000000000 0.3657388500 0.4249246298 0.4841104095 0.3065530702 0.2473672905
93.0000000000 0.3576527115 0.4145236945 0.4713946774 0.3007817286 0.2439107456
94.0000000000 0.3529326322 0.4077550779 0.4625775236 0.2981101865 0.2432877408
95.0000000000 0.3509857538 0.4039790817 0.4569724095 0.2979924260 0.2449990982
96.0000000000 0.3512201678 0.4025599708 0.4538997739 0.2998803647 0.2485405617
97.0000000000 0.3530603959 0.4028860318 0.4527116676 0.3032347601 0.2534091242
98.0000000000 0.3559610209 0.4043860763 0.4528111316 0.3075359656 0.2591109102
99.0000000000 0.3594183928 0.4065421331 0.4536658734 0.3122946525 0.2651709122
100.0000000000 0.3629801678 0.4088983505 0.4548165333 0.3170619851 0.2711438023
101.0000000000 0.3662526144 0.4110663795 0.4558801446 0.3214388493 0.2766250842
102.0000000000 0.3689056702 0.4127276097 0.4565495493 0.3250837307 0.2812617911
103.0000000000 0.3706757909 0.4136327016 0.4565896124 0.3277188801 0.2847619694
104.0000000000 0.3713666738 0.4135990288 0.4558313837 0.3291343188 0.2869019639
105.0000000000 0.3708480788 0.4125065662 0.4541650535 0.3291895915 0.2875311042
106.0000000000 0.3690529219 0.4102929693 0.4515330168 0.3278128744 0.2865728269
107.0000000000 0.3659729113 0.4069482033 0.4479234953 0.3249976193 0.2840223273
108.0000000000 0.3616530010 0.4025093125 0.4433656241 0.3207966894 0.2799403778
109.0000000000 0.3561848913 0.3970551798 0.4379254683 0.3153146029 0.2744443144
110.0000000000 0.3496999300 0.3907014648 0.4317029996 0.3086983953 0.2676968605
111.0000000000 0.3423615877 0.3835954147 0.4248292416 0.3011277608 0.2598939339
112.0000000000 0.3343577959 0.3759104046 0.4174630133 0.2928051872 0.2512525785
113.0000000000 0.3258933312 0.3678400450 0.4097867587 0.2839466175 0.2419999038
114.0000000000 0.3171824558 0.3595919298 0.4020014038 0.2747729818 0.2323635077
115.0000000000 0.3084419457 0.3513810734 0.3943202011 0.2655028180 0.2225636903
116.0000000000 0.2998846351 0.3434231195 0.3869616039 0.2563461507 0.2128076663
117.0000000000 0.2917136678 0.3359277303 0.3801417929 0.2474996052 0.2032855427
118.0000000000 0.2841173668 0.3290920776 0.3740667884 0.2391426560 0.1941679452
119.0000000000 0.2772649673 0.3230950183 0.3689250693 0.2314349163 0.1856048653
120.0000000000 0.2713031392 0.3180919868 0.3648808343 0.2245142916 0.1777254440
121.0000000000 0.2663533423 0.3142108352 0.3620683281 0.2184958494 0.1706383565
122.0000000000 0.2625100139 0.3115489174 0.3605878208 0.2134711105 0.1644322071
123.0000000000 0.2598395858 0.3101713912 0.3605031965 0.2095077805 0.1591759751
124.0000000000 0.2583802608 0.3101107997 0.3618413387 0.2066497219 0.1549191830
125.0000000000 0.2581424885 0.3113678417 0.3645931949 0.2049171352 0.1516917820
126.0000000000 0.2591101327 0.3139131762 0.3687162197 0.2043070892 0.1495040457
127.0000000000 0.2612421865 0.3176900544 0.3741379223 0.2047943186 0.1483464507
128.0000000000 0.2644749399 0.3226174993 0.3807600588 0.2063323805 0.1481898210
129.0000000000 0.2687246106 0.3285939876 0.3884633646 0.2088552336 0.1489858566
130.0000000000 0.2738902101 0.3355012018 0.3971121935 0.2122792184 0.1506682267
131.0000000000 0.2798566397 0.3432079612 0.4065592827 0.2165053182 0.1531539967
132.0000000000 0.2864978906 0.3515739631 0.4166500356 0.2214218181 0.1563457457
133.0000000000 0.2936802793 0.3604534670 0.4272266548 0.2269070916 0.1601339039
134.0000000000 0.3012656310 0.3696986682 0.4381317054 0.2328325938 0.1643995566
135.0000000000 0.3091143416 0.3791628319 0.4492113222 0.2390658513 0.1690173609
136.0000000000 0.3170882466 0.3887030756 0.4603179046 0.2454734176 0.1738585886
137.0000000000 0.3250532909 0.3981828472 0.4713124035 0.2519237345 0.1787941782
138.0000000000 0.3328818971 0.4074740138 0.4820661305 0.2582897804 0.1836976637
139.0000000000 0.3404550678 0.4164586434 0.4924622190 0.2644514922 0.1884479166
140.0000000000 0.3476641389 0.4250304179 0.5023966968 0.2702978600 0.1929315811
141.0000000000 0.3544122204 0.4330957136 0.5117792068 0.2757287273 0.1970452341
142.0000000000 0.3606153096 0.4405743849 0.5205334601 0.2806562344 0.2006971591
143.0000000000 0.3662030512 0.4474002648 0.5285974783 0.2850058377 0.2038086241
144.0000000000 0.3711192171 0.4535214074 0.5359235978 0.2887170267 0.2063148364
145.0000000000 0.3753218387 0.4589000492 0.5424782596 0.2917436282 0.2081654178
146.0000000000 0.3787830933 0.4635124100 0.5482417268 0.2940537765 0.2093244597
147.0000000000 0.3814889231 0.4673482802 0.5532076373 0.2956295659 0.2097702088
148.0000000000 0.3834383825 0.4704103779 0.5573823734 0.2964663870 0.2094943915
149.0000000000 0.3846428438 0.4727136083 0.5607843729 0.2965720792 0.2085013146
150.0000000000 0.3851249788 0.4742841546 0.5634433303 0.2959658031 0.2068066274
151.0000000000 0.3849176178 0.4751584038 0.5653991899 0.2946768317 0.2044360457
152.0000000000 0.3840624712 0.4753817589 0.5667010466 0.2927431834 0.2014238957
153.0000000000 0.3826088231 0.4750073833 0.5674059434 0.2902102629 0.1978117027
154.0000000000 0.3806120921 0.4740947772 0.5675774624 0.2871294069 0.1936467218
155.0000000000 0.3781324536 0.4727083441 0.5672842345 0.2835565631 0.1889806727
156.0000000000 0.3752334147 0.4709158865 0.5665983584 0.2795509428 0.1838684709
157.0000000000 0.3719804474 0.4687870530 0.5655936586 0.2751738418 0.1783672362
158.0000000000 0.3684396841 0.4663918473 0.5643440105 0.2704875209 0.1725353577
159.0000000000 0.3646766870 0.4637991171 0.5629215472 0.2655542569 0.1664318269
160.0000000000 0.3607553361 0.4610751698 0.5613950035 0.2604355024 0.1601156687
161.0000000000 0.3567368476 0.4582824880 0.5598281284 0.2551912072 0.1536455668
162.0000000000 0.3526788954 0.4554785731 0.5582782507 0.2498792178 0.1470795402
163.0000000000 0.3486349478 0.4527150338 0.5567951197 0.2445548619 0.1404747760
164.0000000000 0.3446536937 0.4500368113 0.5554199289 0.2392705762 0.1338874586
165.0000000000 0.3407786844 0.4474817004 0.5541847165 0.2340756683 0.1273726523
166.0000000000 0.3370480998 0.4450800937 0.5531120876 0.2290161058 0.1209841119
167.0000000000 0.3334947082 0.4428549816 0.5522152551 0.2241344347 0.1147741612
168.0000000000 0.3301459466 0.4408221940 0.5514984414 0.2194696992 0.1087934518
169.0000000000 0.3270241329 0.4389908482 0.5509575634 0.2150574177 0.1030907025
170.0000000000 0.3241468310 0.4373640544 0.5505812778 0.2109296076 0.0977123842
171.0000000000 0.3215272825 0.4359396977 0.5503521129 0.2071148673 0.0927024520
172.0000000000 0.3191749308 0.4347114201 0.5502479094 0.2036384415 0.0881019521
173.0000000000 0.3170960151 0.4336696728 0.5502433305 0.2005223575 0.0839486998
174.0000000000 0.3152941406 0.4328027607 0.5503113808 0.1977855205 0.0802769004
175.0000000000 0.3137709209 0.4320979244 0.5504249279 0.1954439174 0.0771169139
176.0000000000 0.3125265671 0.4315423975 0.5505582279 0.1935107366 0.0744949062
177.0000000000 0.3115604137 0.4311243102 0.5506882066 0.1919965172 0.0724326208
178.0000000000 0.3108714034 0.4308335135 0.5507956236 0.1909092932 0.0709471831
179.0000000000 0.3104585031 0.4306622790 0.5508660548 0.1902547273 0.0700509514
180.0000000000 0.3103209601 0.4306057476 0.5508905350 0.1900361726 0.0697513852
