# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
0.0000000000 97.7647893029 102.6245904450 107.4843915871 92.9049881608 88.0451870186
1.0000000000 97.9315409135 102.7864618249 107.6413827364 93.0766200020 88.2216990905
2.0000000000 98.4024597115 103.2426108962 108.0827620809 93.5623085268 88.7221573421
3.0000000000 99.0924232452 103.9075032313 108.7225832174 94.2773432591 89.4622632730
4.0000000000 99.8689624519 104.6480050824 109.4270477128 95.0899198215 90.3108771910
5.0000000000 100.5651779567 105.2962737030 110.0273694492 95.8340822105 91.1029864643
6.0000000000 100.9958122596 105.6658797200 110.3359471804 96.3257447992 91.6556773389
7.0000000000 100.9746878846 105.5693066651 110.1639254455 96.3800691042 91.7854503237
8.0000000000 100.3317249038 104.8350535076 109.3383821114 95.8283963001 91.3250676963
9.0000000000 98.9279265865 103.3227663296 107.7176060727 94.5330868435 90.1382471004
10.0000000000 96.6669804808 100.9349765052 105.2029725296 92.3989844563 88.1309884319
11.0000000000 93.5026633654 97.6246701091 101.7466768528 89.3806566217 85.2586498780
12.0000000000 89.4416597356 93.3982471625 97.3548345895 85.4850723086 81.5284848816
13.0000000000 84.5419396394 88.3140161517 92.0860926640 80.7698631271 76.9977866149
14.0000000000 78.9072359615 82.4767427660 86.0462495705 75.3377291571 71.7682223526
15.0000000000 72.6784683413 76.0291025711 79.3797368008 69.3278341116 65.9771998819
16.0000000000 66.0231404087 69.1410560021 72.2589715955 62.9052248153 59.7873092219
17.0000000000 59.1237791587 61.9982214745 64.8726637904 56.2493368428 53.3748945269
18.0000000000 52.1664249519 54.7902611880 57.4140974242 49.5425887158 46.9187524797
19.0000000000 45.3300296875 47.7001484042 50.0702671209 42.9599109708 40.5897922541
20.0000000000 38.7774200240 40.8949801556 43.0125402872 36.6598598925 34.5422997609
21.0000000000 32.6482549038 34.5187827553 36.3893106068 30.7777270523 28.9071992009
22.0000000000 27.0541711779 28.6875058567 30.3208405355 25.4208364991 23.7875018203
23.0000000000 22.0761436538 23.4862421445 24.8963406352 20.6660451632 19.2559466725
24.0000000000 17.7638885577 18.9685086873 20.1731288169 16.5592684281 15.3546482985
25.0000000000 14.1370571154 15.1573194177 16.1775817200 13.1167948131 12.0965325108
26.0000000000 11.1878721010 12.0476800087 12.9074879164 10.3280641932 9.4682562855
27.0000000000 8.8848407812 9.6100848468 10.3353289124 8.1595967157 7.4343526501
28.0000000000 7.1771692572 7.7945749516 8.4119806460 6.5597635628 5.9423578685
29.0000000000 5.9995290144 6.5350121196 7.0704952249 5.4640459092 4.9285628040
30.0000000000 5.2768659471 5.7535112743 6.2301566014 4.8002206200 4.3235752928
31.0000000000 4.9289905769 5.3652467139 5.8015028509 4.4927344399 4.0564783029
32.0000000000 4.8747449567 5.2836557114 5.6925664661 4.4658342020 4.0569234473
33.0000000000 5.0355985192 5.4253897699 5.8151810205 4.6458072686 4.2560160180
34.0000000000 5.3385797596 5.7141424376 6.0897051156 4.9630170816 4.5874544036
35.0000000000 5.7185021298 6.0830234294 6.4475447290 5.3539808302 4.9894595307
36.0000000000 6.1194872885 6.4757001233 6.8319129581 5.7632744536 5.4070616188
37.0000000000 6.4958250721 6.8466644031 7.1975037341 6.1449857411 5.7941464101
38.0000000000 6.8122376851 7.1609157391 7.5095937930 6.4635596311 6.1148815772
39.0000000000 7.0436350192 7.3932942314 7.7429534435 6.6939758071 6.3443165949
40.0000000000 7.1744574303 7.5276443084 7.8808311866 6.8212705521 6.4680836740
41.0000000000 7.1977066226 7.5559083023 7.9141099819 6.8395049429 6.4813032633
42.0000000000 7.1137611442 7.4771555627 7.8405499811 6.7503667258 6.3869723074
43.0000000000 6.9290661683 7.2965153460 7.6639645237 6.5616169905 6.1941678128
44.0000000000 6.6547764952 7.0240113003 7.3932461053 6.2855416901 5.9163068851
45.0000000000 6.3054193606 6.6733373482 7.0412553358 5.9375013729 5.5695833853
46.0000000000 5.8976323702 6.2606403397 6.6236483093 5.5346244007 5.1716164311
47.0000000000 5.4490165216 5.8033709782 6.1577254347 5.0946620651 4.7403076086
48.0000000000 4.9771357428 5.3192535631 5.6613713833 4.6350179225 4.2929001022
49.0000000000 4.4986803125 4.8254049374 5.1521295622 4.1719556876 3.8452310628
50.0000000000 4.0288044087 4.3376203750 4.6464363413 3.7199884423 3.4111724760
51.0000000000 3.5806370409 3.8698302259 4.1590234108 3.2914438559 3.0022506709
52.0000000000 3.1649602163 3.4337214164 3.7024826165 2.8961990163 2.6274378162
53.0000000000 2.7900414760 3.0385096084 3.2869777408 2.5415733436 2.2931052112
54.0000000000 2.4616034351 2.6908399523 2.9200764694 2.2323669179 2.0031304008
55.0000000000 2.1829102356 2.3947934267 2.6066766179 1.9710270444 1.7591438532
56.0000000000 1.9549486947 2.1519757747 2.3490028546 1.7579216148 1.5608945348
57.0000000000 1.7766817236 1.9616827155 2.1466837075 1.5916807316 1.4066797397
58.0000000000 1.6453512716 1.8211484632 1.9969456547 1.4695540801 1.2937568886
59.0000000000 1.5568110697 1.7258931889 1.8949753081 1.3877289505 1.2186468313
60.0000000000 1.5058690505 1.6701577922 1.8344465340 1.3415803087 1.1772915670
61.0000000000 1.4866249087 1.6473814082 1.8081379078 1.3258684091 1.1651119095
62.0000000000 1.4927885865 1.6506539982 1.8085194098 1.3349231749 1.1770577633
63.0000000000 1.5179700168 1.6730981439 1.8282262709 1.3628418898 1.2077137627
64.0000000000 1.5559332861 1.7081626402 1.8603919943 1.4037039319 1.2514745778
65.0000000000 1.6008099712 1.7498348363 1.8988597014 1.4517851061 1.3027602410
66.0000000000 1.6472702861 1.7927859679 1.9383016497 1.5017546042 1.3562389224
67.0000000000 1.6906515000 1.8324603344 1.9742691689 1.5488426656 1.4070338311
68.0000000000 1.7270454639 1.8651192152 2.0031929665 1.5889717127 1.4508979614
69.0000000000 1.7533473942 1.8878448006 2.0223422069 1.6188499879 1.4843525815
70.0000000000 1.7672698197 1.8985132403 2.0297566608 1.6360263991 1.5047829786
71.0000000000 1.7673260793 1.8957452892 2.0241644991 1.6389068694 1.5104876596
72.0000000000 1.7527871202 1.8788430304 2.0048989405 1.6267312100 1.5006752998
73.0000000000 1.7236172909 1.8477216376 1.9718259843 1.5995129442 1.4754085975
74.0000000000 1.6803934712 1.8028406801 1.9252878891 1.5579462622 1.4354990532
75.0000000000 1.6242125288 1.7451345077 1.8660564865 1.5032905500 1.3823685712
76.0000000000 1.5565916875 1.6759411288 1.7952905700 1.4372422462 1.3178928050
77.0000000000 1.4793665192 1.5969264273 1.7144863354 1.3618066111 1.2442467031
78.0000000000 1.3945900264 1.5100041248 1.6254182231 1.2791759281 1.1637618298
79.0000000000 1.3044366538 1.4172538764 1.5300710989 1.1916194313 1.0788022088
80.0000000000 1.2111137435 1.3208396182 1.4305654929 1.1013878688 0.9916619941
81.0000000000 1.1167829930 1.2229330294 1.3290830658 1.0106329567 0.9044829203
82.0000000000 1.0234926738 1.1256439979 1.2277953220 0.9213413497 0.8191900256
83.0000000000 0.9331220906 1.0309605717 1.1287990528 0.8352836095 0.7374451284
84.0000000000 0.8473379563 0.9406991277 1.0340602992 0.7539767848 0.6606156133
85.0000000000 0.7675627815 0.8564643658 0.9453659501 0.6786611972 0.5897596129
86.0000000000 0.6949543156 0.7796176190 0.8642809224 0.6102910122 0.5256277089
87.0000000000 0.6303953522 0.7112516583 0.7921079645 0.5495390460 0.4686827398
88.0000000000 0.5744926365 0.6521696338 0.7298466310 0.4968156393 0.4191386421
89.0000000000 0.5275838038 0.6028681488 0.6781524938 0.4522994589 0.3770151139
90.0000000000 0.4897511228 0.5635272559 0.6373033890 0.4159749897 0.3421988566
91.0000000000 0.4608408329 0.5340135396 0.6071862462 0.3876681263 0.3144954197
92.0000000000 0.4404870505 0.5139021571 0.5873172637 0.3670719439 0.2936568373
93.0000000000 0.4281390127 0.5025183724 0.5768977321 0.3537596531 0.2793802934
94.0000000000 0.4230907462 0.4989922775 0.5748938088 0.3471892148 0.2712876835
95.0000000000 0.4245121216 0.5023166200 0.5801211183 0.3467076233 0.2689031249
96.0000000000 0.4314803825 0.5113997125 0.5913190424 0.3515610525 0.2716417225
97.0000000000 0.4430113538 0.5251097655 0.6072081771 0.3609129422 0.2788145306
98.0000000000 0.4580895072 0.5423106027 0.6265316982 0.3738684117 0.2896473162
99.0000000000 0.4756962002 0.5618903187 0.6480844372 0.3895020818 0.3033079633
100.0000000000 0.4948355942 0.5827847454 0.6707338967 0.4068864430 0.3189372918
101.0000000000 0.5145577344 0.6039966977 0.6934356610 0.4251187710 0.3356798077
102.0000000000 0.5339784517 0.6246118155 0.7152451794 0.4433450878 0.3527117240
103.0000000000 0.5522958897 0.6438112656 0.7353266416 0.4607805137 0.3692651377
104.0000000000 0.5688035553 0.6608815257 0.7529594960 0.4767255849 0.3846476145
105.0000000000 0.5828998767 0.6752212384 0.7675426001 0.4905785150 0.3982571532
106.0000000000 0.5940943298 0.6863452723 0.7785962149 0.5018433873 0.4095924447
107.0000000000 0.6020103550 0.6938861004 0.7857618457 0.5101346097 0.4182588644
108.0000000000 0.6063852440 0.6975926047 0.7887999655 0.5151778832 0.4239705225
109.0000000000 0.6070672627 0.6973264945 0.7875857263 0.5168080310 0.4265487992
110.0000000000 0.6040103466 0.6930565418 0.7821027370 0.5149641515 0.4259179563
111.0000000000 0.5972666954 0.6848509093 0.7724351231 0.5096824816 0.4220982677
112.0000000000 0.5869775613 0.6728677681 0.7587579748 0.5010873545 0.4151971478
113.0000000000 0.5733626599 0.6573445788 0.7413264978 0.4893807409 0.4053988219
114.0000000000 0.5567085228 0.6385863335 0.7204641442 0.4748307122 0.3929529015
115.0000000000 0.5373561377 0.6169530641 0.6965499905 0.4577592114 0.3781622850
116.0000000000 0.5156882606 0.5928470033 0.6700057460 0.4385295179 0.3613707752
117.0000000000 0.4921167438 0.5666997880 0.6412828323 0.4175336995 0.3429506552
118.0000000000 0.4670701082 0.5389599003 0.6108496923 0.3951803161 0.3232905240
119.0000000000 0.4409817964 0.5100808100 0.5791798235 0.3718827828 0.3027837693
120.0000000000 0.4142792899 0.4805101303 0.5467409708 0.3480484495 0.2818176090
121.0000000000 0.3873742837 0.4506797691 0.5139852546 0.3240687982 0.2607633127
122.0000000000 0.3606541774 0.4209976096 0.4813410419 0.3003107452 0.2399673129
123.0000000000 0.3344750014 0.3918406344 0.4492062673 0.2771093685 0.2197437356
124.0000000000 0.3091558267 0.3635496436 0.4179434604 0.2547620098 0.2003681929
125.0000000000 0.2849747567 0.3364255765 0.3878763962 0.2335239370 0.1820731172
126.0000000000 0.2621664185 0.3107274177 0.3592884170 0.2136054193 0.1650444200
127.0000000000 0.2409209748 0.2866715430 0.3324221112 0.1951704065 0.1494198383
128.0000000000 0.2213844962 0.2644324223 0.3074803485 0.1783365700 0.1352886438
129.0000000000 0.2036605240 0.2441443096 0.2846280951 0.1631767385 0.1226929530
130.0000000000 0.1878127736 0.2259038443 0.2639949150 0.1497217029 0.1116306322
131.0000000000 0.1738686067 0.2097729853 0.2456773638 0.1379642282 0.1020598496
132.0000000000 0.1618232153 0.1957820052 0.2297407952 0.1278644254 0.0939056355
133.0000000000 0.1516442107 0.1839321253 0.2162200399 0.1193562960 0.0870683814
134.0000000000 0.1432764163 0.1741975060 0.2051185957 0.1123553266 0.0814342369
135.0000000000 0.1366466827 0.1665266570 0.1964066313 0.1067667084 0.0768867342
136.0000000000 0.1316685110 0.1608438151 0.1900191192 0.1024932069 0.0733179027
137.0000000000 0.1282463247 0.1570509703 0.1858556160 0.0994416790 0.0706370333
138.0000000000 0.1262792851 0.1550314943 0.1837837035 0.0975270758 0.0687748666
139.0000000000 0.1256644885 0.1546553769 0.1836462653 0.0966736001 0.0676827117
140.0000000000 0.1262995600 0.1557857294 0.1852718989 0.0968133906 0.0673272212
141.0000000000 0.1280845570 0.1582852529 0.1884859487 0.0978838611 0.0676831652
