# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
142.0000000000 0.1309231821 0.1620216310 0.1931200800 0.0998247331 0.0687262841
143.0000000000 0.1347234072 0.1668712710 0.1990191348 0.1025755435 0.0704276797
144.0000000000 0.1393975088 0.1727211484 0.2060447881 0.1060738692 0.0727502296
145.0000000000 0.1448616414 0.1794690593 0.2140764772 0.1102542236 0.0756468057
146.0000000000 0.1510350500 0.1870226437 0.2230102374 0.1150474563 0.0790598625
147.0000000000 0.1578390400 0.1952975689 0.2327560978 0.1203805111 0.0829219822
148.0000000000 0.1651958405 0.2042151949 0.2432345492 0.1261764862 0.0871571318
149.0000000000 0.1730274779 0.2137000854 0.2543726929 0.1323548704 0.0916822628
150.0000000000 0.1812547476 0.2236774664 0.2661001853 0.1388320287 0.0964093099
151.0000000000 0.1897964684 0.2340710405 0.2783456126 0.1455218963 0.1012473242
152.0000000000 0.1985689897 0.2448011725 0.2910333553 0.1523368069 0.1061046241
153.0000000000 0.2074861212 0.2557837388 0.3040813564 0.1591885036 0.1108908860
154.0000000000 0.2164594156 0.2669296435 0.3173998714 0.1659891876 0.1155189597
155.0000000000 0.2253989377 0.2781451779 0.3308914181 0.1726526975 0.1199064573
156.0000000000 0.2342143358 0.2893330200 0.3444517042 0.1790956516 0.1239769674
157.0000000000 0.2428163478 0.3003940026 0.3579716573 0.1852386931 0.1276610384
158.0000000000 0.2511185526 0.3112293357 0.3713401188 0.1910077696 0.1308969865
159.0000000000 0.2590393048 0.3217431696 0.3844470343 0.1963354400 0.1336315753
160.0000000000 0.2665038072 0.3318453587 0.3971869103 0.2011622557 0.1358207042
161.0000000000 0.2734461375 0.3414540868 0.4094620361 0.2054381882 0.1374302389
162.0000000000 0.2798111745 0.3504983167 0.4211854588 0.2091240324 0.1384368902
163.0000000000 0.2855562570 0.3589197695 0.4322832820 0.2121927445 0.1388292320
164.0000000000 0.2906525577 0.3666744601 0.4426963624 0.2146306553 0.1386087530
165.0000000000 0.2950860026 0.3737335580 0.4523811134 0.2164384473 0.1377908919
166.0000000000 0.2988576813 0.3800835995 0.4613095178 0.2176317630 0.1364058447
167.0000000000 0.3019837810 0.3857261129 0.4694684448 0.2182414491 0.1344991172
168.0000000000 0.3044949120 0.3906765791 0.4768582461 0.2183132450 0.1321315779
169.0000000000 0.3064348930 0.3949628906 0.4834908882 0.2179068954 0.1293788978
170.0000000000 0.3078590257 0.3986233907 0.4893877557 0.2170946607 0.1263302958
171.0000000000 0.3088318899 0.4017045598 0.4945772296 0.2159592201 0.1230865502
172.0000000000 0.3094247702 0.4042585666 0.4990923630 0.2145909738 0.1197571774
173.0000000000 0.3097127841 0.4063406609 0.5029685376 0.2130849074 0.1164570307
174.0000000000 0.3097718368 0.4080066400 0.5062414433 0.2115370335 0.1133022302
175.0000000000 0.3096755356 0.4093104023 0.5089452690 0.2100406688 0.1104058021
176.0000000000 0.3094921899 0.4103016996 0.5111112092 0.2086826802 0.1078731706
177.0000000000 0.3092819933 0.4110241188 0.5127662444 0.2075398677 0.1057977421
178.0000000000 0.3090945611 0.4115134145 0.5139322679 0.2066757076 0.1042568542
179.0000000000 0.3089668697 0.4117960979 0.5146253261 0.2061376415 0.1033084133
180.0000000000 0.3089217320 0.4118884865 0.5148552411 0.2059549774 0.1029882228
