# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
43.0000000000 5.0444278894 5.4329558175 5.8214837456 4.6558999613 4.2673720332
44.0000000000 4.4935319808 4.8510692198 5.2086064589 4.1359947417 3.7784575027
45.0000000000 3.9909417067 4.3185335073 4.6461253078 3.6633499062 3.3357581057
46.0000000000 3.5373004351 3.8362621274 4.1352238197 3.2383387428 2.9393770505
47.0000000000 3.1324180721 3.4043103233 3.6762025746 2.8605258209 2.5886335697
48.0000000000 2.7753371394 3.0219369713 3.2685368032 2.5287373076 2.2821374757
49.0000000000 2.4644108582 2.6876782627 2.9109456673 2.2411434536 2.0178760491
50.0000000000 2.1973906226 2.3994308694 2.6014711161 1.9953503758 1.7933101291
51.0000000000 1.9715203293 2.1545415576 2.3375627860 1.7884991010 1.6054778727
52.0000000000 1.7836347981 1.9499004648 2.1161661315 1.6173691314 1.4511034647
53.0000000000 1.6302597716 1.7820364342 1.9338130967 1.4784831091 1.3267064465
54.0000000000 1.5077108269 1.6472119519 1.7867130770 1.3682097019 1.2287085769
55.0000000000 1.4121892764 1.5415190851 1.6708488937 1.2828594678 1.1535296591
56.0000000000 1.3398728173 1.4609748181 1.5820768188 1.2187708166 1.0976688158
57.0000000000 1.2869989490 1.4016158198 1.5162326906 1.1723820783 1.0577652075
58.0000000000 1.2499400767 1.3595904709 1.4692408650 1.1402896825 1.0306392883
59.0000000000 1.2252681683 1.3312419760 1.4372157837 1.1192943606 1.0133205529
60.0000000000 1.2098088724 1.3131790837 1.4165492951 1.1064386610 1.0030684497
61.0000000000 1.2006835505 1.3023287627 1.4039739750 1.0990383382 0.9973931260
62.0000000000 1.1953395957 1.2959705394 1.3966014832 1.0947086519 0.9940777082
63.0000000000 1.1915690488 1.2917535660 1.3919380832 1.0913845316 0.9912000144
64.0000000000 1.1875162971 1.2876994752 1.3878826534 1.0873331190 0.9871499409
65.0000000000 1.1816758228 1.2821938234 1.3827118239 1.0811578223 0.9806398217
66.0000000000 1.1728813647 1.2739704556 1.3750595465 1.0717922737 0.9707031828
67.0000000000 1.1602881740 1.2620906018 1.3638930295 1.0584857463 0.9566833185
68.0000000000 1.1433492567 1.2459176272 1.3484859976 1.0407808863 0.9382125159
69.0000000000 1.1217882856 1.2250907817 1.3283932779 1.0184857894 0.9151832933
70.0000000000 1.0955688661 1.1994960259 1.3034231858 0.9916417063 0.8877145464
71.0000000000 1.0648622601 1.1692356981 1.2736091361 0.9604888221 0.8561153841
72.0000000000 1.0300144882 1.1345982094 1.2391819305 0.9254307671 0.8208470459
73.0000000000 0.9915127627 1.0960260493 1.2005393359 0.8869994762 0.7824861896
74.0000000000 0.9499523755 1.0540840438 1.1582157122 0.8458207071 0.7416890387
75.0000000000 0.9060045421 1.0094278338 1.1128511256 0.8025812503 0.6991579585
76.0000000000 0.8603857284 0.9627732516 1.0651607748 0.7579982051 0.6556106819
77.0000000000 0.8138287327 0.9148665765 1.0159044204 0.7127908889 0.6117530450
78.0000000000 0.7670565579 0.8664572174 0.9658578769 0.6676558984 0.5682552389
79.0000000000 0.7207592005 0.8182726626 0.9157861247 0.6232457384 0.5257322762
80.0000000000 0.6755740526 0.7709965874 0.8664191221 0.5801515179 0.4847289832
81.0000000000 0.6320701642 0.7252505413 0.8184309183 0.5388897871 0.4457094100
82.0000000000 0.5907365457 0.6815793499 0.7724221541 0.4998937415 0.4090509372
83.0000000000 0.5519745123 0.6404404599 0.7289064075 0.4635085646 0.3750426170
84.0000000000 0.5160938469 0.6021971142 0.6883003815 0.4299905796 0.3438873123
85.0000000000 0.4833124661 0.5671151988 0.6509179315 0.3995097334 0.3157070007
86.0000000000 0.4537590567 0.5353634397 0.6169678226 0.3721546738 0.2905502908
87.0000000000 0.4274782430 0.5070167195 0.5865551960 0.3479397665 0.2684012900
88.0000000000 0.4044376409 0.4820620231 0.5596864054 0.3268132586 0.2491888763
89.0000000000 0.3845363716 0.4604067440 0.5362771164 0.3086659993 0.2327956269
90.0000000000 0.3676144947 0.4418888233 0.5161631520 0.2933401661 0.2190658374
91.0000000000 0.3534630310 0.4262883033 0.4991135755 0.2806377588 0.2078124865
92.0000000000 0.3418342401 0.4133397729 0.4848453058 0.2703287073 0.1988231745
93.0000000000 0.3324518536 0.4027451116 0.4730383697 0.2621585956 0.1918653375
94.0000000000 0.3250210978 0.3941860858 0.4633510738 0.2558561099 0.1866911219
95.0000000000 0.3192383274 0.3873363778 0.4554344282 0.2511402770 0.1830422266
96.0000000000 0.3148000418 0.3818725269 0.4489450120 0.2477275567 0.1806550717
97.0000000000 0.3114112469 0.3774837817 0.4435563164 0.2453387121 0.1792661773
98.0000000000 0.3087928553 0.3738803556 0.4389678559 0.2437053550 0.1786178547
99.0000000000 0.3066881615 0.3708002813 0.4349124010 0.2425760418 0.1784639221
100.0000000000 0.3048681584 0.3680146237 0.4311610889 0.2417216932 0.1785752279
101.0000000000 0.3031356577 0.3653311650 0.4275266723 0.2409401504 0.1787446431
102.0000000000 0.3013281632 0.3625965556 0.4238649481 0.2400597708 0.1787913784
103.0000000000 0.2993194625 0.3596970180 0.4200745735 0.2389419070 0.1785643515
104.0000000000 0.2970200296 0.3565578181 0.4160956066 0.2374822410 0.1779444525
105.0000000000 0.2943762536 0.3531415622 0.4119068709 0.2356109450 0.1768456363
106.0000000000 0.2913686928 0.3494455896 0.4075224865 0.2332917960 0.1752148991
107.0000000000 0.2880093827 0.3454985324 0.4029876822 0.2305202329 0.1730310832
108.0000000000 0.2843384986 0.3413564238 0.3983743489 0.2273205734 0.1703026482
109.0000000000 0.2804204322 0.3370983119 0.3937761916 0.2237425525 0.1670646728
110.0000000000 0.2763395240 0.3328217323 0.3893039406 0.2198573158 0.1633751075
111.0000000000 0.2721955445 0.3286380282 0.3850805119 0.2157530608 0.1593105770
112.0000000000 0.2680991688 0.3246676973 0.3812362258 0.2115306402 0.1549621117
113.0000000000 0.2641674185 0.3210358156 0.3779042127 0.2072990214 0.1504306243
114.0000000000 0.2605194014 0.3178676747 0.3752159480 0.2031711282 0.1458228549
115.0000000000 0.2572721865 0.3152845661 0.3732969457 0.1992598070 0.1412474274
116.0000000000 0.2545371156 0.3133999478 0.3722627800 0.1956742834 0.1368114513
117.0000000000 0.2524164459 0.3123159438 0.3722154416 0.1925169481 0.1326174502
118.0000000000 0.2510004974 0.3121202923 0.3732400872 0.1898807024 0.1287609075
119.0000000000 0.2503652442 0.3128838420 0.3754024397 0.1878466465 0.1253280488
120.0000000000 0.2505704272 0.3146585728 0.3787467185 0.1864822815 0.1223941358
121.0000000000 0.2516581793 0.3174762703 0.3832943614 0.1858400883 0.1200219973
122.0000000000 0.2536522212 0.3213478578 0.3890434944 0.1859565845 0.1182609479
123.0000000000 0.2565574721 0.3262632330 0.3959689938 0.1868517113 0.1171459504
124.0000000000 0.2603602808 0.3321918684 0.4040234560 0.1885286932 0.1166971056
125.0000000000 0.2650290462 0.3390838174 0.4131385886 0.1909742749 0.1169195037
126.0000000000 0.2705152659 0.3468712410 0.4232272160 0.1941592908 0.1178033157
127.0000000000 0.2767550197 0.3554703917 0.4341857638 0.1980396477 0.1193242757
128.0000000000 0.2836707344 0.3647838407 0.4458969470 0.2025576281 0.1214445217
129.0000000000 0.2911732171 0.3747029995 0.4582327819 0.2076434346 0.1241136522
130.0000000000 0.2991639106 0.3851107926 0.4710576746 0.2132170286 0.1272701466
131.0000000000 0.3075372421 0.3958844009 0.4842315598 0.2191900832 0.1308429243
132.0000000000 0.3161830923 0.4068980354 0.4976129785 0.2254681492 0.1347532062
133.0000000000 0.3249891990 0.4180256146 0.5110620301 0.2319527835 0.1389163680
134.0000000000 0.3338435317 0.4291433191 0.5244431065 0.2385437444 0.1432439570
135.0000000000 0.3426365714 0.4401320356 0.5376274999 0.2451411072 0.1476456429
136.0000000000 0.3512633779 0.4508794429 0.5504955080 0.2516473128 0.1520312478
137.0000000000 0.3596254793 0.4612819677 0.5629384562 0.2579689909 0.1563125025
138.0000000000 0.3676325272 0.4712463559 0.5748601847 0.2640186984 0.1604048696
139.0000000000 0.3752036570 0.4806909746 0.5861782922 0.2697163394 0.1642290217
140.0000000000 0.3822686084 0.4895467708 0.5968249332 0.2749904460 0.1677122836
141.0000000000 0.3887685190 0.4977579492 0.6067473794 0.2797790888 0.1707896586
142.0000000000 0.3946564536 0.5052822759 0.6159080983 0.2840306313 0.1734048089
143.0000000000 0.3998976404 0.5120911216 0.6242846027 0.2877041592 0.1755106781
144.0000000000 0.4044694276 0.5181692008 0.6318689740 0.2907696544 0.1770698813
145.0000000000 0.4083610084 0.5235140800 0.6386671516 0.2932079368 0.1780548652
146.0000000000 0.4115729034 0.5281354187 0.6446979341 0.2950103880 0.1784478726
147.0000000000 0.4141162055 0.5320540071 0.6499918087 0.2961784039 0.1782406023
148.0000000000 0.4160117445 0.5353007098 0.6545896751 0.2967227792 0.1774338139
149.0000000000 0.4172889820 0.5379151461 0.6585413103 0.2966628178 0.1760366536
150.0000000000 0.4179848995 0.5399443753 0.6619038511 0.2960254238 0.1740659480
151.0000000000 0.4181427738 0.5414414678 0.6647401619 0.2948440798 0.1715453857
152.0000000000 0.4178108716 0.5424640101 0.6671171486 0.2931577332 0.1685045947
153.0000000000 0.4170411974 0.5430726541 0.6691041108 0.2910097406 0.1649782839
154.0000000000 0.4158882094 0.5433296093 0.6707710092 0.2884468094 0.1610054095
155.0000000000 0.4144075933 0.5432972577 0.6721869221 0.2855179289 0.1566282645
156.0000000000 0.4126551216 0.5430367938 0.6734184661 0.2822734494 0.1518917772
157.0000000000 0.4106855659 0.5426069480 0.6745283301 0.2787641837 0.1468428016
158.0000000000 0.4085517709 0.5420628756 0.6755739802 0.2750406663 0.1415295616
159.0000000000 0.4063038012 0.5414551435 0.6766064857 0.2711524589 0.1360011167
160.0000000000 0.4039882589 0.5408288999 0.6776695410 0.2671476178 0.1303069768
161.0000000000 0.4016477005 0.5402232062 0.6787987119 0.2630721948 0.1244966890
162.0000000000 0.3993202505 0.5396705558 0.6800208611 0.2589699452 0.1186196398
163.0000000000 0.3970393231 0.5391966211 0.6813539191 0.2548820251 0.1127247271
164.0000000000 0.3948334692 0.5388200983 0.6828067275 0.2508468401 0.1068602110
165.0000000000 0.3927264108 0.5385529318 0.6843794529 0.2468998898 0.1010733688
166.0000000000 0.3907371195 0.5384004472 0.6860637749 0.2430737918 0.0954104640
167.0000000000 0.3888800894 0.5383619234 0.6878437573 0.2393982555 0.0899164215
168.0000000000 0.3871656375 0.5384311858 0.6896967341 0.2359000892 0.0846345409
169.0000000000 0.3856003062 0.5385972638 0.6915942214 0.2326033487 0.0796063911
170.0000000000 0.3841873599 0.5388453091 0.6935032583 0.2295294106 0.0748714614
171.0000000000 0.3829272637 0.5391574446 0.6953876254 0.2266970828 0.0704669020
172.0000000000 0.3818182642 0.5395137310 0.6972091979 0.2241227973 0.0664273305
173.0000000000 0.3808569240 0.5398931374 0.6989293507 0.2218207107 0.0627844974
174.0000000000 0.3800386661 0.5402744792 0.7005102923 0.2198028530 0.0595670399
175.0000000000 0.3793583065 0.5406372786 0.7019162507 0.2180793344 0.0568003623
176.0000000000 0.3788105596 0.5409627201 0.7031148806 0.2166583991 0.0545062386
177.0000000000 0.3783904447 0.5412342382 0.7040780316 0.2155466513 0.0527028578
178.0000000000 0.3780936892 0.5414383243 0.7047829595 0.2147490540 0.0514044189
179.0000000000 0.3779170089 0.5415649060 0.7052128030 0.2142691118 0.0506212148
180.0000000000 0.3778583478 0.5416077905 0.7053572332 0.2141089052 0.0503594625
