# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
118.0000000000 0.8177748937 0.9806133702 1.1434518466 0.6549364173 0.4920979409
119.0000000000 0.8293193558 0.9925933650 1.1558673743 0.6660453465 0.5027713373
120.0000000000 0.8425132995 1.0064115001 1.1703097006 0.6786150990 0.5147168984
121.0000000000 0.8569354937 1.0216256809 1.1863158681 0.6922453066 0.5275551194
122.0000000000 0.8721760748 1.0378060788 1.2034360827 0.7065460708 0.5409160668
123.0000000000 0.8878429579 1.0545426756 1.2212423932 0.7211432403 0.5544435227
124.0000000000 0.9035674317 1.0714512324 1.2393350330 0.7356836311 0.5677998305
125.0000000000 0.9190097286 1.0881798118 1.2573498951 0.7498396454 0.5806695621
126.0000000000 0.9338635719 1.1044133893 1.2749632068 0.7633137544 0.5927639370
127.0000000000 0.9478603913 1.1198783214 1.2918962515 0.7758424613 0.6038245312
128.0000000000 0.9607723726 1.1343453261 1.3079182796 0.7871994191 0.6136264656
129.0000000000 0.9724146522 1.1476312093 1.3228477664 0.7971980951 0.6219815380
130.0000000000 0.9826465668 1.1595999473 1.3365533278 0.8056931863 0.6287398058
131.0000000000 0.9913715185 1.1701616751 1.3489518318 0.8125813619 0.6337912053
132.0000000000 0.9985361637 1.1792714159 1.3600066680 0.8178009115 0.6370656594
133.0000000000 1.0041282260 1.1869260720 1.3697239181 0.8213303799 0.6385325339
134.0000000000 1.0081735406 1.1931608134 1.3781480862 0.8231862678 0.6381989951
135.0000000000 1.0107323560 1.1980446582 1.3853569604 0.8234200538 0.6361077516
136.0000000000 1.0118949827 1.2016755359 1.3914560890 0.8221144295 0.6323338764
137.0000000000 1.0117769882 1.2041750238 1.3965730593 0.8193789527 0.6269809171
138.0000000000 1.0105142334 1.2056829474 1.4008516613 0.8153455195 0.6201768055
139.0000000000 1.0082578329 1.2063522262 1.4044466196 0.8101634396 0.6120690463
140.0000000000 1.0051691267 1.2063436107 1.4075180947 0.8039946427 0.6028201587
141.0000000000 1.0014150425 1.2058211520 1.4102272615 0.7970089331 0.5926028236
142.0000000000 0.9971636702 1.2049478404 1.4127320106 0.7893795000 0.5815953298
143.0000000000 0.9925804168 1.2038819790 1.4151835413 0.7812788546 0.5699772924
144.0000000000 0.9878244822 1.2027738535 1.4177232247 0.7728751110 0.5579257397
145.0000000000 0.9830459803 1.2017631476 1.4204803150 0.7643288129 0.5456116456
146.0000000000 0.9783836620 1.2009770426 1.4235704231 0.7557902815 0.5331969010
147.0000000000 0.9739630130 1.2005285242 1.4270940354 0.7473975018 0.5208319906
148.0000000000 0.9698948863 1.2005152953 1.4311357043 0.7392744773 0.5086540683
149.0000000000 0.9662746983 1.2010193129 1.4357639274 0.7315300838 0.4967854692
150.0000000000 0.9631818575 1.2021062349 1.4410306124 0.7242574800 0.4853331025
151.0000000000 0.9606797748 1.2038258831 1.4469719913 0.7175336665 0.4743875582
152.0000000000 0.9588160433 1.2062124421 1.4536088408 0.7114196445 0.4640232457
153.0000000000 0.9576228478 1.2092848891 1.4609469304 0.7059608065 0.4542987653
154.0000000000 0.9571176885 1.2130479346 1.4689781807 0.7011874424 0.4452571963
155.0000000000 0.9573042837 1.2174928706 1.4776814575 0.6971156967 0.4369271098
156.0000000000 0.9581734079 1.2225984181 1.4870234283 0.6937483978 0.4293233876
157.0000000000 0.9597040748 1.2283318807 1.4969596866 0.6910762688 0.4224484629
158.0000000000 0.9618646036 1.2346501585 1.5074357135 0.6890790487 0.4162934937
159.0000000000 0.9646137411 1.2415006925 1.5183876438 0.6877267898 0.4108398384
160.0000000000 0.9679019998 1.2488229023 1.5297438047 0.6869810973 0.4060601948
161.0000000000 0.9716725913 1.2565487932 1.5414249951 0.6867963895 0.4019201876
162.0000000000 0.9758627147 1.2646042221 1.5533457295 0.6871212072 0.3983796998
163.0000000000 0.9804047846 1.2729101191 1.5654154535 0.6878994502 0.3953941157
164.0000000000 0.9852273411 1.2813831071 1.5775388732 0.6890715751 0.3929158091
165.0000000000 0.9902564062 1.2899370600 1.5896177138 0.6905757525 0.3908950987
166.0000000000 0.9954162310 1.2984835701 1.6015509091 0.6923488920 0.3892815529
167.0000000000 1.0006305591 1.3069333327 1.6132361063 0.6943277856 0.3880250120
168.0000000000 1.0058235070 1.3151971534 1.6245707998 0.6964498606 0.3870762142
169.0000000000 1.0109205168 1.3231867981 1.6354530794 0.6986542356 0.3863879543
170.0000000000 1.0158492577 1.3308161689 1.6457830802 0.7008823465 0.3859154352
171.0000000000 1.0205405565 1.3380024148 1.6554642731 0.7030786982 0.3856168399
172.0000000000 1.0249290800 1.3446666856 1.6644042912 0.7051914745 0.3854538689
173.0000000000 1.0289542036 1.3507353849 1.6725165662 0.7071730223 0.3853918411
174.0000000000 1.0325606748 1.3561409534 1.6797212320 0.7089803961 0.3854001175
175.0000000000 1.0356992096 1.3608227971 1.6859463846 0.7105756221 0.3854520346
176.0000000000 1.0383271154 1.3647281367 1.6911291580 0.7119260941 0.3855250728
177.0000000000 1.0404088055 1.3678127942 1.6952167828 0.7130048169 0.3856008283
178.0000000000 1.0419161022 1.3700416056 1.6981671091 0.7137905987 0.3856650953
179.0000000000 1.0428286728 1.3713891464 1.6999496201 0.7142681992 0.3857077256
180.0000000000 1.0431342618 1.3718401093 1.7005459568 0.7144284143 0.3857225668
