# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
147.0000000000 0.1438087102 0.1759021776 0.2079956451 0.1117152427 0.0796217753
148.0000000000 0.1485165717 0.1814836300 0.2144506883 0.1155495134 0.0825824551
149.0000000000 0.1536382537 0.1875048700 0.2213714862 0.1197716375 0.0859050213
150.0000000000 0.1590866810 0.1938780796 0.2286694783 0.1242952823 0.0895038837
151.0000000000 0.1647721228 0.2005145060 0.2362568892 0.1290297395 0.0932873563
152.0000000000 0.1706027770 0.2073239821 0.2440451873 0.1338815718 0.0971603667
153.0000000000 0.1764856059 0.2142147871 0.2519439682 0.1387564247 0.1010272435
154.0000000000 0.1823274754 0.2210940987 0.2598607220 0.1435608521 0.1047942288
155.0000000000 0.1880365191 0.2278689364 0.2677013537 0.1482041018 0.1083716846
156.0000000000 0.1935237636 0.2344476782 0.2753715928 0.1525998489 0.1116759343
157.0000000000 0.1987048978 0.2407420766 0.2827792555 0.1566677189 0.1146305401
158.0000000000 0.2035021552 0.2466695944 0.2898370336 0.1603347160 0.1171672767
159.0000000000 0.2078462325 0.2521559383 0.2964656441 0.1635365267 0.1192268208
160.0000000000 0.2116781488 0.2571375687 0.3025969886 0.1662187289 0.1207593090
161.0000000000 0.2149509326 0.2615639328 0.3081769329 0.1683379325 0.1217249324
162.0000000000 0.2176311343 0.2653993538 0.3131675733 0.1698629148 0.1220946952
163.0000000000 0.2196999534 0.2686242431 0.3175485327 0.1707756638 0.1218513741
164.0000000000 0.2211540305 0.2712356756 0.3213173207 0.1710723854 0.1209907403
165.0000000000 0.2220057680 0.2732472102 0.3244886523 0.1707643259 0.1195228837
166.0000000000 0.2222831786 0.2746879539 0.3270927291 0.1698784034 0.1174736281
167.0000000000 0.2220292050 0.2756009396 0.3291726742 0.1684574704 0.1148857358
168.0000000000 0.2213005515 0.2760410219 0.3307814924 0.1665600811 0.1118196107
169.0000000000 0.2201660297 0.2760723269 0.3319786241 0.1642597325 0.1083534353
170.0000000000 0.2187044242 0.2757655292 0.3328266343 0.1616433191 0.1045822140
171.0000000000 0.2170020203 0.2751950636 0.3333881069 0.1588089771 0.1006159338
172.0000000000 0.2151497895 0.2744364498 0.3337231101 0.1558631293 0.0965764690
173.0000000000 0.2132403906 0.2735638159 0.3338872412 0.1529169654 0.0925935401
174.0000000000 0.2113650619 0.2726476765 0.3339302910 0.1500824473 0.0887998328
175.0000000000 0.2096105215 0.2717529624 0.3338954033 0.1474680806 0.0853256397
176.0000000000 0.2080559740 0.2709373725 0.3338187710 0.1451745755 0.0822931770
177.0000000000 0.2067703945 0.2702499927 0.3337295908 0.1432907964 0.0798111982
178.0000000000 0.2058101096 0.2697301602 0.3336502108 0.1418900590 0.0779700083
179.0000000000 0.2052168323 0.2694065961 0.3335963599 0.1410270686 0.0768373048
180.0000000000 0.2050161899 0.2692967883 0.3335773867 0.1407355915 0.0764549930
