# angle        average        +1sigma        +2sigma        -1sigma        -2sigma
28.0000000000 19.4852236779 20.3990978929 21.3129721079 18.5713494629 17.6574752479
29.0000000000 18.4615469471 19.3482415574 20.2349361676 17.5748523369 16.6881577266
30.0000000000 17.4217930529 18.2796044763 19.1374158998 16.5639816294 15.7061702060
31.0000000000 16.3732705048 17.2005558172 18.0278411296 15.5459851924 14.7186998800
32.0000000000 15.3235625962 16.1187741279 16.9139856596 14.5283510644 13.7331395327
33.0000000000 14.2803718029 15.0420934771 15.8038151513 13.5186501287 12.7569284544
34.0000000000 13.2513306010 13.9783107231 14.7052908453 12.5243504788 11.7973703567
35.0000000000 12.2438023558 12.9349838042 13.6261652525 11.5526209074 10.8614394590
36.0000000000 11.2646839736 11.9192314170 12.5737788605 10.6101365301 9.9555890866
37.0000000000 10.3202378341 10.9375587734 11.5548797127 9.7029168949 9.0855959556
38.0000000000 9.4159640769 9.9957245428 10.5754850088 8.8362036110 8.2564431451
39.0000000000 8.5565133534 9.0986479647 9.6407825760 8.0143787421 7.4722441308
40.0000000000 7.7456527356 8.2503701628 8.7550875900 7.2409353084 6.7362178812
41.0000000000 6.9862680361 7.4540502838 7.9218325316 6.5184857883 6.0507035405
42.0000000000 6.2803983486 6.7119962585 7.1435941685 5.8488004386 5.4172025286
43.0000000000 5.6292887043 6.0257131343 6.4221375643 5.2328642744 4.8364398444
44.0000000000 5.0334486803 5.3959580376 5.7584673948 4.6709393230 4.3084299657
45.0000000000 4.4927090216 4.8227927801 5.1528765386 4.1626252632 3.8325415047
46.0000000000 4.0062725793 4.3056311350 4.6049896906 3.7069140237 3.4075554680
47.0000000000 3.5727594014 3.8432803277 4.1138012540 3.3022384752 3.0317175489
48.0000000000 3.1902508846 3.4339814617 3.6777120388 2.9465203075 2.7027897304
49.0000000000 2.8563361923 3.0754534627 3.2945707331 2.6372189219 2.4181016515
50.0000000000 2.5681659615 2.7649441604 2.9617223592 2.3713877627 2.1746095638
51.0000000000 2.3225134808 2.4992894834 2.6760654859 2.1457374782 1.9689614756
52.0000000000 2.1158446394 2.2749806110 2.4341165826 1.9567086679 1.7975726963
53.0000000000 1.9443940024 2.0882370516 2.2320801007 1.8005509532 1.6567079041
54.0000000000 1.8042462644 1.9350843236 2.0659223827 1.6734082053 1.5425701461
55.0000000000 1.6914203029 1.8114347841 1.9314492652 1.5714058217 1.4513913405
56.0000000000 1.6019541082 1.7131729830 1.8243918578 1.4907352334 1.3795163586
57.0000000000 1.5319880168 1.6362436493 1.7404992817 1.4277323844 1.3234767520
58.0000000000 1.4778426683 1.5767418199 1.6756409716 1.3789435166 1.2800443649
59.0000000000 1.4360879062 1.5309983902 1.6259088742 1.3411774223 1.2462669383
60.0000000000 1.4035985649 1.4956535029 1.5877084408 1.3115436269 1.2194886890
61.0000000000 1.3775943582 1.4677110528 1.5578277473 1.2874776636 1.1973609690
62.0000000000 1.3556621034 1.4445692758 1.5334764482 1.2667549310 1.1778477586
63.0000000000 1.3357606346 1.4240275998 1.5122945651 1.2474936694 1.1592267041
64.0000000000 1.3162106875 1.4042732294 1.4923357713 1.2281481456 1.1400856037
65.0000000000 1.2956733654 1.3838543028 1.4720352403 1.2074924279 1.1193114905
66.0000000000 1.2731208793 1.3616444460 1.4501680127 1.1845973127 1.0960737460
67.0000000000 1.2478035344 1.3368051255 1.4258067167 1.1588019432 1.0698003521
68.0000000000 1.2192169058 1.3087493222 1.3982817386 1.1296844893 1.0401520729
69.0000000000 1.1870711493 1.2771098388 1.3671485284 1.0970324597 1.0069937702
70.0000000000 1.1512641721 1.2417120754 1.3321599786 1.0608162689 0.9703683656
71.0000000000 1.1118592334 1.2025530242 1.2932468149 1.0211654427 0.9304716519
72.0000000000 1.0690659541 1.1597834487 1.2505009433 0.9783484595 0.8876309649
73.0000000000 1.0232237375 1.1136932388 1.2041627402 0.9327542362 0.8422847348
74.0000000000 0.9747856387 1.0646967375 1.1546078363 0.8848745399 0.7949634411
75.0000000000 0.9243004582 1.0133160747 1.1023316913 0.8352848416 0.7462692251
76.0000000000 0.8723922851 0.9601616405 1.0479309958 0.7846229297 0.6968535744
77.0000000000 0.8197364707 0.9059083072 0.9920801437 0.7335646342 0.6473927977
78.0000000000 0.7670327457 0.8512684240 0.9355041024 0.6827970673 0.5985613890
79.0000000000 0.7149766690 0.7969623862 0.8789481034 0.6329909518 0.5510052346
80.0000000000 0.6642316099 0.7436892291 0.8231468483 0.5847739906 0.5053163714
81.0000000000 0.6154034861 0.6920995419 0.7687955977 0.5387074302 0.4620113744
82.0000000000 0.5690202647 0.6427727871 0.7165253095 0.4952677422 0.4215152198
83.0000000000 0.5255177017 0.5962005910 0.6668834804 0.4548348123 0.3841519230
84.0000000000 0.4852317810 0.5527767318 0.6203216826 0.4176868302 0.3501418794
85.0000000000 0.4483976861 0.5127936458 0.5771896055 0.3840017263 0.3196057666
86.0000000000 0.4151542654 0.4764446196 0.5377349739 0.3538639111 0.2925735569
87.0000000000 0.3855524738 0.4438301345 0.5021077952 0.3272748131 0.2689971524
88.0000000000 0.3595662514 0.4149669485 0.4703676455 0.3041655544 0.2487648574
89.0000000000 0.3371042267 0.3897982979 0.4424923692 0.2844101554 0.2317160842
90.0000000000 0.3180210774 0.3682041945 0.4183873117 0.2678379603 0.2176548432
91.0000000000 0.3021277079 0.3500110212 0.3978943345 0.2542443947 0.2063610814
92.0000000000 0.2891998849 0.3350001783 0.3808004716 0.2433995915 0.1975992981
93.0000000000 0.2789853743 0.3229159319 0.3668464895 0.2350548167 0.1911242591
94.0000000000 0.2712098678 0.3134727111 0.3557355543 0.2289470245 0.1866841813
95.0000000000 0.2655822334 0.3063623035 0.3471423736 0.2248021633 0.1840220932
96.0000000000 0.2617995433 0.3012612293 0.3407229153 0.2223378572 0.1828761712
97.0000000000 0.2595523781 0.2978384875 0.3361245969 0.2212662687 0.1829801593
98.0000000000 0.2585305957 0.2957635262 0.3329964567 0.2212976651 0.1840647346
99.0000000000 0.2584296899 0.2947144485 0.3309992071 0.2221449313 0.1858601727
100.0000000000 0.2589575192 0.2943859428 0.3298143664 0.2235290957 0.1881006721
101.0000000000 0.2598411462 0.2944966571 0.3291521681 0.2251856352 0.1905301242
102.0000000000 0.2608332695 0.2947956005 0.3287579316 0.2268709384 0.1929086074
103.0000000000 0.2617178808 0.2950671998 0.3284165188 0.2283685618 0.1950192428
104.0000000000 0.2623146339 0.2951347419 0.3279548498 0.2294945259 0.1966744180
105.0000000000 0.2624817212 0.2948620810 0.3272424408 0.2301013613 0.1977210015
106.0000000000 0.2621170077 0.2941536107 0.3261902137 0.2300804047 0.1980438017
107.0000000000 0.2611574750 0.2929526459 0.3247478167 0.2293623041 0.1975671333
108.0000000000 0.2595771341 0.2912385468 0.3228999595 0.2279157215 0.1962543088
109.0000000000 0.2573836452 0.2890228327 0.3206620202 0.2257444577 0.1941052702
110.0000000000 0.2546139808 0.2863447021 0.3180754235 0.2228832594 0.1911525380
111.0000000000 0.2513295409 0.2832662932 0.3152030456 0.2193927885 0.1874560362
112.0000000000 0.2476110123 0.2798678365 0.3121246608 0.2153541880 0.1830973637
113.0000000000 0.2435532983 0.2762430236 0.3089327489 0.2108635730 0.1781738477
114.0000000000 0.2392607425 0.2724945893 0.3057284361 0.2060268958 0.1727930490
115.0000000000 0.2348428154 0.2687302741 0.3026177327 0.2009553567 0.1670678980
116.0000000000 0.2304102635 0.2650590952 0.2997079269 0.1957614317 0.1611126000
117.0000000000 0.2260718601 0.2615880443 0.2971042285 0.1905556759 0.1550394917
118.0000000000 0.2219316310 0.2584191194 0.2949066077 0.1854441427 0.1489566543
119.0000000000 0.2180865661 0.2556467587 0.2932069514 0.1805263735 0.1429661808
120.0000000000 0.2146246928 0.2533555837 0.2920864747 0.1758938018 0.1371629109
121.0000000000 0.2116235740 0.2516185918 0.2916136095 0.1716285563 0.1316335386
122.0000000000 0.2091490310 0.2504956516 0.2918422721 0.1678024105 0.1264557899
123.0000000000 0.2072542231 0.2500324287 0.2928106344 0.1644760174 0.1216978118
124.0000000000 0.2059789565 0.2502596870 0.2945404176 0.1616982260 0.1174174954
125.0000000000 0.2053492957 0.2511929738 0.2970366519 0.1595056176 0.1136619395
126.0000000000 0.2053774635 0.2528327442 0.3002880249 0.1579221828 0.1104669021
127.0000000000 0.2060620046 0.2551648079 0.3042676112 0.1569592013 0.1078563980
128.0000000000 0.2073883183 0.2581612252 0.3089341321 0.1566154114 0.1058425044
129.0000000000 0.2093293969 0.2617814392 0.3142334816 0.1568773545 0.1044253122
130.0000000000 0.2118469519 0.2659738071 0.3201006622 0.1577200968 0.1035932416
131.0000000000 0.2148927050 0.2706772924 0.3264618798 0.1591081177 0.1033235303
132.0000000000 0.2184099464 0.2758233881 0.3332368298 0.1609965047 0.1035830630
133.0000000000 0.2223352077 0.2813381325 0.3403410573 0.1633322829 0.1043293581
134.0000000000 0.2266001077 0.2871442064 0.3476883051 0.1660560090 0.1055119103
135.0000000000 0.2311331620 0.2931629733 0.3551927846 0.1691033507 0.1070735394
136.0000000000 0.2358616325 0.2993164900 0.3627713476 0.1724067749 0.1089519173
137.0000000000 0.2407132661 0.3055293003 0.3703453345 0.1758972319 0.1110811978
138.0000000000 0.2456179361 0.3117301245 0.3778423130 0.1795057476 0.1133935591
139.0000000000 0.2505090851 0.3178532760 0.3851974669 0.1831648942 0.1158207033
140.0000000000 0.2553249863 0.3238397980 0.3923546097 0.1868101746 0.1182953629
141.0000000000 0.2600097726 0.3296383845 0.3992669964 0.1903811607 0.1207525488
142.0000000000 0.2645142344 0.3352059959 0.4058977573 0.1938224729 0.1231307114
143.0000000000 0.2687963538 0.3405081584 0.4122199630 0.1970845493 0.1253727447
144.0000000000 0.2728216471 0.3455190853 0.4182165235 0.2001242089 0.1274267708
145.0000000000 0.2765632502 0.3502214911 0.4238797320 0.2029050094 0.1292467685
146.0000000000 0.2800018216 0.3546062196 0.4292106176 0.2053974236 0.1307930256
147.0000000000 0.2831252435 0.3586716755 0.4342181076 0.2075788115 0.1320323794
148.0000000000 0.2859282171 0.3624231167 0.4389180164 0.2094333174 0.1329384178
149.0000000000 0.2884116680 0.3658718290 0.4433319900 0.2109515070 0.1334913461
150.0000000000 0.2905821214 0.3690341869 0.4474862523 0.2121300559 0.1336779905
151.0000000000 0.2924509481 0.3719307047 0.4514104614 0.2129711914 0.1334914347
152.0000000000 0.2940336161 0.3745850084 0.4551364008 0.2134822238 0.1329308315
153.0000000000 0.2953488962 0.3770228752 0.4586968542 0.2136749171 0.1320009381
154.0000000000 0.2964180757 0.3792712282 0.4621243807 0.2135649232 0.1307117707
155.0000000000 0.2972642139 0.3813572625 0.4654503111 0.2131711654 0.1290781168
156.0000000000 0.2979114106 0.3833075562 0.4687037018 0.2125152650 0.1271191193
157.0000000000 0.2983841464 0.3851473283 0.4719105102 0.2116209645 0.1248577826
158.0000000000 0.2987066937 0.3868997640 0.4750928343 0.2105136235 0.1223205532
159.0000000000 0.2989025964 0.3885854759 0.4782683555 0.2092197168 0.1195368373
160.0000000000 0.2989942089 0.3902220218 0.4814498348 0.2077663960 0.1165385830
161.0000000000 0.2990023654 0.3918236307 0.4846448961 0.2061811000 0.1133598347
162.0000000000 0.2989460853 0.3934009520 0.4878558187 0.2044912186 0.1100363519
163.0000000000 0.2988423736 0.3949609950 0.4910796165 0.2027237521 0.1066051306
164.0000000000 0.2987061269 0.3965071566 0.4943081862 0.2009050973 0.1031040677
165.0000000000 0.2985500666 0.3980393349 0.4975286032 0.1990607983 0.0995715300
166.0000000000 0.2983847620 0.3995541561 0.5007235502 0.1972153679 0.0960459738
167.0000000000 0.2982187286 0.4010453138 0.5038718990 0.1953921434 0.0925655582
168.0000000000 0.2980585272 0.4025039013 0.5069492755 0.1936131530 0.0891677788
169.0000000000 0.2979089507 0.4039188815 0.5099288123 0.1918990199 0.0858890892
170.0000000000 0.2977732197 0.4052775559 0.5127818921 0.1902688835 0.0827645473
171.0000000000 0.2976532034 0.4065660655 0.5154789277 0.1887403412 0.0798274790
172.0000000000 0.2975496538 0.4077699086 0.5179901634 0.1873293990 0.0771091443
173.0000000000 0.2974624462 0.4088744624 0.5202864786 0.1860504299 0.0746384137
174.0000000000 0.2973908161 0.4098654755 0.5223401348 0.1849161567 0.0724414974
175.0000000000 0.2973335820 0.4107295234 0.5241254649 0.1839376405 0.0705416991
176.0000000000 0.2972893565 0.4114544792 0.5256196018 0.1831242338 0.0689591111
177.0000000000 0.2972567329 0.4120298446 0.5268029563 0.1824836213 0.0677105096
178.0000000000 0.2972344502 0.4124471293 0.5276598084 0.1820217711 0.0668090920
179.0000000000 0.2972215055 0.4127000564 0.5281786073 0.1817429546 0.0662644037
180.0000000000 0.2972172625 0.4127847952 0.5283523278 0.1816497298 0.0660821972
